READING_ID,SUBSTATION_ID,READING_DATE,LOAD_MW,TEMPERATURE_F,IS_PEAK_SEASON
38,SUB-001,2025-02-15,1290.5,64.2,0
39,SUB-001,2025-03-15,1128.7,73.7,0
40,SUB-001,2025-04-15,1162.2,81.8,0
41,SUB-001,2025-05-15,1161.5,88.5,0
42,SUB-001,2025-06-15,1594.1,93.5,1
43,SUB-001,2025-07-15,1536.1,92.4,1
44,SUB-001,2025-08-15,1590.4,95.2,1
45,SUB-001,2025-09-15,1488.2,89.9,1
46,SUB-001,2025-10-15,1195.1,78.3,0
47,SUB-001,2025-11-15,1148.1,76.5,0
48,SUB-001,2025-12-15,1235.3,63.0,0
49,SUB-002,2022-01-15,1027.7,55.0,0
50,SUB-002,2022-02-15,1030.4,63.1,0
51,SUB-002,2022-03-15,993.1,63.2,0
52,SUB-002,2022-04-15,1017.1,72.9,0
53,SUB-002,2022-05-15,972.9,79.6,0
54,SUB-002,2022-06-15,1385.3,95.9,1
55,SUB-002,2022-07-15,1337.0,96.7,1
56,SUB-002,2022-08-15,1364.0,94.0,1
57,SUB-002,2022-09-15,1199.2,87.4,1
58,SUB-002,2022-10-15,937.3,77.9,0
59,SUB-002,2022-11-15,950.4,71.7,0
60,SUB-002,2022-12-15,1040.0,55.7,0
61,SUB-002,2023-01-15,1029.1,56.3,0
62,SUB-002,2023-02-15,1018.6,57.6,0
63,SUB-002,2023-03-15,1045.6,67.1,0
64,SUB-002,2023-04-15,990.2,75.7,0
65,SUB-002,2023-05-15,987.5,86.7,0
66,SUB-002,2023-06-15,1456.2,94.8,1
67,SUB-002,2023-07-15,1405.4,94.1,1
68,SUB-002,2023-08-15,1460.6,97.2,1
69,SUB-002,2023-09-15,1215.8,85.3,1
70,SUB-002,2023-10-15,1040.2,75.5,0
71,SUB-002,2023-11-15,1020.1,71.8,0
72,SUB-002,2023-12-15,1010.9,62.0,0
73,SUB-002,2024-01-15,1085.9,59.2,0
74,SUB-002,2024-02-15,1019.4,58.6,0
75,SUB-002,2024-03-15,1012.5,66.5,0
76,SUB-002,2024-04-15,1007.7,77.0,0
77,SUB-002,2024-05-15,997.9,82.1,0
78,SUB-002,2024-06-15,1431.8,91.4,1
79,SUB-002,2024-07-15,1437.8,101.2,1
80,SUB-002,2024-08-15,1403.7,100.5,1
81,SUB-002,2024-09-15,1323.5,86.4,1
82,SUB-002,2024-10-15,1049.9,78.0,0
83,SUB-002,2024-11-15,980.7,64.1,0
84,SUB-002,2024-12-15,1055.2,61.7,0
85,SUB-002,2025-01-15,1035.1,60.1,0
86,SUB-002,2025-02-15,1037.1,59.6,0
87,SUB-002,2025-03-15,1058.2,71.0,0
88,SUB-002,2025-04-15,1017.7,72.6,0
89,SUB-002,2025-05-15,1032.7,87.4,0
90,SUB-002,2025-06-15,1375.2,91.7,1
91,SUB-002,2025-07-15,1352.6,99.3,1
92,SUB-002,2025-08-15,1392.6,100.5,1
93,SUB-002,2025-09-15,1271.4,88.2,1
94,SUB-002,2025-10-15,1033.5,82.2,0
95,SUB-002,2025-11-15,1042.8,67.5,0
96,SUB-002,2025-12-15,1095.8,61.4,0
97,SUB-003,2022-01-15,733.3,65.4,0
98,SUB-003,2022-02-15,770.2,70.3,0
99,SUB-003,2022-03-15,677.4,73.4,0
100,SUB-003,2022-04-15,721.5,79.1,0
101,SUB-003,2022-05-15,702.3,85.9,0
102,SUB-003,2022-06-15,999.7,92.9,1
103,SUB-003,2022-07-15,1004.3,93.5,1
104,SUB-003,2022-08-15,986.0,95.1,1
105,SUB-003,2022-09-15,849.8,90.5,1
106,SUB-003,2022-10-15,688.5,78.2,0
107,SUB-003,2022-11-15,727.7,67.4,0
108,SUB-003,2022-12-15,723.3,67.9,0
109,SUB-003,2023-01-15,692.8,67.5,0
110,SUB-003,2023-02-15,695.8,66.2,0
111,SUB-003,2023-03-15,697.0,77.1,0
112,SUB-003,2023-04-15,747.9,82.2,0
113,SUB-003,2023-05-15,736.6,90.2,0
114,SUB-003,2023-06-15,942.5,97.0,1
115,SUB-003,2023-07-15,956.9,93.1,1
116,SUB-003,2023-08-15,999.4,91.1,1
117,SUB-003,2023-09-15,887.8,90.1,1
118,SUB-003,2023-10-15,693.9,86.5,0
119,SUB-003,2023-11-15,720.5,73.6,0
120,SUB-003,2023-12-15,744.0,68.4,0
121,SUB-003,2024-01-15,747.6,63.0,0
122,SUB-003,2024-02-15,771.7,67.5,0
123,SUB-003,2024-03-15,698.8,71.6,0
124,SUB-003,2024-04-15,717.8,82.7,0
125,SUB-003,2024-05-15,739.4,88.4,0
126,SUB-003,2024-06-15,951.2,97.4,1
127,SUB-003,2024-07-15,947.0,92.6,1
128,SUB-003,2024-08-15,1069.7,97.2,1
129,SUB-003,2024-09-15,884.9,86.8,1
130,SUB-003,2024-10-15,706.0,83.1,0
131,SUB-003,2024-11-15,731.4,72.7,0
132,SUB-003,2024-12-15,759.3,68.3,0
133,SUB-003,2025-01-15,778.1,62.1,0
134,SUB-003,2025-02-15,789.2,69.5,0
135,SUB-003,2025-03-15,729.2,70.6,0
136,SUB-003,2025-04-15,735.7,75.0,0
137,SUB-003,2025-05-15,706.6,91.3,0
138,SUB-003,2025-06-15,940.8,89.7,1
139,SUB-003,2025-07-15,1005.0,98.6,1
140,SUB-003,2025-08-15,1073.3,95.6,1
141,SUB-003,2025-09-15,895.4,91.3,1
142,SUB-003,2025-10-15,756.6,85.6,0
143,SUB-003,2025-11-15,720.8,73.2,0
144,SUB-003,2025-12-15,755.7,68.4,0
145,SUB-004,2022-01-15,577.4,57.3,0
146,SUB-004,2022-02-15,529.3,63.7,0
147,SUB-004,2022-03-15,548.0,67.1,0
148,SUB-004,2022-04-15,542.5,80.3,0
149,SUB-004,2022-05-15,561.5,85.2,0
150,SUB-004,2022-06-15,731.0,91.6,1
151,SUB-004,2022-07-15,766.4,94.5,1
152,SUB-004,2022-08-15,792.8,92.4,1
153,SUB-004,2022-09-15,693.6,95.0,1
154,SUB-004,2022-10-15,536.2,79.4,0
155,SUB-004,2022-11-15,569.7,68.0,0
156,SUB-004,2022-12-15,556.8,58.3,0
157,SUB-004,2023-01-15,588.9,57.5,0
158,SUB-004,2023-02-15,579.4,63.5,0
159,SUB-004,2023-03-15,566.0,70.4,0
160,SUB-004,2023-04-15,574.6,77.8,0
161,SUB-004,2023-05-15,556.3,82.7,0
162,SUB-004,2023-06-15,775.4,88.2,1
163,SUB-004,2023-07-15,813.3,97.8,1
164,SUB-004,2023-08-15,756.6,95.7,1
165,SUB-004,2023-09-15,715.5,88.5,1
166,SUB-004,2023-10-15,567.2,84.2,0
167,SUB-004,2023-11-15,566.0,66.9,0
168,SUB-004,2023-12-15,571.0,58.1,0
169,SUB-004,2024-01-15,588.3,64.1,0
170,SUB-004,2024-02-15,584.9,70.6,0
171,SUB-004,2024-03-15,578.1,72.8,0
172,SUB-004,2024-04-15,553.0,76.6,0
173,SUB-004,2024-05-15,581.0,86.2,0
174,SUB-004,2024-06-15,746.7,93.7,1
175,SUB-004,2024-07-15,802.5,95.8,1
176,SUB-004,2024-08-15,767.8,101.7,1
177,SUB-004,2024-09-15,713.8,91.5,1
178,SUB-004,2024-10-15,603.7,80.9,0
179,SUB-004,2024-11-15,543.6,75.0,0
180,SUB-004,2024-12-15,586.0,62.7,0
181,SUB-004,2025-01-15,613.1,57.9,0
182,SUB-004,2025-02-15,571.1,65.5,0
183,SUB-004,2025-03-15,594.3,69.6,0
184,SUB-004,2025-04-15,575.0,79.3,0
185,SUB-004,2025-05-15,587.9,88.0,0
186,SUB-004,2025-06-15,754.3,91.6,1
187,SUB-004,2025-07-15,828.8,98.0,1
188,SUB-004,2025-08-15,839.5,96.2,1
189,SUB-004,2025-09-15,743.7,86.3,1
190,SUB-004,2025-10-15,577.9,80.1,0
191,SUB-004,2025-11-15,578.2,68.0,0
192,SUB-004,2025-12-15,582.8,67.5,0
193,SUB-005,2022-01-15,372.6,57.7,0
194,SUB-005,2022-02-15,415.9,58.9,0
195,SUB-005,2022-03-15,348.4,72.2,0
196,SUB-005,2022-04-15,368.3,77.6,0
197,SUB-005,2022-05-15,387.6,89.1,0
198,SUB-005,2022-06-15,528.0,98.4,1
199,SUB-005,2022-07-15,517.8,94.1,1
200,SUB-005,2022-08-15,477.4,96.8,1
201,SUB-005,2022-09-15,473.0,90.0,1
202,SUB-005,2022-10-15,379.8,83.8,0
203,SUB-005,2022-11-15,382.3,64.1,0
204,SUB-005,2022-12-15,391.4,55.0,0
205,SUB-005,2023-01-15,400.6,53.7,0
206,SUB-005,2023-02-15,395.0,60.5,0
207,SUB-005,2023-03-15,367.9,67.4,0
208,SUB-005,2023-04-15,392.0,76.1,0
209,SUB-005,2023-05-15,352.7,87.3,0
210,SUB-005,2023-06-15,524.3,94.8,1
211,SUB-005,2023-07-15,518.4,100.8,1
212,SUB-005,2023-08-15,558.7,101.0,1
213,SUB-005,2023-09-15,454.8,92.9,1
214,SUB-005,2023-10-15,359.8,79.5,0
215,SUB-005,2023-11-15,353.5,70.3,0
216,SUB-005,2023-12-15,370.1,60.7,0
217,SUB-005,2024-01-15,370.1,54.1,0
218,SUB-005,2024-02-15,429.8,60.7,0
219,SUB-005,2024-03-15,381.2,72.1,0
220,SUB-005,2024-04-15,367.7,77.1,0
221,SUB-005,2024-05-15,369.5,90.3,0
222,SUB-005,2024-06-15,545.1,98.8,1
223,SUB-005,2024-07-15,559.3,94.7,1
224,SUB-005,2024-08-15,537.3,96.9,1
225,SUB-005,2024-09-15,476.5,89.3,1
226,SUB-005,2024-10-15,379.5,75.9,0
227,SUB-005,2024-11-15,391.8,67.8,0
228,SUB-005,2024-12-15,422.0,59.9,0
229,SUB-005,2025-01-15,409.6,60.0,0
230,SUB-005,2025-02-15,412.6,60.8,0
231,SUB-005,2025-03-15,415.2,69.9,0
232,SUB-005,2025-04-15,371.0,82.6,0
233,SUB-005,2025-05-15,400.0,91.3,0
234,SUB-005,2025-06-15,500.9,97.4,1
235,SUB-005,2025-07-15,561.3,98.2,1
236,SUB-005,2025-08-15,537.6,92.8,1
237,SUB-005,2025-09-15,516.3,88.1,1
238,SUB-005,2025-10-15,363.6,81.8,0
239,SUB-005,2025-11-15,399.4,65.6,0
240,SUB-005,2025-12-15,421.2,60.0,0
241,SUB-006,2022-01-15,273.5,56.2,0
242,SUB-006,2022-02-15,287.0,60.0,0
243,SUB-006,2022-03-15,299.7,67.5,0
244,SUB-006,2022-04-15,277.1,76.1,0
245,SUB-006,2022-05-15,272.9,82.2,0
246,SUB-006,2022-06-15,395.1,92.9,1
247,SUB-006,2022-07-15,397.4,98.0,1
248,SUB-006,2022-08-15,392.5,90.7,1
249,SUB-006,2022-09-15,332.8,83.4,1
250,SUB-006,2022-10-15,264.2,76.1,0
251,SUB-006,2022-11-15,264.5,68.2,0
252,SUB-006,2022-12-15,308.3,58.9,0
253,SUB-006,2023-01-15,271.9,56.7,0
254,SUB-006,2023-02-15,297.7,57.9,0
255,SUB-006,2023-03-15,293.6,67.7,0
256,SUB-006,2023-04-15,267.1,76.9,0
257,SUB-006,2023-05-15,278.7,86.8,0
258,SUB-006,2023-06-15,414.7,88.2,1
259,SUB-006,2023-07-15,373.1,92.6,1
260,SUB-006,2023-08-15,378.1,94.9,1
261,SUB-006,2023-09-15,355.9,83.3,1
262,SUB-006,2023-10-15,272.6,80.9,0
263,SUB-006,2023-11-15,267.4,68.0,0
264,SUB-006,2023-12-15,294.5,52.2,0
265,SUB-006,2024-01-15,289.5,51.1,0
266,SUB-006,2024-02-15,281.9,56.0,0
267,SUB-006,2024-03-15,288.8,69.9,0
268,SUB-006,2024-04-15,292.3,72.9,0
269,SUB-006,2024-05-15,276.0,85.1,0
270,SUB-006,2024-06-15,367.1,95.8,1
271,SUB-006,2024-07-15,397.1,98.5,1
272,SUB-006,2024-08-15,379.9,92.8,1
273,SUB-006,2024-09-15,365.7,86.8,1
274,SUB-006,2024-10-15,287.6,78.7,0
275,SUB-006,2024-11-15,274.6,62.3,0
276,SUB-006,2024-12-15,291.9,56.2,0
277,SUB-006,2025-01-15,294.5,58.1,0
278,SUB-006,2025-02-15,320.6,61.7,0
279,SUB-006,2025-03-15,278.4,63.2,0
280,SUB-006,2025-04-15,297.4,74.8,0
281,SUB-006,2025-05-15,298.4,87.9,0
282,SUB-006,2025-06-15,416.8,94.9,1
283,SUB-006,2025-07-15,375.8,91.8,1
284,SUB-006,2025-08-15,417.1,97.8,1
285,SUB-006,2025-09-15,370.1,87.3,1
286,SUB-006,2025-10-15,316.1,77.8,0
287,SUB-006,2025-11-15,297.8,60.7,0
288,SUB-006,2025-12-15,294.5,52.7,0
289,SUB-007,2022-01-15,488.6,66.6,0
290,SUB-007,2022-02-15,488.1,67.1,0
291,SUB-007,2022-03-15,502.4,78.9,0
292,SUB-007,2022-04-15,486.5,78.0,0
293,SUB-007,2022-05-15,453.2,86.8,0
294,SUB-007,2022-06-15,690.7,89.0,1
295,SUB-007,2022-07-15,644.9,89.1,1
296,SUB-007,2022-08-15,691.2,93.4,1
297,SUB-007,2022-09-15,613.1,87.6,1
298,SUB-007,2022-10-15,489.1,82.7,0
299,SUB-007,2022-11-15,461.9,75.3,0
300,SUB-007,2022-12-15,504.5,66.8,0
301,SUB-007,2023-01-15,536.1,63.2,0
302,SUB-007,2023-02-15,499.2,66.0,0
303,SUB-007,2023-03-15,509.1,75.4,0
304,SUB-007,2023-04-15,484.2,83.7,0
305,SUB-007,2023-05-15,477.2,89.7,0
306,SUB-007,2023-06-15,665.5,95.5,1
307,SUB-007,2023-07-15,646.0,96.0,1
308,SUB-007,2023-08-15,702.0,95.1,1
309,SUB-007,2023-09-15,626.2,87.5,1
310,SUB-007,2023-10-15,488.0,82.6,0
311,SUB-007,2023-11-15,490.1,74.8,0
312,SUB-007,2023-12-15,512.7,66.5,0
313,SUB-007,2024-01-15,535.6,61.2,0
314,SUB-007,2024-02-15,531.0,70.6,0
315,SUB-007,2024-03-15,513.2,71.8,0
316,SUB-007,2024-04-15,490.6,76.9,0
317,SUB-007,2024-05-15,486.8,91.0,0
318,SUB-007,2024-06-15,729.2,89.1,1
319,SUB-007,2024-07-15,736.2,94.6,1
320,SUB-007,2024-08-15,670.6,95.0,1
321,SUB-007,2024-09-15,625.1,87.7,1
322,SUB-007,2024-10-15,497.1,81.6,0
323,SUB-007,2024-11-15,509.0,73.3,0
324,SUB-007,2024-12-15,516.3,69.7,0
325,SUB-007,2025-01-15,501.1,67.4,0
326,SUB-007,2025-02-15,524.0,69.8,0
327,SUB-007,2025-03-15,510.5,76.4,0
328,SUB-007,2025-04-15,540.5,84.9,0
329,SUB-007,2025-05-15,499.3,88.9,0
330,SUB-007,2025-06-15,741.6,95.0,1
331,SUB-007,2025-07-15,748.5,94.0,1
332,SUB-007,2025-08-15,680.5,98.1,1
333,SUB-007,2025-09-15,635.4,87.2,1
334,SUB-007,2025-10-15,512.7,86.6,0
335,SUB-007,2025-11-15,509.6,73.9,0
336,SUB-007,2025-12-15,535.4,72.0,0
337,SUB-008,2022-01-15,371.1,59.3,0
338,SUB-008,2022-02-15,381.0,63.6,0
339,SUB-008,2022-03-15,382.4,72.6,0
340,SUB-008,2022-04-15,371.8,82.1,0
341,SUB-008,2022-05-15,359.1,90.5,0
342,SUB-008,2022-06-15,489.1,93.0,1
343,SUB-008,2022-07-15,487.2,97.6,1
344,SUB-008,2022-08-15,501.1,93.5,1
345,SUB-008,2022-09-15,483.6,87.7,1
346,SUB-008,2022-10-15,347.5,79.6,0
347,SUB-008,2022-11-15,363.8,68.0,0
348,SUB-008,2022-12-15,389.7,57.9,0
349,SUB-008,2023-01-15,375.8,53.7,0
350,SUB-008,2023-02-15,402.9,60.1,0
351,SUB-008,2023-03-15,371.4,73.4,0
352,SUB-008,2023-04-15,350.2,79.5,0
353,SUB-008,2023-05-15,373.9,87.4,0
354,SUB-008,2023-06-15,517.5,101.9,1
355,SUB-008,2023-07-15,478.2,96.4,1
356,SUB-008,2023-08-15,466.5,91.5,1
357,SUB-008,2023-09-15,470.9,87.2,1
358,SUB-008,2023-10-15,359.8,79.5,0
359,SUB-008,2023-11-15,365.6,71.2,0
360,SUB-008,2023-12-15,399.2,53.9,0
361,SUB-008,2024-01-15,392.5,62.7,0
362,SUB-008,2024-02-15,414.0,60.0,0
363,SUB-008,2024-03-15,376.7,71.4,0
364,SUB-008,2024-04-15,403.8,74.7,0
365,SUB-008,2024-05-15,395.7,91.3,0
366,SUB-008,2024-06-15,547.0,94.9,1
367,SUB-008,2024-07-15,553.9,101.5,1
368,SUB-008,2024-08-15,507.4,96.4,1
369,SUB-008,2024-09-15,497.2,88.9,1
370,SUB-008,2024-10-15,378.9,75.0,0
371,SUB-008,2024-11-15,376.4,68.8,0
372,SUB-008,2024-12-15,423.4,58.1,0
373,SUB-008,2025-01-15,407.5,53.4,0
374,SUB-008,2025-02-15,427.0,67.8,0
375,SUB-008,2025-03-15,387.7,65.2,0
376,SUB-008,2025-04-15,402.3,82.3,0
377,SUB-008,2025-05-15,377.6,88.9,0
378,SUB-008,2025-06-15,528.0,96.0,1
379,SUB-008,2025-07-15,519.5,95.9,1
380,SUB-008,2025-08-15,562.7,97.8,1
381,SUB-008,2025-09-15,512.3,91.2,1
382,SUB-008,2025-10-15,404.2,82.5,0
383,SUB-008,2025-11-15,406.9,64.5,0
384,SUB-008,2025-12-15,420.0,53.1,0
385,SUB-009,2022-01-15,251.8,49.5,0
386,SUB-009,2022-02-15,257.5,55.0,0
387,SUB-009,2022-03-15,250.9,66.4,0
388,SUB-009,2022-04-15,240.9,72.7,0
389,SUB-009,2022-05-15,256.1,80.5,0
390,SUB-009,2022-06-15,377.8,88.7,1
391,SUB-009,2022-07-15,315.1,97.1,1
392,SUB-009,2022-08-15,364.5,96.7,1
393,SUB-009,2022-09-15,321.3,84.7,1
394,SUB-009,2022-10-15,267.9,70.3,0
395,SUB-009,2022-11-15,260.3,60.0,0
396,SUB-009,2022-12-15,270.4,53.8,0
397,SUB-009,2023-01-15,252.2,52.4,0
398,SUB-009,2023-02-15,249.4,52.6,0
399,SUB-009,2023-03-15,247.2,67.3,0
400,SUB-009,2023-04-15,249.7,70.4,0
401,SUB-009,2023-05-15,269.8,80.1,0
402,SUB-009,2023-06-15,357.6,89.9,1
403,SUB-009,2023-07-15,340.8,97.4,1
404,SUB-009,2023-08-15,382.6,89.6,1
405,SUB-009,2023-09-15,324.0,88.3,1
406,SUB-009,2023-10-15,252.8,75.1,0
407,SUB-009,2023-11-15,246.2,59.5,0
408,SUB-009,2023-12-15,280.8,56.0,0
409,SUB-009,2024-01-15,289.2,45.1,0
410,SUB-009,2024-02-15,279.6,58.6,0
411,SUB-009,2024-03-15,252.0,63.8,0
412,SUB-009,2024-04-15,259.0,69.4,0
413,SUB-009,2024-05-15,267.6,79.0,0
414,SUB-009,2024-06-15,367.6,92.3,1
415,SUB-009,2024-07-15,339.3,92.7,1
416,SUB-009,2024-08-15,359.1,92.5,1
417,SUB-009,2024-09-15,346.4,82.6,1
418,SUB-009,2024-10-15,269.8,74.1,0
419,SUB-009,2024-11-15,274.2,56.2,0
420,SUB-009,2024-12-15,274.1,47.2,0
421,SUB-009,2025-01-15,277.4,47.6,0
422,SUB-009,2025-02-15,269.4,57.0,0
423,SUB-009,2025-03-15,277.1,66.1,0
424,SUB-009,2025-04-15,252.5,72.5,0
425,SUB-009,2025-05-15,267.7,76.6,0
426,SUB-009,2025-06-15,360.1,85.3,1
427,SUB-009,2025-07-15,367.7,94.0,1
428,SUB-009,2025-08-15,388.0,88.7,1
429,SUB-009,2025-09-15,352.2,81.9,1
430,SUB-009,2025-10-15,270.7,69.2,0
431,SUB-009,2025-11-15,282.0,62.7,0
432,SUB-009,2025-12-15,266.5,48.4,0
433,SUB-010,2022-01-15,310.3,52.2,0
434,SUB-010,2022-02-15,309.8,61.2,0
435,SUB-010,2022-03-15,304.6,67.0,0
436,SUB-010,2022-04-15,293.2,80.7,0
437,SUB-010,2022-05-15,298.1,87.9,0
438,SUB-010,2022-06-15,436.0,91.5,1
439,SUB-010,2022-07-15,431.4,95.2,1
440,SUB-010,2022-08-15,443.4,97.9,1
441,SUB-010,2022-09-15,392.7,93.3,1
442,SUB-010,2022-10-15,311.4,78.4,0
443,SUB-010,2022-11-15,293.6,71.6,0
444,SUB-010,2022-12-15,304.9,61.1,0
445,SUB-010,2023-01-15,328.2,57.8,0
446,SUB-010,2023-02-15,359.6,64.5,0
447,SUB-010,2023-03-15,311.6,72.5,0
448,SUB-010,2023-04-15,311.2,73.7,0
449,SUB-010,2023-05-15,298.5,88.9,0
450,SUB-010,2023-06-15,454.1,88.4,1
451,SUB-010,2023-07-15,417.5,100.8,1
452,SUB-010,2023-08-15,446.6,99.9,1
453,SUB-010,2023-09-15,382.2,90.0,1
454,SUB-010,2023-10-15,330.1,82.0,0
455,SUB-010,2023-11-15,287.1,70.7,0
456,SUB-010,2023-12-15,345.5,61.1,0
457,SUB-010,2024-01-15,354.4,54.4,0
458,SUB-010,2024-02-15,348.8,60.8,0
459,SUB-010,2024-03-15,348.9,69.7,0
460,SUB-010,2024-04-15,326.1,74.8,0
461,SUB-010,2024-05-15,329.8,84.5,0
462,SUB-010,2024-06-15,457.8,97.9,1
463,SUB-010,2024-07-15,474.6,95.1,1
464,SUB-010,2024-08-15,413.0,100.8,1
465,SUB-010,2024-09-15,392.4,93.9,1
466,SUB-010,2024-10-15,312.3,78.7,0
467,SUB-010,2024-11-15,348.6,65.4,0
468,SUB-010,2024-12-15,313.1,59.2,0
469,SUB-010,2025-01-15,356.4,54.1,0
470,SUB-010,2025-02-15,345.2,64.2,0
471,SUB-010,2025-03-15,333.7,72.4,0
472,SUB-010,2025-04-15,311.3,78.8,0
473,SUB-010,2025-05-15,319.6,82.5,0
474,SUB-010,2025-06-15,446.2,91.3,1
475,SUB-010,2025-07-15,473.0,93.3,1
476,SUB-010,2025-08-15,444.9,95.4,1
477,SUB-010,2025-09-15,400.9,93.8,1
478,SUB-010,2025-10-15,339.3,78.0,0
479,SUB-010,2025-11-15,339.5,68.8,0
480,SUB-010,2025-12-15,327.7,56.5,0
481,SUB-011,2022-01-15,431.1,62.9,0
482,SUB-011,2022-02-15,448.2,60.0,0
483,SUB-011,2022-03-15,435.1,66.2,0
484,SUB-011,2022-04-15,444.5,77.0,0
485,SUB-011,2022-05-15,432.9,84.1,0
486,SUB-011,2022-06-15,593.9,92.3,1
487,SUB-011,2022-07-15,589.3,100.3,1
488,SUB-011,2022-08-15,591.8,97.2,1
489,SUB-011,2022-09-15,558.0,86.1,1
490,SUB-011,2022-10-15,430.4,76.6,0
491,SUB-011,2022-11-15,425.2,67.5,0
492,SUB-011,2022-12-15,473.0,55.2,0
493,SUB-011,2023-01-15,460.6,57.8,0
494,SUB-011,2023-02-15,424.9,59.0,0
495,SUB-011,2023-03-15,437.2,74.2,0
496,SUB-011,2023-04-15,436.0,81.0,0
497,SUB-011,2023-05-15,445.0,85.4,0
498,SUB-011,2023-06-15,580.3,97.9,1
499,SUB-011,2023-07-15,573.6,95.2,1
500,SUB-011,2023-08-15,659.8,100.4,1
501,SUB-011,2023-09-15,546.1,90.5,1
502,SUB-011,2023-10-15,429.0,82.6,0
503,SUB-011,2023-11-15,451.2,63.5,0
504,SUB-011,2023-12-15,480.3,61.4,0
505,SUB-011,2024-01-15,447.1,54.5,0
506,SUB-011,2024-02-15,462.2,59.1,0
507,SUB-011,2024-03-15,463.0,74.3,0
508,SUB-011,2024-04-15,441.5,78.6,0
509,SUB-011,2024-05-15,456.3,87.4,0
510,SUB-011,2024-06-15,658.2,93.2,1
511,SUB-011,2024-07-15,648.5,98.3,1
512,SUB-011,2024-08-15,608.3,100.2,1
513,SUB-011,2024-09-15,554.9,94.8,1
514,SUB-011,2024-10-15,485.1,78.9,0
515,SUB-011,2024-11-15,474.7,63.2,0
516,SUB-011,2024-12-15,485.7,58.7,0
517,SUB-011,2025-01-15,502.5,54.3,0
518,SUB-011,2025-02-15,478.6,58.8,0
519,SUB-011,2025-03-15,475.8,66.8,0
520,SUB-011,2025-04-15,450.3,75.9,0
521,SUB-011,2025-05-15,425.3,83.3,0
522,SUB-011,2025-06-15,634.4,89.6,1
523,SUB-011,2025-07-15,654.7,101.8,1
524,SUB-011,2025-08-15,602.4,100.0,1
525,SUB-011,2025-09-15,542.2,90.3,1
526,SUB-011,2025-10-15,443.8,81.5,0
527,SUB-011,2025-11-15,441.8,63.9,0
528,SUB-011,2025-12-15,497.5,61.1,0
529,SUB-012,2022-01-15,317.8,73.7,0
530,SUB-012,2022-02-15,312.0,77.5,0
531,SUB-012,2022-03-15,287.1,79.2,0
532,SUB-012,2022-04-15,276.4,88.8,0
533,SUB-012,2022-05-15,306.9,89.2,0
534,SUB-012,2022-06-15,364.4,94.8,1
535,SUB-012,2022-07-15,415.4,100.7,1
536,SUB-012,2022-08-15,392.7,96.9,1
537,SUB-012,2022-09-15,383.0,94.1,1
538,SUB-012,2022-10-15,281.8,86.9,0
539,SUB-012,2022-11-15,277.4,75.4,0
540,SUB-012,2022-12-15,301.2,70.8,0
541,SUB-012,2023-01-15,289.6,67.8,0
542,SUB-012,2023-02-15,275.8,78.9,0
543,SUB-012,2023-03-15,285.0,75.3,0
544,SUB-012,2023-04-15,284.4,80.2,0
545,SUB-012,2023-05-15,301.8,90.8,0
546,SUB-012,2023-06-15,378.2,91.6,1
547,SUB-012,2023-07-15,407.1,99.7,1
548,SUB-012,2023-08-15,399.9,97.8,1
549,SUB-012,2023-09-15,365.7,92.6,1
550,SUB-012,2023-10-15,315.8,81.0,0
551,SUB-012,2023-11-15,304.3,79.3,0
