TRANSACTION_ID,T_DAT,T_CUSTOMER_ID,T_ARTICLE_ID,PRICE,SALES_CHANNEL_ID
187,2018-10-01,668446,40174,0.0423559322,2
188,2018-10-01,784866,10021,0.03388135593,1
189,2018-10-01,786271,10318,0.0423559322,2
190,2018-10-01,883343,26884,0.01693220339,1
191,2018-10-01,935689,43730,0.02540677966,2
192,2018-10-02,44139,20219,0.02201694915,2
193,2018-10-02,48994,18770,0.061,2
194,2018-10-02,56360,22209,0.01015254237,2
195,2018-10-02,143726,40600,0.02540677966,2
196,2018-10-02,146768,40395,0.01693220339,1
197,2018-10-02,351186,21642,0.0423559322,2
198,2018-10-02,351186,36178,0.02540677966,2
199,2018-10-02,473020,30866,0.05083050847,1
200,2018-10-02,574815,47326,0.0423559322,2
201,2018-10-02,638136,4963,0.01693220339,2
202,2018-10-02,723271,31583,0.007186440678,2
203,2018-10-02,871292,39978,0.0423559322,2
204,2018-10-02,876328,7868,0.05083050847,2
205,2018-10-02,1111783,18591,0.01438983051,1
206,2018-10-02,1226663,40624,0.05083050847,1
207,2018-10-03,201413,6942,0.02879661017,2
208,2018-10-03,221212,10648,0.01210169492,2
209,2018-10-03,403236,12499,0.01693220339,1
210,2018-10-03,407252,3713,0.01693220339,2
211,2018-10-03,438756,6942,0.02879661017,2
212,2018-10-03,438756,16595,0.02540677966,2
213,2018-10-03,488710,40174,0.0423559322,2
214,2018-10-03,574752,28929,0.02159322034,2
215,2018-10-03,588307,27825,0.003372881356,2
216,2018-10-03,991211,13282,0.03388135593,2
217,2018-10-03,991211,21642,0.0423559322,2
218,2018-10-03,1092243,12832,0.01523728814,2
219,2018-10-03,1220343,15598,0.007627118644,2
220,2018-10-03,1220343,23469,0.00913559322,2
221,2018-10-04,97585,35601,0.03811864407,2
222,2018-10-04,175442,32264,0.036,2
223,2018-10-04,175442,39738,0.07201694915,2
224,2018-10-04,380535,43692,0.01693220339,1
225,2018-10-04,492285,13282,0.02879661017,1
226,2018-10-04,492285,21221,0.03311864407,1
227,2018-10-04,623260,3713,0.01693220339,2
228,2018-10-04,709597,13282,0.03388135593,1
229,2018-10-04,724659,40937,0.02540677966,1
230,2018-10-04,826397,3938,0.02540677966,2
231,2018-10-04,1002701,48226,0.03388135593,2
232,2018-10-04,1170720,32142,0.03388135593,2
233,2018-10-05,8210,31679,0.01693220339,1
234,2018-10-05,568207,9922,0.05930508475,1
235,2018-10-05,639712,32338,0.08472881356,1
236,2018-10-05,1276171,44215,0.0423559322,1
237,2018-10-06,75287,2969,0.02540677966,1
238,2018-10-06,148310,3713,0.01693220339,1
239,2018-10-06,212726,38993,0.01693220339,2
240,2018-10-06,287125,42088,0.02540677966,2
241,2018-10-06,367712,48226,0.03388135593,1
242,2018-10-06,510305,16697,0.01693220339,1
243,2018-10-06,644909,1194,0.02540677966,1
244,2018-10-06,1053268,35143,0.03050847458,1
245,2018-10-06,1106371,29519,0.01354237288,1
246,2018-10-07,24870,38081,0.02116949153,1
247,2018-10-07,65879,41881,0.0423559322,1
248,2018-10-07,548754,18911,0.01523728814,2
249,2018-10-07,556535,5965,0.02540677966,1
250,2018-10-07,589030,39965,0.05083050847,1
251,2018-10-07,703173,33332,0.01354237288,2
252,2018-10-07,858920,36346,0.02201694915,1
253,2018-10-08,70318,40289,0.01523728814,1
254,2018-10-08,95633,18507,0.03388135593,2
255,2018-10-08,321678,33126,0.0423559322,2
256,2018-10-08,328310,38937,0.05083050847,2
257,2018-10-08,593838,31575,0.03388135593,2
258,2018-10-08,677983,74,0.01354237288,1
259,2018-10-08,743773,379,0.008457627119,1
260,2018-10-08,907871,39965,0.05083050847,1
261,2018-10-08,950804,53580,0.04023728814,1
262,2018-10-08,987696,10757,0.03049152542,1
263,2018-10-08,1207784,34849,0.006762711864,2
264,2018-10-08,1320913,45745,0.09150847458,1
265,2018-10-09,56360,33007,0.02540677966,2
266,2018-10-09,194382,12652,0.0423559322,2
267,2018-10-09,370412,2969,0.01872881356,1
268,2018-10-09,477887,28227,0.01693220339,2
269,2018-10-09,485295,31679,0.01693220339,2
270,2018-10-09,599114,10222,0.0203220339,2
271,2018-10-09,747539,10648,0.01693220339,1
272,2018-10-09,846758,33541,0.06777966102,2
273,2018-10-09,1011146,41454,0.1186271186,2
274,2018-10-10,48994,18770,0.04881355932,2
275,2018-10-10,72268,39942,0.03388135593,2
276,2018-10-10,145178,6776,0.03391525424,1
277,2018-10-10,185841,2281,0.04066101695,2
278,2018-10-10,295246,40174,0.0423559322,2
279,2018-10-10,393178,18591,0.01693220339,2
280,2018-10-10,393178,42129,0.01693220339,2
281,2018-10-10,396221,50091,0.1016779661,2
282,2018-10-10,477887,28227,0.01354237288,2
283,2018-10-10,518008,3938,0.0203220339,2
284,2018-10-10,518008,19505,0.01083050847,2
285,2018-10-10,599114,43692,0.01693220339,2
286,2018-10-10,785729,3049,0.01354237288,2
287,2018-10-10,1016022,50826,0.5915254237,2
288,2018-10-10,1039657,21642,0.03388135593,2
289,2018-10-10,1053380,10043,0.03557627119,2
290,2018-10-10,1322162,56185,0.06777966102,2
291,2018-10-11,69401,37109,0.04066101695,1
292,2018-10-11,251460,40967,0.04066101695,2
293,2018-10-11,343272,25375,0.03049152542,2
294,2018-10-11,404598,46683,0.08133898305,2
295,2018-10-11,541611,24982,0.0203220339,1
296,2018-10-11,583909,18867,0.0203220339,2
297,2018-10-11,660477,20214,0.0216779661,2
298,2018-10-11,835957,17662,0.02710169492,2
299,2018-10-11,887758,40289,0.01354237288,1
300,2018-10-11,916799,45414,0.09491525424,2
301,2018-10-11,996503,47421,0.02710169492,2
302,2018-10-11,1020457,40129,0.08472881356,2
303,2018-10-11,1131796,6302,0.02711864407,1
304,2018-10-11,1131796,41843,0.04066101695,1
305,2018-10-11,1183576,1194,0.0203220339,1
306,2018-10-11,1247963,32937,0.02710169492,1
307,2018-10-11,1335092,1199,0.0203220339,1
308,2018-10-12,21470,8224,0.01523728814,2
309,2018-10-12,67582,9320,0.02033898305,1
310,2018-10-12,72002,40020,0.03388135593,2
311,2018-10-12,112715,14256,0.02710169492,1
312,2018-10-12,180202,26918,0.02710169492,2
313,2018-10-12,180202,38025,0.02710169492,2
314,2018-10-12,469293,25113,0.006762711864,2
315,2018-10-12,631145,11833,0.01354237288,1
316,2018-10-12,774083,31737,0.03388135593,2
317,2018-10-12,785579,5315,0.04745762712,1
318,2018-10-12,905724,15989,0.0203220339,2
319,2018-10-12,909127,2213,0.06781355932,2
320,2018-10-12,931105,3429,0.01354237288,1
321,2018-10-12,982869,18761,0.01083050847,2
322,2018-10-12,1159235,37215,0.01693220339,2
323,2018-10-12,1294264,41640,0.02540677966,1
324,2018-10-12,1298730,16595,0.0203220339,2
325,2018-10-12,1356990,33007,0.02540677966,1
326,2018-10-12,1356990,48226,0.03388135593,1
327,2018-10-12,1358925,144,0.002711864407,1
328,2018-10-12,1359535,43730,0.0203220339,2
329,2018-10-13,3676,2213,0.06777966102,1
330,2018-10-13,3676,6059,0.01354237288,1
331,2018-10-13,3676,14364,0.04066101695,1
332,2018-10-13,38960,36544,0.06269491525,2
333,2018-10-13,135237,45250,0.02710169492,1
334,2018-10-13,173425,43443,0.04066101695,1
335,2018-10-13,276352,8407,0.0203220339,2
336,2018-10-13,322231,453,0.01354237288,1
337,2018-10-13,484816,3922,0.02711864407,1
338,2018-10-13,490701,37215,0.01693220339,2
339,2018-10-13,532700,18911,0.01523728814,2
340,2018-10-13,649810,37215,0.01354237288,2
341,2018-10-13,900955,396,0.01693220339,2
342,2018-10-13,935655,33007,0.0203220339,1
343,2018-10-13,1011146,41454,0.09489830508,2
344,2018-10-13,1197881,453,0.01354237288,1
345,2018-10-13,1231530,42494,0.004050847458,1
346,2018-10-13,1331095,53287,0.02710169492,2
347,2018-10-13,1353339,74,0.01083050847,1
348,2018-10-13,1353339,3959,0.01762711864,1
349,2018-10-13,1356990,48226,0.03388135593,1
350,2018-10-14,291356,14347,0.01354237288,2
351,2018-10-14,614199,37735,0.02711864407,2
352,2018-10-14,781468,35056,0.02711864407,1
353,2018-10-14,846810,43443,0.04066101695,1
354,2018-10-14,1122908,13902,0.05083050847,2
355,2018-10-14,1122908,15806,0.02540677966,2
356,2018-10-14,1149129,47002,0.02711864407,1
357,2018-10-14,1239636,747,0.01761016949,1
358,2018-10-14,1333728,10648,0.01693220339,2
359,2018-10-14,1339438,14256,0.02710169492,1
360,2018-10-14,1339438,48857,0.02711864407,1
361,2018-10-15,51983,1194,0.02540677966,2
362,2018-10-15,424950,24077,0.06608474576,2
363,2018-10-15,485078,48857,0.03388135593,1
364,2018-10-15,747666,37689,0.01693220339,1
365,2018-10-15,970983,43636,0.01354237288,2
366,2018-10-15,1166384,74,0.01354237288,2
367,2018-10-15,1190935,41167,0.00506779661,2
368,2018-10-15,1279175,29685,0.008457627119,2
369,2018-10-16,59521,41863,0.02710169492,1
370,2018-10-16,72443,58933,0.0423559322,2
371,2018-10-16,97235,33007,0.02540677966,2
372,2018-10-16,394409,51421,0.01015254237,2
373,2018-10-16,563489,52870,0.01981355932,1
374,2018-10-16,620393,17151,0.02371186441,2
375,2018-10-16,747397,43443,0.04066101695,1
376,2018-10-16,754336,40834,0.0423559322,2
377,2018-10-16,916358,21514,0.01693220339,2
378,2018-10-16,1003056,34923,0.0203220339,2
379,2018-10-16,1114794,20214,0.02710169492,2
380,2018-10-17,70318,40289,0.01523728814,1
381,2018-10-17,99110,19575,0.01693220339,1
382,2018-10-17,145629,26918,0.01828813559,2
383,2018-10-17,366677,2213,0.03388135593,2
384,2018-10-17,369235,17414,0.01693220339,2
385,2018-10-17,394409,22815,0.03049152542,2
386,2018-10-17,466556,14521,0.01523728814,2
387,2018-10-17,486658,11152,0.01438983051,2
388,2018-10-17,527992,12900,0.036,2
389,2018-10-17,600779,2213,0.03388135593,2
390,2018-10-17,647364,12259,0.01693220339,2
391,2018-10-17,647364,17414,0.01693220339,2
392,2018-10-17,809621,2213,0.03388135593,2
393,2018-10-17,975461,30536,0.05761016949,1
394,2018-10-17,986402,2213,0.03388135593,2
395,2018-10-17,1080254,46512,0.1355762712,2
396,2018-10-17,1110904,22043,0.0203220339,2
397,2018-10-17,1132334,37237,0.02540677966,2
398,2018-10-17,1225708,40834,0.0423559322,2
399,2018-10-17,1366131,24898,0.01354237288,2
400,2018-10-18,4748,2213,0.03388135593,2
401,2018-10-18,117082,13282,0.02879661017,2
402,2018-10-18,377946,48031,0.03388135593,1
403,2018-10-18,396049,14256,0.03388135593,1
404,2018-10-18,783648,31679,0.01693220339,1
405,2018-10-18,1049868,8316,0.0203220339,2
406,2018-10-18,1094459,3959,0.01871186441,2
407,2018-10-18,1094459,11833,0.01150847458,2
408,2018-10-18,1125951,12917,0.02286440678,1
409,2018-10-18,1179325,42129,0.01128813559,2
410,2018-10-18,1251202,36154,0.01438983051,1
411,2018-10-18,1351330,40395,0.01693220339,1
412,2018-10-18,1366131,24898,0.01150847458,2
413,2018-10-19,113965,43337,0.03388135593,2
414,2018-10-19,245922,29685,0.008457627119,2
415,2018-10-19,293037,6379,0.02371186441,2
416,2018-10-19,293037,19505,0.01354237288,2
417,2018-10-19,396793,45879,0.05083050847,2
418,2018-10-19,601086,11305,0.1016779661,2
419,2018-10-19,647364,10850,0.05083050847,2
420,2018-10-19,754350,45778,0.0423559322,1
421,2018-10-19,959295,25021,0.02540677966,2
422,2018-10-19,985269,18911,0.01523728814,2
423,2018-10-19,1007917,6916,0.01693220339,1
424,2018-10-19,1087095,9837,0.06438983051,2
425,2018-10-19,1164893,2213,0.03388135593,2
426,2018-10-19,1189964,14256,0.03388135593,1
427,2018-10-19,1253132,16697,0.01693220339,2
428,2018-10-20,67434,960,0.008457627119,1
429,2018-10-20,184367,33541,0.06777966102,2
430,2018-10-20,265541,11833,0.01354237288,1
431,2018-10-20,893360,40395,0.01693220339,1
432,2018-10-20,1365132,24213,0.02540677966,1
433,2018-10-21,1678,11232,0.01184745763,2
434,2018-10-21,64675,45745,0.1016779661,2
435,2018-10-21,70572,39965,0.05083050847,2
436,2018-10-21,78900,396,0.01693220339,2
437,2018-10-21,439182,6302,0.03388135593,2
438,2018-10-21,451719,14836,0.03388135593,1
439,2018-10-21,820580,57332,0.02201694915,2
440,2018-10-21,1053380,14521,0.01523728814,2
441,2018-10-21,1165359,2213,0.03388135593,2
442,2018-10-21,1187509,239,0.006762711864,2
443,2018-10-21,1187509,12259,0.01693220339,2
444,2018-10-22,173804,21642,0.0423559322,2
445,2018-10-22,228875,42261,0.02286440678,1
446,2018-10-22,278437,17201,0.05083050847,2
447,2018-10-22,330875,10021,0.03388135593,1
448,2018-10-22,507962,2138,0.03388135593,1
449,2018-10-22,517696,33481,0.03557627119,2
450,2018-10-22,602908,28968,0.01354237288,1
451,2018-10-22,608615,5306,0.02540677966,2
452,2018-10-22,608615,17724,0.01693220339,2
453,2018-10-22,802307,45871,0.03388135593,2
454,2018-10-22,969187,43839,0.008457627119,1
455,2018-10-22,1118209,33817,0.02201694915,2
456,2018-10-23,190394,48857,0.03388135593,1
457,2018-10-23,236398,17414,0.01218644068,2
458,2018-10-23,244088,10222,0.0203220339,2
459,2018-10-23,670970,13963,0.02540677966,2
460,2018-10-23,696491,17600,0.02540677966,1
461,2018-10-23,844398,43730,0.02540677966,2
462,2018-10-23,906738,2213,0.02879661017,2
463,2018-10-23,982858,45045,0.0423559322,2
464,2018-10-23,1108733,35216,0.01015254237,2
465,2018-10-23,1165359,2213,0.03388135593,2
466,2018-10-23,1225708,53580,0.0423559322,2
467,2018-10-23,1244972,18507,0.03388135593,2
468,2018-10-23,1244972,33991,0.03388135593,2
469,2018-10-23,1356990,36154,0.01440677966,1
470,2018-10-24,25462,74,0.01354237288,1
471,2018-10-24,57855,13882,0.01218644068,2
472,2018-10-24,115434,23791,0.0203220339,2
473,2018-10-24,115434,28240,0.01523728814,2
474,2018-10-24,120296,9594,0.03050847458,2
475,2018-10-24,120296,9775,0.01523728814,2
476,2018-10-24,120296,17600,0.02286440678,2
477,2018-10-24,159281,20860,0.01015254237,2
478,2018-10-24,317002,6648,0.02159322034,1
479,2018-10-24,507014,6776,0.03601694915,1
480,2018-10-24,649001,11305,0.08642372881,2
481,2018-10-24,649001,40967,0.04320338983,2
482,2018-10-24,751116,1311,0.02540677966,2
483,2018-10-24,751116,40954,0.01693220339,2
484,2018-10-24,902889,18930,0.01354237288,2
485,2018-10-24,950475,11725,0.006762711864,2
486,2018-10-24,950475,26883,0.01015254237,2
487,2018-10-24,979717,40834,0.036,2
488,2018-10-24,1128251,36240,0.003372881356,2
489,2018-10-24,1160530,17414,0.01354237288,2
490,2018-10-24,1172522,44072,0.01693220339,1
491,2018-10-24,1251444,39832,0.0423559322,1
492,2018-10-24,1265404,5887,0.0423559322,2
493,2018-10-25,169372,33126,0.02201694915,2
494,2018-10-25,285419,11232,0.01184745763,1
495,2018-10-25,540665,28827,0.03388135593,1
496,2018-10-25,755725,14256,0.03388135593,1
497,2018-10-25,785637,10850,0.01693220339,2
498,2018-10-25,908965,6302,0.02879661017,2
499,2018-10-25,975823,13282,0.03388135593,2
500,2018-10-25,975823,18001,0.0203220339,2
501,2018-10-25,1000178,39064,0.05083050847,2
502,2018-10-25,1078789,43443,0.05083050847,1
503,2018-10-25,1145966,10850,0.01693220339,2
504,2018-10-25,1149913,56559,0.02710169492,2
505,2018-10-25,1175049,13282,0.03388135593,1
506,2018-10-25,1316456,6776,0.0423559322,2
507,2018-10-26,159281,44072,0.01693220339,2
508,2018-10-26,293037,44650,0.01354237288,2
509,2018-10-26,300794,26242,0.01015254237,2
510,2018-10-26,533606,13010,0.02879661017,2
511,2018-10-26,601557,12233,0.01438983051,1
512,2018-10-26,649001,40967,0.05083050847,2
513,2018-10-26,670493,10021,0.02879661017,2
514,2018-10-26,793313,37237,0.01388135593,2
515,2018-10-26,911411,33007,0.02540677966,1
516,2018-10-26,1007810,10850,0.01269491525,2
517,2018-10-26,1044971,33991,0.02710169492,2
518,2018-10-26,1070382,14256,0.03388135593,2
519,2018-10-26,1100537,53247,0.01761016949,2
520,2018-10-26,1181033,4759,0.02201694915,1
521,2018-10-26,1211011,38671,0.05930508475,2
522,2018-10-26,1234109,12652,0.0423559322,1
523,2018-10-26,1274759,403,0.0203220339,2
524,2018-10-26,1371602,35601,0.0423559322,2
525,2018-10-27,72002,18691,0.006762711864,2
526,2018-10-27,83479,50092,0.1016779661,2
527,2018-10-27,212732,43391,0.06777966102,2
528,2018-10-27,369621,51762,0.01354237288,2
529,2018-10-27,416094,36312,0.03049152542,1
530,2018-10-27,439067,14657,0.02371186441,2
531,2018-10-27,470945,2213,0.08472881356,2
532,2018-10-27,596365,41881,0.04023728814,1
533,2018-10-27,658081,10850,0.01693220339,2
534,2018-10-27,674240,43443,0.04320338983,1
535,2018-10-27,680749,39832,0.0423559322,2
536,2018-10-27,809820,5315,0.05930508475,1
537,2018-10-27,882137,10648,0.01128813559,2
538,2018-10-27,1211011,38671,0.05930508475,2
539,2018-10-28,40986,31101,0.00913559322,2
540,2018-10-28,170051,14256,0.02879661017,2
541,2018-10-28,179717,21642,0.036,2
542,2018-10-28,276762,6302,0.03388135593,2
543,2018-10-28,291064,10850,0.01693220339,2
544,2018-10-28,394409,48819,0.05930508475,2
545,2018-10-28,412982,28589,0.003372881356,2
546,2018-10-28,551325,40510,0.04745762712,2
547,2018-10-28,623122,43845,0.007610169492,2
548,2018-10-28,701827,41167,0.00506779661,2
549,2018-10-28,701827,44658,0.01693220339,2
550,2018-10-28,751056,16595,0.02286440678,2
551,2018-10-28,776859,41167,0.00506779661,2
552,2018-10-28,866349,37563,0.01218644068,2
553,2018-10-28,881370,14347,0.01693220339,2
554,2018-10-28,920012,30293,0.01871186441,1
555,2018-10-28,1176872,17414,0.01354237288,2
556,2018-10-28,1344043,36677,0.01523728814,2
557,2018-10-29,35449,15598,0.008457627119,2
558,2018-10-29,45835,36240,0.003372881356,2
559,2018-10-29,228136,16182,0.003372881356,2
560,2018-10-29,248156,36492,0.03388135593,2
561,2018-10-29,333005,30619,0.1677966102,2
562,2018-10-29,431970,15679,0.01862711864,2
563,2018-10-29,431970,18926,0.01693220339,2
564,2018-10-29,542424,25937,0.01184745763,2
565,2018-10-29,542424,42301,0.01015254237,2
566,2018-10-29,624857,9775,0.01693220339,2
567,2018-10-29,680749,39832,0.0423559322,2
568,2018-10-29,702584,36492,0.03388135593,2
569,2018-10-29,743200,9778,0.01693220339,2
570,2018-10-29,807722,13144,0.03388135593,2
571,2018-10-29,1092693,2213,0.08472881356,2
572,2018-10-29,1209714,10021,0.02879661017,2
573,2018-10-29,1209714,14657,0.02371186441,2
574,2018-10-29,1332152,33007,0.02540677966,2
