C_CUSTOMER_ID,FN,ACTIVE,CLUB_MEMBER_STATUS,FASHION_NEWS_FREQUENCY,AGE,POSTAL_CODE
1265404,1.0,1.0,ACTIVE,Regularly,51.0,e910595833a6646cbd9f517e7d01c3bb2d35d26747a1e4d53de42225c625ff7c
683936,,,ACTIVE,NONE,32.0,548ad7fb0d9d45db2da6144453a8bff718cc4f2864f8cb5a698823e41a88f69e
230539,,,ACTIVE,NONE,38.0,a1c3fd3e5d7536b121fca81a48db48b62f3d345d900889a5a25c525390018bff
415574,,,ACTIVE,NONE,32.0,08a0be2678e2f28bedfff535d0e70379dee3d9b8797f919cbeef5da9c5653453
422037,,,ACTIVE,NONE,20.0,720c6f7e1c06945f9906dd00c41f5d2ce0807b61cf84bd04bdf5bacf1bde6465
675194,,,ACTIVE,NONE,28.0,843161db152ad5d7c7f94c3a9ea96aa076a89bab25fe03932cb41b4dfd9077b1
919032,,,ACTIVE,NONE,21.0,cbf034faa8cc53b10284fcd5de374f3d3b19d76215cb40aa029c4e1514fbefab
938651,1.0,1.0,ACTIVE,Regularly,29.0,cca3b6f83375a2ca26650a35d632ee70529fa30609dfe2fc20233b54cf4634e5
212169,,,ACTIVE,NONE,24.0,8a0a1118acc13616c70eee85efe40daad445f20b33260e274cc640aa41378fbc
213930,1.0,1.0,ACTIVE,Regularly,19.0,ce3061825fd0e1aa41453f02f4d51cc949adc61e625d77a595469124ae325312
607712,,,ACTIVE,NONE,27.0,483f33d2cb2685fa268c16bbfbeee6df4e2bf295a281eee41e9c83d1d7547119
61601,,,ACTIVE,NONE,27.0,0e7c5051b51c0564fc5a91b57ea998227ee41cd9c65d19e73649ac400df57e79
472645,,,ACTIVE,NONE,19.0,5c0aa601b8f38c94e7495ab139dadd44c13fea59b2e4fcc90a77c7d7eb645522
106041,1.0,1.0,PRE-CREATE,Regularly,61.0,0c7db40ae78fe3d41627a245d89254ce2dc98c16a35b30cdadb5c541d5359482
902025,,,PRE-CREATE,NONE,53.0,e573de9235505bf1567599ceb9d11cb0075f9c4b170d7f54d11131a24b978f2a
649228,,,PRE-CREATE,NONE,,b22c5f72494237e220d3291ca2c4de0a04bf303a177225052a428999ade329db
641942,,,ACTIVE,NONE,20.0,1b8695337e80110c7f15230c28db23a6e15a83fac1826c54ebdd462b4816fc99
181225,,,ACTIVE,NONE,,b93d89f956f2005eeeda44821f5bae5c400810c3eb2b4728f5d237c98e5215e2
243584,,,ACTIVE,NONE,52.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
914001,1.0,1.0,ACTIVE,Regularly,37.0,5c5dbc70071c6f6108764ea6bb6dc80b87359ac3a48de06b76c2932732247502
223547,,,ACTIVE,NONE,49.0,575128af3e2751905a638e9b604da8ea42e20396dcc43b2efc80c7f8ea218e8d
1129909,1.0,1.0,ACTIVE,Regularly,23.0,5c5f865c3e35e0235377207befc835a0fb755d389448a3c82f6ea07d45f4116e
605329,,,ACTIVE,NONE,24.0,bad066db2bbbf9c6f4e1c78a4f5d651b623bbf25d4a9f6a0c3949627ecd21a4e
789691,,,ACTIVE,NONE,20.0,6a0ee59f5f0e7bdf8d2af827c7ff253a3e229fe50935d640980ce0adb43cf3fa
1189233,,,ACTIVE,NONE,18.0,be5d0627be5ddfa01e79e60d9bbc518ea3b732229e0488c0f2f0cc036587a1bf
726968,,,PRE-CREATE,NONE,45.0,281725210887fdc14ea88fea7f04cae388d042e92c688bf4ed30552b7f2c2258
777373,1.0,1.0,ACTIVE,Regularly,42.0,d794c16e7015eb8ce428845614ff433069158e948a4628bfa23e02c125d62620
249283,,,ACTIVE,NONE,26.0,58745cc603a8362e8f3b972de01791aa9b160b11dd7a5568a904c1d7697de0d5
68005,,,ACTIVE,NONE,27.0,9d1632b973b0a47662fe5b39f233a000c594a48a70ffd9608c60c29fbc493945
687348,1.0,1.0,ACTIVE,Regularly,49.0,7b5206afc1d350e895d65dcec4eb88f2afc462cebfb11a6a2cf716fb26ec60d8
1161118,,,ACTIVE,NONE,22.0,03f135320226e56d6e6055f6e7159dddbca52cf5b85cb9554c7c711f152405e9
1277598,,,ACTIVE,NONE,50.0,ae218eee874ed9567372c4a8c3e458ad53f305ff7523d70dfe83668f11c1853f
215368,,,ACTIVE,NONE,47.0,3c630999a65f7c2472af7f5265a1d46970c19a8485caa94eab74e45e6e0c0ff3
1300649,1.0,1.0,ACTIVE,Regularly,28.0,f06a0624f7368f774804217215ae293e8e6ac0973cba0c15dfd0412d9e75d811
111562,,,ACTIVE,NONE,23.0,73793e92a3400714d90f5b76e81c916d13db81b74f86fe8f27ff20c06b89b488
56260,1.0,1.0,ACTIVE,Regularly,47.0,a112e8a3e2136c164d2a1fa7010615b5dd07693f2b7c73db0ebfdc750e35689a
325668,1.0,1.0,ACTIVE,Regularly,61.0,44c328fb2b273ddb4dbdce1b9462cda97bff4f3c605a38a5a5474a6c86e1e77a
281901,1.0,1.0,ACTIVE,Regularly,22.0,254a363b343010048bfd0fac8529dd464b6525650cc988554800cd1f7e50b841
254434,1.0,1.0,ACTIVE,Regularly,53.0,b29a27ca0e0bc555ad26ef6c1ba9530999f459cf3b63a617ae02d9942db75652
768989,1.0,1.0,ACTIVE,Regularly,46.0,d18f15cdebae6ea6ea28ebd60b61af21f0d0ca325e44ce441dc52eca63f20cb7
54112,,,PRE-CREATE,NONE,53.0,9d34346e20d5ebcae991ccec7892cc84a9220ae430f1469857d3749eb0721e46
1186262,,,ACTIVE,NONE,24.0,7c19c26e6b458eee8bb8c39e2b2b34197797a264ea2882c30138a79159a26819
477887,,,ACTIVE,NONE,28.0,d3f26c498c22bcaecab5d282e984ec95b30e41bf38f0bc336b546824310652d8
664769,,,PRE-CREATE,NONE,29.0,960f5e17837577270824083d220f93f583d6a508efb6d341c1fa22a9dc086bfa
724076,1.0,1.0,ACTIVE,Regularly,56.0,74f38f731a7f4e2f2651e76ee36c0af8e41d2a31fa58429a9213e3d5ac7e360c
642050,,,ACTIVE,NONE,51.0,f14c97737e0c8d9af312598c0de4d95f2663b96468ec1510947c776d5a749a26
472706,,,ACTIVE,NONE,50.0,4af935bb1a20a71728e272107bf37664cf49960d35535e3c99faab762be7d201
1150273,,,ACTIVE,NONE,19.0,c5cd6c6ef9a7ca70d33c6f3071d0437a542c549e57f29c632d27ef2214c21ddc
397518,,,ACTIVE,NONE,47.0,ca95179eeda55ebe6a011c5c35c3016e7f57a14a826bd3f6d62219af424d00d5
409265,,,ACTIVE,NONE,33.0,1f5bd429acc88fbbf24de844a59e438704aa8761bc7b99fd977cad297c50b74c
411625,,,ACTIVE,NONE,23.0,7307dd06cb87c3e37851bb18cf56d8e99c83f9cb9acf9e41098ed7dda6c42dc0
489352,,,PRE-CREATE,NONE,25.0,e00525fba82404747d1cf5b8a0fca9ae08d0f7391c0e1e46b8420bf44698b8ea
312805,,,ACTIVE,NONE,59.0,24cb194aa0e6f6556ad5f25d0c1dde9480ce9c8bee832bb2158883b05b283374
614205,1.0,1.0,ACTIVE,Regularly,21.0,369dd8cd79b53965ff9aee5609dbe4ffa631b23ddb5e86786d1892e23077078b
1152717,,,ACTIVE,NONE,26.0,09e686cb45e9c97ffd5314f4b0ad7185bdb75d60c4ec4bd461b19a7614603fd7
493068,1.0,1.0,ACTIVE,Regularly,35.0,58a0fec1630fb1df0e67ce596d93ccf0cea0bd4dba53431bc1c1925e48eed8bc
145830,,,ACTIVE,NONE,30.0,1a9cc052700815a5ab1c04e92a4367393517e1030248fca184de7b99530002f7
1189013,1.0,1.0,ACTIVE,Regularly,57.0,fa14376a5c9c491ff81d6c7a88e21a1ed81cbdb64c191d67783d992b50eff0e4
1361680,,,ACTIVE,NONE,17.0,626f22a5725a071b4c6443e9dc2f381a4fb81442c33b3450c111366e740f0d29
21470,1.0,1.0,ACTIVE,Regularly,55.0,d9ad47e66e4de9ce6adf37ac887e8ae6a15e1aec813eaca1c77143ef01fed359
476076,,,ACTIVE,NONE,28.0,f96f931a0db2737ec3853487b619cdc0d194803fccd4144f419e42a720b15645
243117,1.0,1.0,ACTIVE,Regularly,23.0,8cda8fe8a7c10d4d5aa8e469fe0a6abb8b5e73a9dd739a52bc56824c8b953c15
142784,,,ACTIVE,NONE,53.0,1810e8f74d0d2f8b9b324f7d013a4091713ea32a65e323dbe0903cce5a25f729
1127399,1.0,1.0,ACTIVE,Regularly,27.0,cc723e3063c63d0cb4cf77eb73b6f78324db6a5749ca2c04d31b04fcf32847c8
1080503,,,ACTIVE,NONE,42.0,8e1492bcf060c0b7f557e50501f26e3049e3fbcdd9d7ce8df65779622a4a4833
1264765,1.0,1.0,ACTIVE,Regularly,78.0,21076ded8361d31bc06ceec94dd67181e8963b7d16920affcd83c90702450b2c
1196727,1.0,1.0,ACTIVE,Regularly,55.0,b1d5fb6a1822b5b846f02ecb7c149b90a6d893e3dcd242a47e4190c421661ce8
113999,,,ACTIVE,NONE,29.0,4e7876a2b10b06eab36deb3aaeec55a026178ead3b66e20b47df059b633bea42
1313016,1.0,1.0,ACTIVE,Regularly,20.0,5f8eb044d7e1520a050a00eec4776fbdcc0be11dc44f976a9286d35be89e64f8
134187,1.0,1.0,ACTIVE,Regularly,60.0,17793b189186f73aae5d4ab37144ed4a6d48edd2ad87fec44650903e3debc23e
422252,,,ACTIVE,NONE,59.0,c297d507b51a1bd2ef8996e805c704d604ff2ebeb6ad51b70d1393a342b8da70
1152760,,,ACTIVE,NONE,23.0,c7423f5334e7e8cd5f0505abd882b512c1c156eaab66588ef801669ece01ccbe
825399,,,ACTIVE,NONE,32.0,e7da0b3dc2298b1a23c40be75d9f769a5725957ff02df863d1812b8f86a28c84
892797,,,ACTIVE,NONE,57.0,1823f5706664d6b2b67e8d623087ef8ca64318061829519aade02634f1cbe339
1193712,,,ACTIVE,NONE,18.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
67788,,,ACTIVE,NONE,52.0,a0b227b928d8a1d23d6cb7074b1d3bda41ce2d52d428b29c7690eec734a0330a
806992,,,ACTIVE,NONE,56.0,f453f5c0e6a227fb1b0c74d5f9c7f971a4364ef0fa1143ef7fc390f2ecd9c54f
142236,1.0,1.0,ACTIVE,Regularly,30.0,714568c3952863a17c1fba55c39f27d025b0eecdfd14424681a179dd91671710
127490,1.0,1.0,ACTIVE,Regularly,21.0,afe2bae2ee4508157589c1c2cef3e7dcf3d5b2e103e159b6c9ebf5c2884012fb
1196764,1.0,1.0,ACTIVE,Regularly,18.0,8838eb3ec87215b28dc1873c55792ea02f68ac13370600a4be9db0d6f710fd95
488871,1.0,1.0,ACTIVE,Regularly,74.0,4169142fe104a20b10b8ea0a0658a2c4f3836df684c4ed781b646209d396ff28
783304,,,ACTIVE,NONE,25.0,58dde943aabe68a55de8f2c6599425705feed3c0aa7c03d0bbc3b1a73b818446
755630,1.0,1.0,ACTIVE,Regularly,54.0,0a9cfee885a643ec133c3e2955493849858e18e66f54ff43cd5800ed28840b5c
604351,1.0,1.0,ACTIVE,Regularly,26.0,30696ae3a957371484ca5b094f80c3103ad7a27d602ced871482367ca1f51063
1233424,,,ACTIVE,NONE,60.0,720a9bdf5daa96d30a59d75cf7b505aa24dd64c044cc3c4d938e2aac5dfa1dc2
905135,1.0,1.0,ACTIVE,Regularly,53.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1314645,,,ACTIVE,NONE,48.0,917118bc13fd9bbb103b5d7e4f3413ddd460105846290afe0adac365be577ac4
179533,1.0,1.0,ACTIVE,Regularly,22.0,a718d0802f3ca0aa96b75cef7b38aa780f8ceb938d8c41e8d720f3e0e6acec7e
589104,,,ACTIVE,NONE,36.0,7effb50d8dd26d817cf9ceb45e0975649cb8dc16f4217f837c5c9b9ae623254e
403809,,,ACTIVE,NONE,18.0,2735f0236379e1a58bd3cccf496a08808854ea151d83dec1aedb8d183558095a
620393,1.0,1.0,ACTIVE,Regularly,22.0,1b6e44e9c27a80e1e69fbb6d9701fbc96d082d1aadbdfd3abb50bd961b0c9dc6
1333516,1.0,1.0,ACTIVE,Regularly,34.0,eec518fa091b16c889d05bd3cefdde517c3cbe788b6c3efb92147323d626c363
604703,,,ACTIVE,NONE,32.0,96a6bbd44074f82119d90c4b203bfc40324855e66e9d13e6948aa0f0dd160252
894254,,,ACTIVE,NONE,24.0,b9e0255c10e737776111db9f79fc2370070cbe31e0a1a74f1211cfd580115861
751116,1.0,1.0,ACTIVE,Regularly,21.0,1eaeaac3d8db917dc4cedc777e33c5dca714113b50ffcaba99eda13296f8c7e3
98183,,,ACTIVE,NONE,21.0,3a5d8e0c080b12c5092918f3e9b936fc24e04b352656f3e2a94b5f082aefa495
711470,1.0,1.0,ACTIVE,Regularly,39.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
110072,1.0,1.0,ACTIVE,Regularly,32.0,afa1e5e4a1e05bae24282462e684474b4d4fee0590f4dc4b29579c0551e6237a
641360,1.0,1.0,ACTIVE,Regularly,24.0,4351d7d57eee50efead4a616e30d7fda4addb7a5edd1289f6c3437af0fc81268
562059,,,ACTIVE,NONE,25.0,97544b3ff36d9c81db861178cbd1eb53354e7a4e8d50ae17fdbe613b1837fae1
366677,1.0,1.0,ACTIVE,Regularly,23.0,2bc444c9b09b51db1b0fe2cfdf8439220db6f874ca5f01b022590dc18bb99292
1167900,1.0,1.0,ACTIVE,Regularly,51.0,59cca4998b0808cd2e8f69aab282340745fad77f4f86cb2781021dbba380d4cb
591343,,,ACTIVE,NONE,54.0,e0be657609c766fd994ca1442b1266a9c8bc3f7de0df1276aa300f2bf33a1f42
530964,1.0,1.0,ACTIVE,Regularly,41.0,b66c7c10f675d0bcac7b41a05257ffd3a97dc6932324e2b227d2583ee1b4a90b
312097,1.0,1.0,ACTIVE,Regularly,21.0,16961fdfa2b1625de1bf4d4fc683e50568461ed7c7596f78812c928097df6042
561172,1.0,1.0,ACTIVE,Regularly,28.0,f7c412011b6b704d09161314fcb880f2e65c6f6dd0d3d0851218051a04e3f8b1
1110158,1.0,1.0,ACTIVE,Regularly,28.0,dd93b6031c324ce0d8784c8f56e49bee99087e34863c093bca20391b12370475
1191664,,,ACTIVE,NONE,21.0,531d80767853837297ce4a752e7632586a5a52243471668fdd754caeae1c17ba
418025,,,PRE-CREATE,NONE,40.0,b7301392db262cad90c95cdf4c62a31ab4e090714a0df560666a78b1849e5dd2
706099,1.0,1.0,ACTIVE,Regularly,52.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1259746,1.0,1.0,ACTIVE,Regularly,53.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
167922,,,ACTIVE,NONE,22.0,995ded16e4612bbb1a17a907d4751b4b0d38a99343e22ea93cb267d32070f89a
510940,,,ACTIVE,NONE,51.0,e2e95ba4a938c2767c2272af97595f4cee6ef3013febd6525a50b7154fba2354
806371,,,ACTIVE,NONE,20.0,15fe66bdebb1dfaeb630b671556ac5048971209a502c8a0e10483099195a268b
804484,1.0,,ACTIVE,Regularly,22.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
987678,,,PRE-CREATE,NONE,58.0,0873dd231943501399165cf41dc4f29d8dc7713e75596e76a459b4956925c9b7
638783,,,ACTIVE,NONE,44.0,942104cd573000ec0743f77dc3b8d996e7661142910586d4cbd74a44c57e4339
661069,,,ACTIVE,NONE,32.0,debdd922862f3cdba924a53ea8fd6aab29b50c7fe5c4fb1e5838e31277956238
851023,1.0,1.0,ACTIVE,Regularly,21.0,00f66dc4dfb92526689a57fe9fdafa6d3b807c739e43e4c24210bb746ef3a650
652069,,,ACTIVE,NONE,19.0,07f72892e7d92eb94c4e4a19ad6a24ec83501477d06e61972eb147455de22cd5
713981,,,ACTIVE,NONE,49.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
786502,1.0,1.0,ACTIVE,Regularly,47.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1075384,1.0,1.0,ACTIVE,Regularly,20.0,43c4083a4b27b8ab03c57a70795ef99431b70d7708135d9f2feec4d0ad153c92
27989,1.0,1.0,ACTIVE,Regularly,48.0,dabdbf3d18afac791c683bbcf64d4c34748987a481ecce19ff1accaafaf97df7
899428,1.0,1.0,ACTIVE,Regularly,53.0,3c10daea3191709318102a7e48ab202ee53e5f71a8728a02ca64588d722c161e
302634,,,ACTIVE,NONE,29.0,1891090ad26b9c7663ab0729f77afac3c17ee0d65ba944d5a5bd8e3662460743
430772,,,ACTIVE,NONE,23.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1341380,1.0,,ACTIVE,Regularly,62.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1107254,,,ACTIVE,NONE,66.0,8f1644521fc1028ab2d2d0f32343708e89414723ed133b3ec9d792c7fa923c89
207179,,,ACTIVE,NONE,57.0,a45dfe3f5a06e1d83457cfb12107361b47c88bb2e769bf15dc12a61799ed2ef8
598833,,,ACTIVE,NONE,40.0,c96b1a64a320c116e4ffc489fe9509d9a93464d8652d6e350dc8c19f61f7146a
687609,,,ACTIVE,NONE,20.0,c8d1c44d110e4ea39df0d8266399da19c5cf38efb25b7d22d7f39a58395e552b
725594,1.0,1.0,ACTIVE,Regularly,18.0,217c628c374358adeebeef084be656a271975879617a549802a09acafb059972
530767,,,ACTIVE,NONE,19.0,4fddb2e6d375154345a62abd556df842c32b2dc988319b74eac6b7ce462a734a
50212,,,ACTIVE,NONE,46.0,fae158f8cad63331c0290db34116ea354236c2352a50cceb41edc426fca29a88
907126,,,ACTIVE,NONE,28.0,623f89820293a0b91dd8af5dfbfa9c2557dc899ae564b0fd13b253310743f172
762884,1.0,1.0,ACTIVE,Regularly,57.0,4087eaf39bd48af49bf0099cec3548967059003b4d6b8cd06900bd416bd904d6
692511,,,ACTIVE,NONE,27.0,b84c3674cb682685d1dc89071c9de852a6321b8ff7cc66107ab2c107a82a79b6
546221,,,ACTIVE,NONE,27.0,bd4607cac66fbc43f4e822b11f3af8132b90629fcf3cd0de9cd65445020708d6
252204,1.0,1.0,ACTIVE,Regularly,22.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
680905,,,ACTIVE,NONE,37.0,05de68150a96cdc98aec9f1e09e7f403c51d83677add07bbb7f1d1df2b98cb1a
806070,1.0,1.0,ACTIVE,Regularly,20.0,032550abede398f34706bce7df2654b10eba0568f121a0b966079ba00216723c
1220343,,,ACTIVE,NONE,34.0,25321a434b689fa61b7c530d223e4d3f00554a186bfa8c2add67cc08d25d6237
312439,1.0,1.0,ACTIVE,Regularly,64.0,9c8a823dc0b43076b33cd5b088b543a71aa4160f4b1c3aad2767d4f09cc9a2f1
614199,1.0,1.0,ACTIVE,Regularly,26.0,6ea1bd602ad6c9ed7c0e8cf79834ef7e045edaad43384a45c230535a209379cc
902105,1.0,1.0,ACTIVE,Regularly,57.0,139482c7268ba43b86b340f2d83db161e744262187e7a61b3d6b255ee90d546e
544474,,,ACTIVE,NONE,22.0,cf10c1a16808f81cce040aaaf47f159f5f780012fc873220dae8eef5b490c707
243052,,,ACTIVE,NONE,48.0,e49d19b44eea8f6cd5969668848858ef5bc275e1094dd5221e70cdabe052cf22
398471,,,ACTIVE,NONE,26.0,07944e5582f94733db310739df0fd85c814a47f79a5418bdf5b410ae9f041bc6
930558,,,ACTIVE,NONE,19.0,7c97aa7309640369bd779876dbe298f700587cf6b7e017c018c7f54088fa48fa
705781,,,ACTIVE,NONE,51.0,1ec5667f78128fcaa8568406fb9a9531ecb7693443682861c317d5766911470d
444051,1.0,1.0,ACTIVE,Regularly,58.0,74e17f6f8e3a2cac204902b116a8a6e701f566e0c6222e79eb59d17cc0010200
99717,1.0,1.0,ACTIVE,Regularly,49.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
532700,,,PRE-CREATE,NONE,48.0,555dc792903bec30a3bc90895dad95c7f89d73d136347b8a63532e65d803b26a
1246387,1.0,1.0,ACTIVE,Regularly,58.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
986462,1.0,1.0,ACTIVE,Regularly,66.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
541380,1.0,1.0,ACTIVE,Regularly,24.0,b0f8c83f6557d57ad92d58f83dbe43aeb01b91aae25c9a275aee82f45a6ade20
677462,1.0,1.0,ACTIVE,Regularly,24.0,e0b759369d63c73e53276b280dd10e3d3a7ca86a991af8415cf8b3f59c8f045f
195329,1.0,1.0,ACTIVE,Regularly,52.0,fbd5fc4e5c4002db605b38475b7d31c6e10aba4bdb78ccc24c2a012ad3463142
332460,,,ACTIVE,NONE,18.0,e1402a5c2981dbb5ea9a5da6daebdb9aceacb4a4415cd451f554adf4a94281e9
780911,,,ACTIVE,NONE,28.0,ff56f4b0d485e0b2116365ced52c3a7e225e95b61338b2953b4f6b995479ae7e
440765,,,ACTIVE,NONE,23.0,40f50416fcf8a8ef04288fee1fb7e94820f4986fadc1874a62263bb81bb2809e
1004738,1.0,1.0,ACTIVE,Regularly,22.0,a0676ad5288cb482a867ac703e969233d8006292365c42d9c8e059885245ef8e
824230,,,ACTIVE,NONE,50.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
638136,,,PRE-CREATE,NONE,47.0,d7fa3fd95747ff7d9cd7204a5af7a90ab022dd2c9bc615d77a04061a838f6306
762849,1.0,1.0,ACTIVE,Regularly,24.0,97d17ebce721a69369cda0d30135e55383fdf1f2a36c5f1659534f5ca65980c7
921578,,,ACTIVE,NONE,26.0,b06bd7d935e54618670b55e80e4199de679a20f14b822b820433d0692abb1bc6
1282167,,,PRE-CREATE,NONE,49.0,a6e805df79d99a4cb7aa55a61771aa3c8300c9215cb294d34024ab8e2582ffb2
920012,,,ACTIVE,NONE,52.0,a0762ba1675107eaed0d77465a493902176c790b31762ceba93e11cccfc5abda
864015,1.0,1.0,ACTIVE,Regularly,57.0,799201a878e4c2b5f3b18f76995c36ac3a216401bdcb6b0f6f107cbfe897c80a
659122,,,ACTIVE,,18.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
397781,1.0,1.0,ACTIVE,Regularly,37.0,816ad19a171249b159ce86282433048c354f8df22b73d1a7aeebb690c7193d3b
153326,1.0,1.0,ACTIVE,Regularly,26.0,251ee5ed2e55d1e5d655db7684d608fef7babfe80f36d963b4db340e587ce4d3
217071,,,ACTIVE,NONE,61.0,f6c5d2b2a65ada15fa6c7dcc15d3da6de8f770401ff8eaf74994180182b887f3
231002,1.0,1.0,ACTIVE,Regularly,57.0,29cf9db801cd9071bce6547dedf78a3e480aea065a58123ac53438f493dd4d60
1024929,,,ACTIVE,NONE,50.0,723f85510bffd90bdaf6466f70879505b279b2d25f3b9f34d1b380ae3d6527ad
498700,1.0,1.0,ACTIVE,Regularly,40.0,62b305af7acf4aaa34ed32e47c663b52d10982754e7b0c4380f67cb596b37d11
613474,,,ACTIVE,NONE,24.0,938f9c9d88171db33d160923b1b29e7713b084bbd674cb89aee7bc7294df9a38
539612,,,ACTIVE,NONE,21.0,b2543635cbad46ebb8ebb6564cd45aa90c4ab406cad97921c8aebc46e0ef8f0f
369621,,,ACTIVE,NONE,38.0,1851e2d544aa57ca9201da661c34787f05d8e05eac6d1e3bcfcaf5e9b33e335c
311585,,,ACTIVE,NONE,46.0,60562d7142c6ce10f1d58782825d93a506b76f6efc2f12e16a594e866ac7db1d
1068605,,,ACTIVE,NONE,21.0,3d430fc81fe38215f0f64d250f6841ac6220dc29286191f4d95996e8f8cc94aa
1361402,,,ACTIVE,NONE,50.0,b12aaba5b9c4d81dc3cc4da67a0ae9c1be1cb4fb11364d22c0043e3e6c4de2d8
