customer_id,product_id,period_id,demand_usd
3,2,33,127976190.48
3,2,34,128720238.1
3,2,35,129464285.71
3,2,36,130208333.33
3,3,1,125000000.0
3,3,2,125892857.14
3,3,3,126785714.29
3,3,4,127678571.43
3,3,5,128571428.57
3,3,6,129464285.71
3,3,7,130357142.86
3,3,8,131250000.0
3,3,9,132142857.14
3,3,10,133035714.29
3,3,11,133928571.43
3,3,12,134821428.57
3,3,13,135714285.71
3,3,14,136607142.86
3,3,15,137500000.0
3,3,16,138392857.14
3,3,17,139285714.29
3,3,18,140178571.43
3,3,19,141071428.57
3,3,20,141964285.71
3,3,21,142857142.86
3,3,22,143750000.0
3,3,23,144642857.14
3,3,24,145535714.29
3,3,25,146428571.43
3,3,26,147321428.57
3,3,27,148214285.71
3,3,28,149107142.86
3,3,29,150000000.0
3,3,30,150892857.14
3,3,31,151785714.29
3,3,32,152678571.43
3,3,33,153571428.57
3,3,34,154464285.71
3,3,35,155357142.86
3,3,36,156250000.0
3,4,1,20833333.33
3,4,2,20982142.86
3,4,3,21130952.38
3,4,4,21279761.9
3,4,5,21428571.43
3,4,6,21577380.95
3,4,7,21726190.48
3,4,8,21875000.0
3,4,9,22023809.52
3,4,10,22172619.05
3,4,11,22321428.57
3,4,12,22470238.1
3,4,13,22619047.62
3,4,14,22767857.14
3,4,15,22916666.67
3,4,16,23065476.19
3,4,17,23214285.71
3,4,18,23363095.24
3,4,19,23511904.76
3,4,20,23660714.29
3,4,21,23809523.81
3,4,22,23958333.33
3,4,23,24107142.86
3,4,24,24255952.38
3,4,25,24404761.9
3,4,26,24553571.43
3,4,27,24702380.95
3,4,28,24851190.48
3,4,29,25000000.0
3,4,30,25148809.52
3,4,31,25297619.05
3,4,32,25446428.57
3,4,33,25595238.1
3,4,34,25744047.62
3,4,35,25892857.14
3,4,36,26041666.67
3,5,1,20833333.33
3,5,2,20982142.86
3,5,3,21130952.38
3,5,4,21279761.9
3,5,5,21428571.43
3,5,6,21577380.95
3,5,7,21726190.48
3,5,8,21875000.0
3,5,9,22023809.52
3,5,10,22172619.05
3,5,11,22321428.57
3,5,12,22470238.1
3,5,13,22619047.62
3,5,14,22767857.14
3,5,15,22916666.67
3,5,16,23065476.19
3,5,17,23214285.71
3,5,18,23363095.24
3,5,19,23511904.76
3,5,20,23660714.29
3,5,21,23809523.81
3,5,22,23958333.33
3,5,23,24107142.86
3,5,24,24255952.38
3,5,25,24404761.9
3,5,26,24553571.43
3,5,27,24702380.95
3,5,28,24851190.48
3,5,29,25000000.0
3,5,30,25148809.52
3,5,31,25297619.05
3,5,32,25446428.57
3,5,33,25595238.1
3,5,34,25744047.62
3,5,35,25892857.14
3,5,36,26041666.67
4,3,1,41666666.67
4,3,2,41964285.71
4,3,3,42261904.76
4,3,4,42559523.81
4,3,5,42857142.86
4,3,6,43154761.9
4,3,7,43452380.95
4,3,8,43750000.0
4,3,9,44047619.05
4,3,10,44345238.1
4,3,11,44642857.14
4,3,12,44940476.19
4,3,13,45238095.24
4,3,14,45535714.29
4,3,15,45833333.33
4,3,16,46130952.38
4,3,17,46428571.43
4,3,18,46726190.48
4,3,19,47023809.52
4,3,20,47321428.57
4,3,21,47619047.62
4,3,22,47916666.67
4,3,23,48214285.71
4,3,24,48511904.76
4,3,25,48809523.81
4,3,26,49107142.86
4,3,27,49404761.9
4,3,28,49702380.95
4,3,29,50000000.0
4,3,30,50297619.05
4,3,31,50595238.1
4,3,32,50892857.14
4,3,33,51190476.19
4,3,34,51488095.24
4,3,35,51785714.29
4,3,36,52083333.33
4,4,1,91666666.67
4,4,2,92321428.57
4,4,3,92976190.48
4,4,4,93630952.38
4,4,5,94285714.29
4,4,6,94940476.19
4,4,7,95595238.1
4,4,8,96250000.0
4,4,9,96904761.9
4,4,10,97559523.81
4,4,11,98214285.71
4,4,12,98869047.62
4,4,13,99523809.52
4,4,14,100178571.43
4,4,15,100833333.33
4,4,16,101488095.24
4,4,17,102142857.14
4,4,18,102797619.05
4,4,19,103452380.95
4,4,20,104107142.86
4,4,21,104761904.76
4,4,22,105416666.67
4,4,23,106071428.57
4,4,24,106726190.48
4,4,25,107380952.38
4,4,26,108035714.29
4,4,27,108690476.19
4,4,28,109345238.1
4,4,29,110000000.0
4,4,30,110654761.9
4,4,31,111309523.81
4,4,32,111964285.71
4,4,33,112619047.62
4,4,34,113273809.52
4,4,35,113928571.43
4,4,36,114583333.33
4,5,1,33333333.33
4,5,2,33571428.57
4,5,3,33809523.81
4,5,4,34047619.05
4,5,5,34285714.29
4,5,6,34523809.52
4,5,7,34761904.76
4,5,8,35000000.0
4,5,9,35238095.24
4,5,10,35476190.48
4,5,11,35714285.71
4,5,12,35952380.95
4,5,13,36190476.19
4,5,14,36428571.43
4,5,15,36666666.67
4,5,16,36904761.9
4,5,17,37142857.14
4,5,18,37380952.38
4,5,19,37619047.62
4,5,20,37857142.86
4,5,21,38095238.1
4,5,22,38333333.33
4,5,23,38571428.57
4,5,24,38809523.81
4,5,25,39047619.05
4,5,26,39285714.29
4,5,27,39523809.52
4,5,28,39761904.76
4,5,29,40000000.0
4,5,30,40238095.24
4,5,31,40476190.48
4,5,32,40714285.71
4,5,33,40952380.95
4,5,34,41190476.19
4,5,35,41428571.43
4,5,36,41666666.67
5,3,1,16041666.67
5,3,2,16156250.0
5,3,3,16270833.33
5,3,4,16385416.67
5,3,5,16500000.0
5,3,6,16614583.33
5,3,7,16729166.67
5,3,8,16843750.0
5,3,9,16958333.33
5,3,10,17072916.67
5,3,11,17187500.0
5,3,12,17302083.33
5,3,13,17416666.67
5,3,14,17531250.0
5,3,15,17645833.33
5,3,16,17760416.67
5,3,17,17875000.0
5,3,18,17989583.33
5,3,19,18104166.67
5,3,20,18218750.0
5,3,21,18333333.33
5,3,22,18447916.67
5,3,23,18562500.0
5,3,24,18677083.33
5,3,25,18791666.67
5,3,26,18906250.0
5,3,27,19020833.33
5,3,28,19135416.67
5,3,29,19250000.0
5,3,30,19364583.33
5,3,31,19479166.67
5,3,32,19593750.0
5,3,33,19708333.33
5,3,34,19822916.67
5,3,35,19937500.0
5,3,36,20052083.33
5,4,1,8750000.0
5,4,2,8812500.0
5,4,3,8875000.0
5,4,4,8937500.0
5,4,5,9000000.0
5,4,6,9062500.0
5,4,7,9125000.0
5,4,8,9187500.0
5,4,9,9250000.0
5,4,10,9312500.0
5,4,11,9375000.0
5,4,12,9437500.0
5,4,13,9500000.0
5,4,14,9562500.0
5,4,15,9625000.0
5,4,16,9687500.0
5,4,17,9750000.0
5,4,18,9812500.0
5,4,19,9875000.0
5,4,20,9937500.0
5,4,21,10000000.0
5,4,22,10062500.0
5,4,23,10125000.0
5,4,24,10187500.0
5,4,25,10250000.0
5,4,26,10312500.0
5,4,27,10375000.0
5,4,28,10437500.0
5,4,29,10500000.0
5,4,30,10562500.0
5,4,31,10625000.0
5,4,32,10687500.0
5,4,33,10750000.0
5,4,34,10812500.0
5,4,35,10875000.0
5,4,36,10937500.0
5,5,1,4375000.0
5,5,2,4406250.0
5,5,3,4437500.0
5,5,4,4468750.0
5,5,5,4500000.0
5,5,6,4531250.0
5,5,7,4562500.0
5,5,8,4593750.0
5,5,9,4625000.0
5,5,10,4656250.0
5,5,11,4687500.0
5,5,12,4718750.0
5,5,13,4750000.0
5,5,14,4781250.0
5,5,15,4812500.0
5,5,16,4843750.0
5,5,17,4875000.0
5,5,18,4906250.0
5,5,19,4937500.0
5,5,20,4968750.0
5,5,21,5000000.0
5,5,22,5031250.0
5,5,23,5062500.0
5,5,24,5093750.0
5,5,25,5125000.0
5,5,26,5156250.0
5,5,27,5187500.0
5,5,28,5218750.0
5,5,29,5250000.0
5,5,30,5281250.0
5,5,31,5312500.0
5,5,32,5343750.0
5,5,33,5375000.0
5,5,34,5406250.0
5,5,35,5437500.0
5,5,36,5468750.0
6,3,1,3333333.33
6,3,2,3357142.86
6,3,3,3380952.38
6,3,4,3404761.9
6,3,5,3428571.43
6,3,6,3452380.95
6,3,7,3476190.48
6,3,8,3500000.0
6,3,9,3523809.52
6,3,10,3547619.05
6,3,11,3571428.57
6,3,12,3595238.1
6,3,13,3619047.62
6,3,14,3642857.14
6,3,15,3666666.67
6,3,16,3690476.19
6,3,17,3714285.71
6,3,18,3738095.24
6,3,19,3761904.76
6,3,20,3785714.29
6,3,21,3809523.81
6,3,22,3833333.33
6,3,23,3857142.86
6,3,24,3880952.38
6,3,25,3904761.9
6,3,26,3928571.43
6,3,27,3952380.95
6,3,28,3976190.48
6,3,29,4000000.0
6,3,30,4023809.52
6,3,31,4047619.05
6,3,32,4071428.57
6,3,33,4095238.1
6,3,34,4119047.62
6,3,35,4142857.14
6,3,36,4166666.67
6,4,1,2000000.0
6,4,2,2014285.71
6,4,3,2028571.43
6,4,4,2042857.14
6,4,5,2057142.86
6,4,6,2071428.57
6,4,7,2085714.29
6,4,8,2100000.0
6,4,9,2114285.71
6,4,10,2128571.43
6,4,11,2142857.14
6,4,12,2157142.86
6,4,13,2171428.57
6,4,14,2185714.29
6,4,15,2200000.0
6,4,16,2214285.71
6,4,17,2228571.43
6,4,18,2242857.14
6,4,19,2257142.86
6,4,20,2271428.57
6,4,21,2285714.29
6,4,22,2300000.0
6,4,23,2314285.71
6,4,24,2328571.43
6,4,25,2342857.14
6,4,26,2357142.86
6,4,27,2371428.57
6,4,28,2385714.29
6,4,29,2400000.0
6,4,30,2414285.71
6,4,31,2428571.43
6,4,32,2442857.14
6,4,33,2457142.86
6,4,34,2471428.57
6,4,35,2485714.29
6,4,36,2500000.0
6,5,1,1333333.33
6,5,2,1342857.14
6,5,3,1352380.95
6,5,4,1361904.76
6,5,5,1371428.57
6,5,6,1380952.38
6,5,7,1390476.19
6,5,8,1400000.0
6,5,9,1409523.81
6,5,10,1419047.62
6,5,11,1428571.43
6,5,12,1438095.24
6,5,13,1447619.05
6,5,14,1457142.86
6,5,15,1466666.67
6,5,16,1476190.48
6,5,17,1485714.29
6,5,18,1495238.1
6,5,19,1504761.9
6,5,20,1514285.71
6,5,21,1523809.52
6,5,22,1533333.33
6,5,23,1542857.14
6,5,24,1552380.95
6,5,25,1561904.76
6,5,26,1571428.57
6,5,27,1580952.38
6,5,28,1590476.19
6,5,29,1600000.0
6,5,30,1609523.81
6,5,31,1619047.62
6,5,32,1628571.43
6,5,33,1638095.24
6,5,34,1647619.05
6,5,35,1657142.86
6,5,36,1666666.67
7,3,1,2916666.67
7,3,2,2937500.0
7,3,3,2958333.33
7,3,4,2979166.67
7,3,5,3000000.0
7,3,6,3020833.33
7,3,7,3041666.67
7,3,8,3062500.0
7,3,9,3083333.33
7,3,10,3104166.67
7,3,11,3125000.0
7,3,12,3145833.33
7,3,13,3166666.67
7,3,14,3187500.0
7,3,15,3208333.33
7,3,16,3229166.67
7,3,17,3250000.0
7,3,18,3270833.33
7,3,19,3291666.67
7,3,20,3312500.0
7,3,21,3333333.33
7,3,22,3354166.67
7,3,23,3375000.0
7,3,24,3395833.33
7,3,25,3416666.67
7,3,26,3437500.0
7,3,27,3458333.33
7,3,28,3479166.67
7,3,29,3500000.0
7,3,30,3520833.33
7,3,31,3541666.67
7,3,32,3562500.0
7,3,33,3583333.33
7,3,34,3604166.67
7,3,35,3625000.0
7,3,36,3645833.33
7,4,1,1750000.0
7,4,2,1762500.0
7,4,3,1775000.0
7,4,4,1787500.0
7,4,5,1800000.0
7,4,6,1812500.0
7,4,7,1825000.0
7,4,8,1837500.0
7,4,9,1850000.0
7,4,10,1862500.0
7,4,11,1875000.0
7,4,12,1887500.0
7,4,13,1900000.0
7,4,14,1912500.0
7,4,15,1925000.0
7,4,16,1937500.0
7,4,17,1950000.0
7,4,18,1962500.0
7,4,19,1975000.0
7,4,20,1987500.0
7,4,21,2000000.0
7,4,22,2012500.0
7,4,23,2025000.0
7,4,24,2037500.0
7,4,25,2050000.0
7,4,26,2062500.0
7,4,27,2075000.0
7,4,28,2087500.0
7,4,29,2100000.0
7,4,30,2112500.0
7,4,31,2125000.0
7,4,32,2137500.0
7,4,33,2150000.0
7,4,34,2162500.0
7,4,35,2175000.0
7,4,36,2187500.0
7,5,1,1166666.67
7,5,2,1175000.0
7,5,3,1183333.33
7,5,4,1191666.67
7,5,5,1200000.0
7,5,6,1208333.33
7,5,7,1216666.67
7,5,8,1225000.0
7,5,9,1233333.33
7,5,10,1241666.67
7,5,11,1250000.0
7,5,12,1258333.33
7,5,13,1266666.67
7,5,14,1275000.0
7,5,15,1283333.33
7,5,16,1291666.67
7,5,17,1300000.0
7,5,18,1308333.33
7,5,19,1316666.67
7,5,20,1325000.0
7,5,21,1333333.33
7,5,22,1341666.67
7,5,23,1350000.0
7,5,24,1358333.33
7,5,25,1366666.67
7,5,26,1375000.0
7,5,27,1383333.33
7,5,28,1391666.67
7,5,29,1400000.0
7,5,30,1408333.33
7,5,31,1416666.67
7,5,32,1425000.0
7,5,33,1433333.33
7,5,34,1441666.67
7,5,35,1450000.0
7,5,36,1458333.33
8,3,1,1666666.67
8,3,2,1678571.43
8,3,3,1690476.19
8,3,4,1702380.95
8,3,5,1714285.71
8,3,6,1726190.48
8,3,7,1738095.24
8,3,8,1750000.0
8,3,9,1761904.76
8,3,10,1773809.52
8,3,11,1785714.29
8,3,12,1797619.05
8,3,13,1809523.81
8,3,14,1821428.57
8,3,15,1833333.33
8,3,16,1845238.1
8,3,17,1857142.86
8,3,18,1869047.62
8,3,19,1880952.38
8,3,20,1892857.14
8,3,21,1904761.9
8,3,22,1916666.67
8,3,23,1928571.43
8,3,24,1940476.19
8,3,25,1952380.95
8,3,26,1964285.71
8,3,27,1976190.48
8,3,28,1988095.24
8,3,29,2000000.0
8,3,30,2011904.76
8,3,31,2023809.52
8,3,32,2035714.29
8,3,33,2047619.05
8,3,34,2059523.81
8,3,35,2071428.57
8,3,36,2083333.33
8,4,1,1000000.0
8,4,2,1007142.86
8,4,3,1014285.71
8,4,4,1021428.57
8,4,5,1028571.43
8,4,6,1035714.29
8,4,7,1042857.14
8,4,8,1050000.0
8,4,9,1057142.86
8,4,10,1064285.71
8,4,11,1071428.57
8,4,12,1078571.43
8,4,13,1085714.29
8,4,14,1092857.14
8,4,15,1100000.0
8,4,16,1107142.86
8,4,17,1114285.71
8,4,18,1121428.57
8,4,19,1128571.43
8,4,20,1135714.29
8,4,21,1142857.14
8,4,22,1150000.0
8,4,23,1157142.86
8,4,24,1164285.71
8,4,25,1171428.57
8,4,26,1178571.43
8,4,27,1185714.29
8,4,28,1192857.14
8,4,29,1200000.0
8,4,30,1207142.86
8,4,31,1214285.71
8,4,32,1221428.57
8,4,33,1228571.43
8,4,34,1235714.29
8,4,35,1242857.14
8,4,36,1250000.0
8,5,1,666666.67
8,5,2,671428.57
8,5,3,676190.48
8,5,4,680952.38
8,5,5,685714.29
8,5,6,690476.19
8,5,7,695238.1
8,5,8,700000.0
8,5,9,704761.9
8,5,10,709523.81
8,5,11,714285.71
8,5,12,719047.62
8,5,13,723809.52
8,5,14,728571.43
8,5,15,733333.33
8,5,16,738095.24
8,5,17,742857.14
8,5,18,747619.05
8,5,19,752380.95
8,5,20,757142.86
8,5,21,761904.76
8,5,22,766666.67
8,5,23,771428.57
8,5,24,776190.48
8,5,25,780952.38
8,5,26,785714.29
8,5,27,790476.19
8,5,28,795238.1
8,5,29,800000.0
8,5,30,804761.9
8,5,31,809523.81
8,5,32,814285.71
8,5,33,819047.62
8,5,34,823809.52
8,5,35,828571.43
8,5,36,833333.33
9,3,1,1250000.0
9,3,2,1258928.57
9,3,3,1267857.14
9,3,4,1276785.71
9,3,5,1285714.29
9,3,6,1294642.86
9,3,7,1303571.43
9,3,8,1312500.0
9,3,9,1321428.57
9,3,10,1330357.14
9,3,11,1339285.71
9,3,12,1348214.29
9,3,13,1357142.86
9,3,14,1366071.43
9,3,15,1375000.0
9,3,16,1383928.57
9,3,17,1392857.14
9,3,18,1401785.71
9,3,19,1410714.29
9,3,20,1419642.86
9,3,21,1428571.43
9,3,22,1437500.0
9,3,23,1446428.57
9,3,24,1455357.14
9,3,25,1464285.71
9,3,26,1473214.29
9,3,27,1482142.86
9,3,28,1491071.43
9,3,29,1500000.0
9,3,30,1508928.57
9,3,31,1517857.14
9,3,32,1526785.71
9,3,33,1535714.29
9,3,34,1544642.86
9,3,35,1553571.43
9,3,36,1562500.0
9,4,1,750000.0
9,4,2,755357.14
9,4,3,760714.29
9,4,4,766071.43
9,4,5,771428.57
9,4,6,776785.71
9,4,7,782142.86
9,4,8,787500.0
9,4,9,792857.14
9,4,10,798214.29
9,4,11,803571.43
9,4,12,808928.57
9,4,13,814285.71
9,4,14,819642.86
9,4,15,825000.0
9,4,16,830357.14
9,4,17,835714.29
9,4,18,841071.43
9,4,19,846428.57
9,4,20,851785.71
9,4,21,857142.86
9,4,22,862500.0
9,4,23,867857.14
9,4,24,873214.29
9,4,25,878571.43
9,4,26,883928.57
9,4,27,889285.71
9,4,28,894642.86
9,4,29,900000.0
9,4,30,905357.14
9,4,31,910714.29
9,4,32,916071.43
9,4,33,921428.57
9,4,34,926785.71
9,4,35,932142.86
9,4,36,937500.0
9,5,1,500000.0
9,5,2,503571.43
9,5,3,507142.86
9,5,4,510714.29
9,5,5,514285.71
9,5,6,517857.14
9,5,7,521428.57
9,5,8,525000.0
9,5,9,528571.43
9,5,10,532142.86
9,5,11,535714.29
9,5,12,539285.71
9,5,13,542857.14
9,5,14,546428.57
9,5,15,550000.0
9,5,16,553571.43
9,5,17,557142.86
9,5,18,560714.29
