SHIPMENT_ID,SHIP_DATE,IS_LATE
TSHP00704,2022-04-04,0
TSHP01409,2022-04-04,1
TSHP01813,2022-04-05,0
TSHP01118,2022-04-05,0
TSHP02013,2022-04-05,1
TSHP00805,2022-04-05,1
TSHP02002,2022-04-05,1
TSHP00387,2022-04-05,0
TSHP02194,2022-04-05,0
TSHP01826,2022-04-05,1
TSHP01480,2022-04-05,0
TSHP01802,2022-04-06,0
TSHP00209,2022-04-06,0
TSHP00159,2022-04-06,0
TSHP01652,2022-04-06,1
TSHP01939,2022-04-06,0
TSHP00731,2022-04-06,1
TSHP01457,2022-04-06,0
TSHP01608,2022-04-07,0
TSHP01061,2022-04-07,0
TSHP01728,2022-04-07,1
TSHP00271,2022-04-07,1
TSHP02432,2022-04-07,0
TSHP01772,2022-04-08,0
TSHP00424,2022-04-08,0
TSHP00290,2022-04-08,1
TSHP01132,2022-04-08,0
TSHP01101,2022-04-08,0
TSHP01816,2022-04-08,1
TSHP01402,2022-04-08,0
TSHP00190,2022-04-08,0
TSHP01359,2022-04-09,0
TSHP01808,2022-04-09,0
TSHP01004,2022-04-09,0
TSHP02375,2022-04-09,1
TSHP00073,2022-04-10,1
TSHP00178,2022-04-10,1
TSHP02469,2022-04-10,0
TSHP01990,2022-04-10,0
TSHP01039,2022-04-10,0
TSHP01626,2022-04-10,1
TSHP00629,2022-04-11,0
TSHP01345,2022-04-11,0
TSHP01719,2022-04-11,0
TSHP00312,2022-04-11,1
TSHP01733,2022-04-11,0
TSHP01210,2022-04-11,0
TSHP02189,2022-04-11,0
TSHP01299,2022-04-11,0
TSHP01172,2022-04-11,0
TSHP00915,2022-04-12,0
TSHP01467,2022-04-12,0
TSHP01393,2022-04-12,0
TSHP01991,2022-04-12,0
TSHP02342,2022-04-12,0
TSHP02206,2022-04-12,0
TSHP01319,2022-04-12,0
TSHP02312,2022-04-12,0
TSHP01297,2022-04-13,0
TSHP01938,2022-04-13,0
TSHP00809,2022-04-13,1
TSHP00653,2022-04-13,1
TSHP00724,2022-04-13,1
TSHP02495,2022-04-14,0
TSHP01694,2022-04-14,0
TSHP01924,2022-04-15,0
TSHP02216,2022-04-15,0
TSHP00539,2022-04-15,1
TSHP01053,2022-04-15,0
TSHP00023,2022-04-15,0
TSHP00957,2022-04-15,0
TSHP01268,2022-04-15,0
TSHP01654,2022-04-15,0
TSHP00085,2022-04-16,0
TSHP00034,2022-04-16,0
TSHP01196,2022-04-17,0
TSHP02292,2022-04-17,0
TSHP00029,2022-04-17,0
TSHP01073,2022-04-17,0
TSHP01306,2022-04-17,0
TSHP02434,2022-04-17,1
TSHP01014,2022-04-17,0
TSHP00684,2022-04-18,0
TSHP00728,2022-04-18,1
TSHP00953,2022-04-18,0
TSHP00540,2022-04-18,0
TSHP02262,2022-04-18,0
TSHP02317,2022-04-18,0
TSHP01513,2022-04-18,0
TSHP00878,2022-04-18,0
TSHP01713,2022-04-19,0
TSHP00097,2022-04-19,0
TSHP01885,2022-04-19,1
TSHP01627,2022-04-19,1
TSHP00422,2022-04-19,0
TSHP00105,2022-04-19,0
TSHP01051,2022-04-20,0
TSHP02352,2022-04-20,0
TSHP02397,2022-04-20,0
TSHP00359,2022-04-20,0
TSHP00596,2022-04-20,1
TSHP01251,2022-04-20,0
TSHP00487,2022-04-21,1
TSHP02394,2022-04-21,0
TSHP02131,2022-04-21,1
TSHP02407,2022-04-21,0
TSHP00868,2022-04-21,0
TSHP01045,2022-04-21,0
TSHP00752,2022-04-21,0
TSHP00695,2022-04-21,1
TSHP00897,2022-04-22,1
TSHP01245,2022-04-22,0
TSHP01082,2022-04-22,0
TSHP00847,2022-04-22,0
TSHP00584,2022-04-22,0
TSHP02049,2022-04-22,0
TSHP01624,2022-04-22,0
TSHP02307,2022-04-23,0
TSHP02371,2022-04-23,0
TSHP01648,2022-04-23,0
TSHP00320,2022-04-23,0
TSHP02060,2022-04-23,1
TSHP00143,2022-04-23,0
TSHP00256,2022-04-23,0
TSHP00057,2022-04-23,0
TSHP02015,2022-04-23,0
TSHP01030,2022-04-23,0
TSHP01664,2022-04-23,0
TSHP02258,2022-04-23,0
TSHP01777,2022-04-24,1
TSHP01525,2022-04-24,0
TSHP01043,2022-04-24,0
TSHP01278,2022-04-24,0
TSHP02500,2022-04-25,1
TSHP00575,2022-04-25,0
TSHP01638,2022-04-25,0
TSHP02104,2022-04-25,0
TSHP00934,2022-04-25,0
TSHP00693,2022-04-25,1
TSHP01434,2022-04-25,0
TSHP01069,2022-04-25,0
TSHP02240,2022-04-26,0
TSHP00263,2022-04-26,1
TSHP01282,2022-04-26,0
TSHP01203,2022-04-26,0
TSHP00902,2022-04-26,0
TSHP01070,2022-04-26,1
TSHP01439,2022-04-26,0
TSHP01502,2022-04-26,1
TSHP02241,2022-04-27,0
TSHP00602,2022-04-27,0
TSHP00895,2022-04-27,0
TSHP01956,2022-04-27,0
TSHP01689,2022-04-27,0
TSHP01001,2022-04-28,0
TSHP02125,2022-04-29,0
TSHP02005,2022-04-29,0
TSHP02498,2022-04-29,1
TSHP00814,2022-04-29,0
TSHP00665,2022-04-29,0
TSHP01850,2022-04-30,0
TSHP01859,2022-04-30,0
TSHP01162,2022-04-30,0
TSHP01632,2022-04-30,1
TSHP02121,2022-05-01,1
TSHP01906,2022-05-01,0
TSHP02078,2022-05-01,1
TSHP01257,2022-05-01,0
TSHP00238,2022-05-01,0
TSHP00851,2022-05-01,0
TSHP00610,2022-05-02,0
TSHP00380,2022-05-02,1
TSHP00123,2022-05-02,0
TSHP00513,2022-05-02,0
TSHP00165,2022-05-02,0
TSHP02256,2022-05-03,0
TSHP01394,2022-05-03,0
TSHP02069,2022-05-03,0
TSHP00490,2022-05-03,1
TSHP00232,2022-05-03,1
TSHP01096,2022-05-03,0
TSHP00382,2022-05-03,0
TSHP00560,2022-05-03,0
TSHP01555,2022-05-03,1
TSHP00249,2022-05-04,1
TSHP02224,2022-05-04,0
TSHP01605,2022-05-04,1
TSHP01352,2022-05-04,0
TSHP00685,2022-05-04,0
TSHP01698,2022-05-04,0
TSHP02379,2022-05-04,1
TSHP02364,2022-05-05,0
TSHP02222,2022-05-05,0
TSHP01941,2022-05-05,0
TSHP02237,2022-05-05,0
TSHP00335,2022-05-05,1
TSHP01179,2022-05-05,0
TSHP01247,2022-05-05,0
TSHP00912,2022-05-05,0
TSHP00483,2022-05-05,0
TSHP01538,2022-05-05,0
TSHP00607,2022-05-05,0
TSHP02264,2022-05-05,0
TSHP00763,2022-05-06,0
TSHP00930,2022-05-06,0
TSHP00321,2022-05-06,0
TSHP00742,2022-05-06,0
TSHP02496,2022-05-06,0
TSHP01681,2022-05-06,0
TSHP00488,2022-05-06,1
TSHP00274,2022-05-06,0
TSHP01026,2022-05-06,0
TSHP00235,2022-05-06,0
TSHP01596,2022-05-07,0
TSHP00082,2022-05-07,0
TSHP00153,2022-05-07,0
TSHP02424,2022-05-07,1
