sale_id,date,store_id,item_id,unit_sales,onpromotion
135,2024-01-02,3,10,13,False
136,2024-01-02,3,11,18,False
137,2024-01-02,3,12,12,False
138,2024-01-02,3,13,6,False
139,2024-01-02,3,14,18,True
140,2024-01-02,3,15,5,False
141,2024-01-02,3,16,4,True
142,2024-01-02,3,17,14,False
143,2024-01-02,3,18,3,False
144,2024-01-02,3,19,13,False
145,2024-01-02,3,20,7,False
146,2024-01-02,3,21,1,False
147,2024-01-02,3,22,8,False
148,2024-01-02,3,23,1,False
149,2024-01-02,3,24,6,False
150,2024-01-02,3,25,2,False
151,2024-01-03,1,1,35,False
152,2024-01-03,1,2,24,False
153,2024-01-03,1,3,13,False
154,2024-01-03,1,4,36,False
155,2024-01-03,1,5,22,False
156,2024-01-03,1,6,34,False
157,2024-01-03,1,7,33,False
158,2024-01-03,1,8,23,False
159,2024-01-03,1,9,16,False
160,2024-01-03,1,10,30,False
161,2024-01-03,1,11,34,False
162,2024-01-03,1,12,30,False
163,2024-01-03,1,13,11,False
164,2024-01-03,1,14,23,False
165,2024-01-03,1,15,11,False
166,2024-01-03,1,16,13,False
167,2024-01-03,1,17,34,True
168,2024-01-03,1,18,22,False
169,2024-01-03,1,19,17,False
170,2024-01-03,1,20,18,False
171,2024-01-03,1,21,15,False
172,2024-01-03,1,22,9,False
173,2024-01-03,1,23,8,False
174,2024-01-03,1,24,10,False
175,2024-01-03,1,25,11,False
176,2024-01-03,2,1,32,False
177,2024-01-03,2,2,15,False
178,2024-01-03,2,3,15,False
179,2024-01-03,2,4,20,False
180,2024-01-03,2,5,21,False
181,2024-01-03,2,6,24,False
182,2024-01-03,2,7,28,False
183,2024-01-03,2,8,20,False
184,2024-01-03,2,9,19,False
185,2024-01-03,2,10,19,False
186,2024-01-03,2,11,27,False
187,2024-01-03,2,12,23,False
188,2024-01-03,2,13,13,True
189,2024-01-03,2,14,17,False
190,2024-01-03,2,15,9,False
191,2024-01-03,2,16,12,False
192,2024-01-03,2,17,13,False
193,2024-01-03,2,18,19,False
194,2024-01-03,2,19,18,False
195,2024-01-03,2,20,10,False
196,2024-01-03,2,21,10,False
197,2024-01-03,2,22,9,False
198,2024-01-03,2,23,11,False
199,2024-01-03,2,24,11,True
200,2024-01-03,2,25,16,False
201,2024-01-03,3,1,17,False
202,2024-01-03,3,2,15,False
203,2024-01-03,3,3,9,False
204,2024-01-03,3,4,9,False
205,2024-01-03,3,5,5,False
206,2024-01-03,3,6,16,False
207,2024-01-03,3,7,9,False
208,2024-01-03,3,8,13,False
209,2024-01-03,3,9,9,False
210,2024-01-03,3,10,13,False
211,2024-01-03,3,11,16,False
212,2024-01-03,3,12,16,False
213,2024-01-03,3,13,7,False
214,2024-01-03,3,14,14,True
215,2024-01-03,3,15,5,False
216,2024-01-03,3,16,8,False
217,2024-01-03,3,17,6,False
218,2024-01-03,3,18,14,False
219,2024-01-03,3,19,9,False
220,2024-01-03,3,20,8,False
221,2024-01-03,3,21,5,False
222,2024-01-03,3,22,4,False
223,2024-01-03,3,23,2,False
224,2024-01-03,3,24,4,False
225,2024-01-03,3,25,5,False
226,2024-01-04,1,1,41,False
227,2024-01-04,1,2,14,False
228,2024-01-04,1,3,32,False
229,2024-01-04,1,4,29,False
230,2024-01-04,1,5,10,False
231,2024-01-04,1,6,35,False
232,2024-01-04,1,7,26,False
233,2024-01-04,1,8,40,False
234,2024-01-04,1,9,18,False
235,2024-01-04,1,10,34,False
236,2024-01-04,1,11,31,False
237,2024-01-04,1,12,28,False
238,2024-01-04,1,13,21,False
239,2024-01-04,1,14,28,False
240,2024-01-04,1,15,20,False
241,2024-01-04,1,16,17,False
242,2024-01-04,1,17,35,True
243,2024-01-04,1,18,19,False
244,2024-01-04,1,19,29,False
245,2024-01-04,1,20,14,False
246,2024-01-04,1,21,11,False
247,2024-01-04,1,22,16,False
248,2024-01-04,1,23,13,False
249,2024-01-04,1,24,7,False
250,2024-01-04,1,25,8,False
251,2024-01-04,2,1,25,False
252,2024-01-04,2,2,12,False
253,2024-01-04,2,3,11,False
254,2024-01-04,2,4,15,False
255,2024-01-04,2,5,13,False
256,2024-01-04,2,6,48,True
257,2024-01-04,2,7,26,False
258,2024-01-04,2,8,25,False
259,2024-01-04,2,9,8,False
260,2024-01-04,2,10,26,False
261,2024-01-04,2,11,39,False
262,2024-01-04,2,12,34,False
263,2024-01-04,2,13,14,False
264,2024-01-04,2,14,20,False
265,2024-01-04,2,15,9,False
266,2024-01-04,2,16,8,False
267,2024-01-04,2,17,11,False
268,2024-01-04,2,18,9,False
269,2024-01-04,2,19,18,False
270,2024-01-04,2,20,13,False
271,2024-01-04,2,21,12,False
272,2024-01-04,2,22,10,False
273,2024-01-04,2,23,7,False
274,2024-01-04,2,24,7,False
275,2024-01-04,2,25,16,False
276,2024-01-04,3,1,20,False
277,2024-01-04,3,2,13,False
278,2024-01-04,3,3,11,False
279,2024-01-04,3,4,8,False
280,2024-01-04,3,5,8,False
281,2024-01-04,3,6,7,False
282,2024-01-04,3,7,9,False
283,2024-01-04,3,8,13,False
284,2024-01-04,3,9,7,False
285,2024-01-04,3,10,8,False
286,2024-01-04,3,11,13,False
287,2024-01-04,3,12,15,False
288,2024-01-04,3,13,7,False
289,2024-01-04,3,14,9,False
290,2024-01-04,3,15,10,False
291,2024-01-04,3,16,4,False
292,2024-01-04,3,17,14,False
293,2024-01-04,3,18,8,False
294,2024-01-04,3,19,9,False
295,2024-01-04,3,20,8,False
296,2024-01-04,3,21,9,False
297,2024-01-04,3,22,7,False
298,2024-01-04,3,23,5,False
299,2024-01-04,3,24,7,True
300,2024-01-04,3,25,11,False
301,2024-01-05,1,1,41,False
302,2024-01-05,1,2,23,False
303,2024-01-05,1,3,19,False
304,2024-01-05,1,4,23,False
305,2024-01-05,1,5,13,False
306,2024-01-05,1,6,30,False
307,2024-01-05,1,7,27,False
308,2024-01-05,1,8,35,False
309,2024-01-05,1,9,19,False
310,2024-01-05,1,10,37,False
311,2024-01-05,1,11,50,True
312,2024-01-05,1,12,32,False
313,2024-01-05,1,13,26,False
314,2024-01-05,1,14,20,False
315,2024-01-05,1,15,12,False
316,2024-01-05,1,16,10,False
317,2024-01-05,1,17,23,False
318,2024-01-05,1,18,22,False
319,2024-01-05,1,19,32,False
320,2024-01-05,1,20,13,False
321,2024-01-05,1,21,7,False
322,2024-01-05,1,22,7,False
323,2024-01-05,1,23,15,False
324,2024-01-05,1,24,11,False
325,2024-01-05,1,25,18,False
326,2024-01-05,2,1,31,False
327,2024-01-05,2,2,24,False
328,2024-01-05,2,3,11,False
329,2024-01-05,2,4,23,False
330,2024-01-05,2,5,14,False
331,2024-01-05,2,6,18,False
332,2024-01-05,2,7,19,False
333,2024-01-05,2,8,20,False
334,2024-01-05,2,9,15,False
335,2024-01-05,2,10,26,False
336,2024-01-05,2,11,16,False
337,2024-01-05,2,12,23,False
338,2024-01-05,2,13,12,False
339,2024-01-05,2,14,20,False
340,2024-01-05,2,15,15,True
341,2024-01-05,2,16,15,False
342,2024-01-05,2,17,17,False
343,2024-01-05,2,18,19,False
344,2024-01-05,2,19,22,False
345,2024-01-05,2,20,11,False
346,2024-01-05,2,21,6,False
347,2024-01-05,2,22,8,False
348,2024-01-05,2,23,1,False
349,2024-01-05,2,24,8,False
350,2024-01-05,2,25,16,False
351,2024-01-05,3,1,15,False
352,2024-01-05,3,2,19,False
353,2024-01-05,3,3,4,False
354,2024-01-05,3,4,15,False
355,2024-01-05,3,5,6,False
356,2024-01-05,3,6,10,False
357,2024-01-05,3,7,15,False
358,2024-01-05,3,8,22,False
359,2024-01-05,3,9,12,False
360,2024-01-05,3,10,20,False
361,2024-01-05,3,11,13,False
362,2024-01-05,3,12,18,False
363,2024-01-05,3,13,10,False
364,2024-01-05,3,14,9,False
365,2024-01-05,3,15,8,False
366,2024-01-05,3,16,4,False
367,2024-01-05,3,17,7,False
368,2024-01-05,3,18,12,True
369,2024-01-05,3,19,9,False
370,2024-01-05,3,20,2,False
371,2024-01-05,3,21,4,False
372,2024-01-05,3,22,7,False
373,2024-01-05,3,23,0,False
374,2024-01-05,3,24,3,False
375,2024-01-05,3,25,5,False
376,2024-01-06,1,1,51,False
377,2024-01-06,1,2,29,False
378,2024-01-06,1,3,18,False
379,2024-01-06,1,4,28,False
380,2024-01-06,1,5,23,False
381,2024-01-06,1,6,41,False
382,2024-01-06,1,7,38,False
383,2024-01-06,1,8,32,False
384,2024-01-06,1,9,19,False
385,2024-01-06,1,10,45,False
386,2024-01-06,1,11,38,False
387,2024-01-06,1,12,42,False
388,2024-01-06,1,13,21,False
389,2024-01-06,1,14,25,False
390,2024-01-06,1,15,14,False
391,2024-01-06,1,16,13,False
392,2024-01-06,1,17,38,True
393,2024-01-06,1,18,31,False
394,2024-01-06,1,19,40,False
395,2024-01-06,1,20,21,False
396,2024-01-06,1,21,14,False
397,2024-01-06,1,22,19,False
398,2024-01-06,1,23,17,False
399,2024-01-06,1,24,11,False
400,2024-01-06,1,25,30,True
401,2024-01-06,2,1,38,False
402,2024-01-06,2,2,23,False
403,2024-01-06,2,3,15,False
404,2024-01-06,2,4,23,False
405,2024-01-06,2,5,19,False
406,2024-01-06,2,6,20,False
407,2024-01-06,2,7,32,False
408,2024-01-06,2,8,28,False
409,2024-01-06,2,9,10,False
410,2024-01-06,2,10,31,False
411,2024-01-06,2,11,27,False
412,2024-01-06,2,12,32,False
413,2024-01-06,2,13,19,False
414,2024-01-06,2,14,14,False
415,2024-01-06,2,15,13,False
416,2024-01-06,2,16,10,False
417,2024-01-06,2,17,25,False
418,2024-01-06,2,18,36,True
419,2024-01-06,2,19,36,False
420,2024-01-06,2,20,11,False
421,2024-01-06,2,21,8,False
422,2024-01-06,2,22,8,False
423,2024-01-06,2,23,10,False
424,2024-01-06,2,24,12,False
425,2024-01-06,2,25,23,True
426,2024-01-06,3,1,19,False
427,2024-01-06,3,2,14,False
428,2024-01-06,3,3,6,False
429,2024-01-06,3,4,19,False
430,2024-01-06,3,5,5,False
431,2024-01-06,3,6,20,False
432,2024-01-06,3,7,14,False
433,2024-01-06,3,8,16,False
434,2024-01-06,3,9,3,False
435,2024-01-06,3,10,13,False
436,2024-01-06,3,11,20,False
437,2024-01-06,3,12,14,False
438,2024-01-06,3,13,12,False
439,2024-01-06,3,14,9,False
440,2024-01-06,3,15,8,False
441,2024-01-06,3,16,7,False
442,2024-01-06,3,17,16,False
443,2024-01-06,3,18,13,False
444,2024-01-06,3,19,14,False
445,2024-01-06,3,20,6,False
446,2024-01-06,3,21,4,True
447,2024-01-06,3,22,5,False
448,2024-01-06,3,23,9,False
449,2024-01-06,3,24,7,False
450,2024-01-06,3,25,3,False
451,2024-01-07,1,1,34,False
452,2024-01-07,1,2,36,False
453,2024-01-07,1,3,37,False
454,2024-01-07,1,4,34,False
455,2024-01-07,1,5,18,False
456,2024-01-07,1,6,39,False
457,2024-01-07,1,7,34,False
458,2024-01-07,1,8,39,False
459,2024-01-07,1,9,27,False
460,2024-01-07,1,10,42,False
461,2024-01-07,1,11,46,False
462,2024-01-07,1,12,49,False
463,2024-01-07,1,13,22,False
464,2024-01-07,1,14,30,False
465,2024-01-07,1,15,12,False
466,2024-01-07,1,16,18,False
467,2024-01-07,1,17,31,False
468,2024-01-07,1,18,36,False
469,2024-01-07,1,19,33,False
470,2024-01-07,1,20,28,False
471,2024-01-07,1,21,20,False
472,2024-01-07,1,22,36,True
473,2024-01-07,1,23,18,False
474,2024-01-07,1,24,14,False
475,2024-01-07,1,25,11,False
476,2024-01-07,2,1,25,False
477,2024-01-07,2,2,30,False
478,2024-01-07,2,3,20,False
479,2024-01-07,2,4,58,True
480,2024-01-07,2,5,15,False
481,2024-01-07,2,6,26,False
482,2024-01-07,2,7,21,False
483,2024-01-07,2,8,25,False
484,2024-01-07,2,9,19,False
485,2024-01-07,2,10,35,False
486,2024-01-07,2,11,32,False
487,2024-01-07,2,12,33,False
488,2024-01-07,2,13,16,False
489,2024-01-07,2,14,21,False
490,2024-01-07,2,15,12,False
491,2024-01-07,2,16,6,False
492,2024-01-07,2,17,30,True
493,2024-01-07,2,18,17,False
494,2024-01-07,2,19,28,False
495,2024-01-07,2,20,7,False
496,2024-01-07,2,21,21,False
497,2024-01-07,2,22,17,False
498,2024-01-07,2,23,16,False
499,2024-01-07,2,24,10,False
500,2024-01-07,2,25,13,False
501,2024-01-07,3,1,14,False
502,2024-01-07,3,2,14,False
503,2024-01-07,3,3,12,False
504,2024-01-07,3,4,13,False
505,2024-01-07,3,5,9,False
506,2024-01-07,3,6,8,False
507,2024-01-07,3,7,13,False
508,2024-01-07,3,8,14,False
509,2024-01-07,3,9,13,False
510,2024-01-07,3,10,21,False
511,2024-01-07,3,11,22,False
512,2024-01-07,3,12,12,False
513,2024-01-07,3,13,15,False
514,2024-01-07,3,14,10,False
515,2024-01-07,3,15,8,False
516,2024-01-07,3,16,5,False
517,2024-01-07,3,17,11,False
518,2024-01-07,3,18,10,False
519,2024-01-07,3,19,15,False
520,2024-01-07,3,20,9,False
521,2024-01-07,3,21,9,False
522,2024-01-07,3,22,8,False
523,2024-01-07,3,23,5,False
524,2024-01-07,3,24,7,False
525,2024-01-07,3,25,14,False
526,2024-01-08,1,1,33,False
527,2024-01-08,1,2,27,False
528,2024-01-08,1,3,34,True
529,2024-01-08,1,4,38,False
530,2024-01-08,1,5,18,False
531,2024-01-08,1,6,27,False
532,2024-01-08,1,7,30,False
533,2024-01-08,1,8,26,False
534,2024-01-08,1,9,37,True
535,2024-01-08,1,10,28,False
536,2024-01-08,1,11,31,False
537,2024-01-08,1,12,29,False
538,2024-01-08,1,13,18,False
539,2024-01-08,1,14,24,False
540,2024-01-08,1,15,11,False
541,2024-01-08,1,16,10,False
542,2024-01-08,1,17,13,False
543,2024-01-08,1,18,23,False
544,2024-01-08,1,19,18,False
545,2024-01-08,1,20,11,False
546,2024-01-08,1,21,6,False
547,2024-01-08,1,22,14,False
548,2024-01-08,1,23,7,False
549,2024-01-08,1,24,11,False
550,2024-01-08,1,25,16,False
551,2024-01-08,2,1,18,False
552,2024-01-08,2,2,20,False
553,2024-01-08,2,3,17,False
554,2024-01-08,2,4,23,False
555,2024-01-08,2,5,11,False
556,2024-01-08,2,6,19,False
557,2024-01-08,2,7,15,False
558,2024-01-08,2,8,13,False
559,2024-01-08,2,9,12,False
560,2024-01-08,2,10,39,False
561,2024-01-08,2,11,25,False
562,2024-01-08,2,12,23,False
563,2024-01-08,2,13,13,False
564,2024-01-08,2,14,21,False
565,2024-01-08,2,15,10,False
566,2024-01-08,2,16,3,False
567,2024-01-08,2,17,21,False
568,2024-01-08,2,18,19,False
569,2024-01-08,2,19,37,False
570,2024-01-08,2,20,11,False
571,2024-01-08,2,21,11,False
572,2024-01-08,2,22,5,False
573,2024-01-08,2,23,7,False
574,2024-01-08,2,24,5,False
575,2024-01-08,2,25,7,False
576,2024-01-08,3,1,14,False
577,2024-01-08,3,2,8,False
578,2024-01-08,3,3,6,False
579,2024-01-08,3,4,14,False
580,2024-01-08,3,5,6,False
581,2024-01-08,3,6,11,False
582,2024-01-08,3,7,15,False
583,2024-01-08,3,8,10,False
584,2024-01-08,3,9,7,False
585,2024-01-08,3,10,15,False
586,2024-01-08,3,11,13,False
587,2024-01-08,3,12,9,False
588,2024-01-08,3,13,9,False
589,2024-01-08,3,14,9,False
590,2024-01-08,3,15,7,False
591,2024-01-08,3,16,3,False
592,2024-01-08,3,17,6,False
593,2024-01-08,3,18,4,False
594,2024-01-08,3,19,19,False
595,2024-01-08,3,20,4,False
596,2024-01-08,3,21,6,False
597,2024-01-08,3,22,3,False
598,2024-01-08,3,23,5,False
599,2024-01-08,3,24,2,False
600,2024-01-08,3,25,6,False
601,2024-01-09,1,1,24,False
602,2024-01-09,1,2,32,False
603,2024-01-09,1,3,16,False
604,2024-01-09,1,4,26,False
605,2024-01-09,1,5,21,False
606,2024-01-09,1,6,32,False
607,2024-01-09,1,7,26,False
608,2024-01-09,1,8,18,False
609,2024-01-09,1,9,15,False
610,2024-01-09,1,10,43,False
611,2024-01-09,1,11,28,False
612,2024-01-09,1,12,35,False
613,2024-01-09,1,13,34,True
614,2024-01-09,1,14,23,False
615,2024-01-09,1,15,5,False
616,2024-01-09,1,16,12,False
617,2024-01-09,1,17,24,False
618,2024-01-09,1,18,24,False
619,2024-01-09,1,19,24,False
620,2024-01-09,1,20,11,False
621,2024-01-09,1,21,13,False
622,2024-01-09,1,22,13,False
623,2024-01-09,1,23,13,False
624,2024-01-09,1,24,6,False
625,2024-01-09,1,25,20,False
626,2024-01-09,2,1,20,False
627,2024-01-09,2,2,12,False
628,2024-01-09,2,3,20,True
629,2024-01-09,2,4,28,False
630,2024-01-09,2,5,10,False
631,2024-01-09,2,6,22,False
632,2024-01-09,2,7,27,False
633,2024-01-09,2,8,25,False
634,2024-01-09,2,9,16,False
635,2024-01-09,2,10,29,False
636,2024-01-09,2,11,28,True
637,2024-01-09,2,12,20,False
638,2024-01-09,2,13,17,False
639,2024-01-09,2,14,17,False
640,2024-01-09,2,15,8,False
641,2024-01-09,2,16,8,False
642,2024-01-09,2,17,13,False
643,2024-01-09,2,18,15,False
644,2024-01-09,2,19,27,False
645,2024-01-09,2,20,16,False
646,2024-01-09,2,21,12,False
647,2024-01-09,2,22,11,False
648,2024-01-09,2,23,7,False
649,2024-01-09,2,24,6,False
650,2024-01-09,2,25,8,False
651,2024-01-09,3,1,10,False
652,2024-01-09,3,2,14,True
653,2024-01-09,3,3,4,False
654,2024-01-09,3,4,26,True
655,2024-01-09,3,5,1,False
656,2024-01-09,3,6,15,False
657,2024-01-09,3,7,19,False
658,2024-01-09,3,8,12,False
659,2024-01-09,3,9,15,False
660,2024-01-09,3,10,15,False
661,2024-01-09,3,11,20,False
662,2024-01-09,3,12,12,False
663,2024-01-09,3,13,14,False
664,2024-01-09,3,14,7,False
665,2024-01-09,3,15,4,False
666,2024-01-09,3,16,9,True
667,2024-01-09,3,17,14,False
668,2024-01-09,3,18,14,False
669,2024-01-09,3,19,14,False
670,2024-01-09,3,20,10,False
671,2024-01-09,3,21,4,False
672,2024-01-09,3,22,7,False
673,2024-01-09,3,23,7,True
674,2024-01-09,3,24,4,False
675,2024-01-09,3,25,11,False
676,2024-01-10,1,1,37,False
677,2024-01-10,1,2,31,False
678,2024-01-10,1,3,22,False
679,2024-01-10,1,4,21,False
680,2024-01-10,1,5,13,False
681,2024-01-10,1,6,26,False
682,2024-01-10,1,7,23,False
683,2024-01-10,1,8,25,False
684,2024-01-10,1,9,16,False
685,2024-01-10,1,10,30,False
686,2024-01-10,1,11,25,False
687,2024-01-10,1,12,34,False
688,2024-01-10,1,13,15,False
689,2024-01-10,1,14,27,False
690,2024-01-10,1,15,15,False
691,2024-01-10,1,16,19,False
692,2024-01-10,1,17,14,False
693,2024-01-10,1,18,21,False
694,2024-01-10,1,19,40,True
695,2024-01-10,1,20,17,False
696,2024-01-10,1,21,13,False
697,2024-01-10,1,22,19,False
698,2024-01-10,1,23,10,False
699,2024-01-10,1,24,17,False
700,2024-01-10,1,25,17,False
701,2024-01-10,2,1,20,False
702,2024-01-10,2,2,17,False
703,2024-01-10,2,3,14,False
704,2024-01-10,2,4,27,False
705,2024-01-10,2,5,8,False
706,2024-01-10,2,6,25,False
707,2024-01-10,2,7,28,False
708,2024-01-10,2,8,25,False
709,2024-01-10,2,9,22,False
710,2024-01-10,2,10,18,False
711,2024-01-10,2,11,23,False
712,2024-01-10,2,12,23,False
713,2024-01-10,2,13,13,False
714,2024-01-10,2,14,23,True
715,2024-01-10,2,15,10,True
716,2024-01-10,2,16,7,False
717,2024-01-10,2,17,20,False
718,2024-01-10,2,18,15,False
719,2024-01-10,2,19,20,False
720,2024-01-10,2,20,9,False
721,2024-01-10,2,21,11,False
722,2024-01-10,2,22,11,False
723,2024-01-10,2,23,6,False
724,2024-01-10,2,24,6,False
725,2024-01-10,2,25,10,False
726,2024-01-10,3,1,14,False
727,2024-01-10,3,2,13,False
728,2024-01-10,3,3,11,False
729,2024-01-10,3,4,14,False
730,2024-01-10,3,5,7,False
731,2024-01-10,3,6,16,False
732,2024-01-10,3,7,10,False
733,2024-01-10,3,8,20,True
734,2024-01-10,3,9,4,False
735,2024-01-10,3,10,20,False
736,2024-01-10,3,11,18,False
737,2024-01-10,3,12,21,False
738,2024-01-10,3,13,10,False
739,2024-01-10,3,14,9,False
740,2024-01-10,3,15,6,False
741,2024-01-10,3,16,2,False
742,2024-01-10,3,17,12,False
743,2024-01-10,3,18,3,False
744,2024-01-10,3,19,10,False
745,2024-01-10,3,20,4,False
746,2024-01-10,3,21,6,False
747,2024-01-10,3,22,9,False
748,2024-01-10,3,23,2,False
749,2024-01-10,3,24,4,False
750,2024-01-10,3,25,5,False
751,2024-01-11,1,1,38,False
752,2024-01-11,1,2,31,False
753,2024-01-11,1,3,25,False
754,2024-01-11,1,4,22,False
755,2024-01-11,1,5,22,False
756,2024-01-11,1,6,35,False
757,2024-01-11,1,7,38,True
758,2024-01-11,1,8,20,False
759,2024-01-11,1,9,22,False
760,2024-01-11,1,10,41,False
761,2024-01-11,1,11,29,False
762,2024-01-11,1,12,36,False
763,2024-01-11,1,13,18,False
764,2024-01-11,1,14,32,False
765,2024-01-11,1,15,16,False
766,2024-01-11,1,16,15,False
767,2024-01-11,1,17,24,False
768,2024-01-11,1,18,23,False
769,2024-01-11,1,19,22,False
770,2024-01-11,1,20,17,False
771,2024-01-11,1,21,13,False
772,2024-01-11,1,22,16,False
773,2024-01-11,1,23,15,True
774,2024-01-11,1,24,6,False
775,2024-01-11,1,25,5,False
776,2024-01-11,2,1,26,False
777,2024-01-11,2,2,22,False
778,2024-01-11,2,3,23,True
779,2024-01-11,2,4,18,False
780,2024-01-11,2,5,16,False
781,2024-01-11,2,6,30,False
782,2024-01-11,2,7,15,False
783,2024-01-11,2,8,24,False
784,2024-01-11,2,9,14,False
785,2024-01-11,2,10,16,False
786,2024-01-11,2,11,28,False
787,2024-01-11,2,12,27,False
788,2024-01-11,2,13,13,False
789,2024-01-11,2,14,18,False
790,2024-01-11,2,15,6,False
791,2024-01-11,2,16,2,False
792,2024-01-11,2,17,23,False
793,2024-01-11,2,18,18,False
794,2024-01-11,2,19,18,False
795,2024-01-11,2,20,11,False
796,2024-01-11,2,21,4,False
797,2024-01-11,2,22,12,False
798,2024-01-11,2,23,17,True
799,2024-01-11,2,24,12,False
800,2024-01-11,2,25,14,False
801,2024-01-11,3,1,23,True
802,2024-01-11,3,2,18,False
803,2024-01-11,3,3,7,False
804,2024-01-11,3,4,9,False
805,2024-01-11,3,5,6,False
806,2024-01-11,3,6,16,False
807,2024-01-11,3,7,16,False
808,2024-01-11,3,8,17,False
809,2024-01-11,3,9,7,False
810,2024-01-11,3,10,22,False
811,2024-01-11,3,11,16,False
812,2024-01-11,3,12,16,False
813,2024-01-11,3,13,7,False
814,2024-01-11,3,14,9,False
815,2024-01-11,3,15,8,False
816,2024-01-11,3,16,5,False
817,2024-01-11,3,17,7,False
818,2024-01-11,3,18,11,False
819,2024-01-11,3,19,15,False
820,2024-01-11,3,20,8,False
