run_id,machine_id,product_id,shift_id,period,planned_quantity,actual_quantity,good_quantity,waste_quantity,actual_speed,target_speed
RUN0206,M013,PRD02,SHIFT_SWING,2,300,208,203,5,26.0,37.5
RUN0207,M013,PRD06,SHIFT_SWING,2,600,408,395,13,51.1,75.0
RUN0208,M013,PRD06,SHIFT_DAY,3,600,415,412,3,51.9,75.0
RUN0209,M013,PRD02,SHIFT_SWING,4,300,224,220,4,28.0,37.5
RUN0210,M013,PRD06,SHIFT_NIGHT,4,600,415,408,7,51.9,75.0
RUN0211,M013,PRD02,SHIFT_DAY,5,300,217,215,2,29.5,37.5
RUN0212,M013,PRD06,SHIFT_NIGHT,5,600,386,383,3,52.5,75.0
RUN0213,M013,PRD02,SHIFT_NIGHT,6,300,190,188,2,25.6,37.5
RUN0214,M013,PRD06,SHIFT_NIGHT,6,600,391,385,6,52.6,75.0
RUN0215,M013,PRD02,SHIFT_NIGHT,7,300,213,211,2,26.7,37.5
RUN0216,M013,PRD06,SHIFT_NIGHT,8,600,444,431,13,55.5,75.0
RUN0217,M013,PRD02,SHIFT_SWING,9,300,200,196,4,25.1,37.5
RUN0218,M013,PRD02,SHIFT_NIGHT,10,300,199,192,7,24.9,37.5
RUN0219,M013,PRD06,SHIFT_SWING,10,600,399,390,9,49.9,75.0
RUN0220,M013,PRD02,SHIFT_SWING,11,300,221,214,7,27.7,37.5
RUN0221,M013,PRD06,SHIFT_DAY,11,600,420,409,11,52.5,75.0
RUN0222,M013,PRD06,SHIFT_SWING,12,600,438,433,5,54.8,75.0
RUN0223,M014,PRD02,SHIFT_NIGHT,1,308,211,208,3,31.0,38.5
RUN0224,M014,PRD06,SHIFT_SWING,2,516,425,421,4,55.5,64.5
RUN0225,M014,PRD02,SHIFT_SWING,2,308,242,241,1,31.6,38.5
RUN0226,M014,PRD02,SHIFT_SWING,3,308,199,198,1,29.1,38.5
RUN0227,M014,PRD02,SHIFT_DAY,4,308,249,247,2,33.1,38.5
RUN0228,M014,PRD06,SHIFT_DAY,4,516,410,408,2,54.5,64.5
RUN0229,M014,PRD06,SHIFT_SWING,5,516,313,308,5,49.1,64.5
RUN0230,M014,PRD02,SHIFT_SWING,6,308,198,197,1,33.4,38.5
RUN0231,M014,PRD02,SHIFT_DAY,7,308,245,243,2,33.5,38.5
RUN0232,M014,PRD06,SHIFT_SWING,7,516,413,408,5,56.5,64.5
RUN0233,M014,PRD02,SHIFT_NIGHT,8,308,194,192,2,28.9,38.5
RUN0234,M014,PRD06,SHIFT_NIGHT,8,516,341,335,6,50.8,64.5
RUN0235,M014,PRD06,SHIFT_DAY,9,516,361,355,6,54.9,64.5
RUN0236,M014,PRD02,SHIFT_DAY,10,308,255,253,2,33.5,38.5
RUN0237,M014,PRD06,SHIFT_DAY,10,516,439,436,3,57.7,64.5
RUN0238,M014,PRD02,SHIFT_DAY,11,308,212,210,2,30.7,38.5
RUN0239,M014,PRD06,SHIFT_SWING,12,516,372,369,3,49.7,64.5
RUN0240,M014,PRD02,SHIFT_SWING,12,308,241,240,1,32.3,38.5
RUN0241,M015,PRD06,SHIFT_DAY,1,533,392,380,12,49.0,66.7
RUN0242,M015,PRD02,SHIFT_NIGHT,2,312,224,222,2,28.0,39.1
RUN0243,M015,PRD06,SHIFT_DAY,3,533,340,337,3,46.3,66.7
RUN0244,M015,PRD02,SHIFT_DAY,4,312,241,237,4,30.2,39.1
RUN0245,M015,PRD06,SHIFT_NIGHT,4,533,372,359,13,46.6,66.7
RUN0246,M015,PRD02,SHIFT_NIGHT,5,312,223,219,4,27.9,39.1
RUN0247,M015,PRD02,SHIFT_SWING,6,312,233,225,8,29.2,39.1
RUN0248,M015,PRD06,SHIFT_DAY,6,533,382,373,9,47.8,66.7
RUN0249,M015,PRD06,SHIFT_NIGHT,7,533,369,365,4,46.2,66.7
RUN0250,M015,PRD06,SHIFT_DAY,8,533,395,381,14,49.4,66.7
RUN0251,M015,PRD02,SHIFT_DAY,9,312,221,216,5,27.7,39.1
RUN0252,M015,PRD06,SHIFT_DAY,10,533,421,408,13,52.7,66.7
RUN0253,M015,PRD02,SHIFT_DAY,11,312,249,245,4,31.2,39.1
RUN0254,M015,PRD06,SHIFT_SWING,11,533,374,363,11,46.8,66.7
RUN0255,M015,PRD02,SHIFT_DAY,12,312,218,215,3,29.4,39.1
RUN0256,M016,PRD02,SHIFT_NIGHT,1,289,88,87,1,23.9,36.2
RUN0257,M016,PRD06,SHIFT_DAY,2,607,334,327,7,52.6,75.9
RUN0258,M016,PRD02,SHIFT_SWING,2,289,171,168,3,27.0,36.2
RUN0259,M016,PRD02,SHIFT_DAY,3,289,182,181,1,27.2,36.2
RUN0260,M016,PRD06,SHIFT_DAY,3,607,359,349,10,53.7,75.9
RUN0261,M016,PRD06,SHIFT_DAY,4,607,395,382,13,55.3,75.9
RUN0262,M016,PRD02,SHIFT_SWING,4,289,170,169,1,23.8,36.2
RUN0263,M016,PRD06,SHIFT_SWING,5,607,333,327,6,51.5,75.9
RUN0264,M016,PRD06,SHIFT_DAY,6,607,351,342,9,57.3,75.9
RUN0265,M016,PRD02,SHIFT_DAY,6,289,157,155,2,25.6,36.2
RUN0266,M016,PRD06,SHIFT_NIGHT,7,607,356,351,5,51.1,75.9
RUN0267,M016,PRD06,SHIFT_NIGHT,8,607,357,348,9,51.5,75.9
RUN0268,M016,PRD02,SHIFT_SWING,9,289,174,171,3,23.3,36.2
RUN0269,M016,PRD06,SHIFT_DAY,9,607,400,392,8,53.4,75.9
RUN0270,M016,PRD02,SHIFT_DAY,10,289,107,106,1,27.8,36.2
RUN0271,M016,PRD02,SHIFT_SWING,11,289,166,163,3,23.8,36.2
RUN0272,M016,PRD06,SHIFT_SWING,11,607,355,344,11,50.8,75.9
RUN0273,M016,PRD02,SHIFT_DAY,12,289,174,172,2,28.0,36.2
RUN0274,M017,PRD02,SHIFT_NIGHT,1,264,189,187,2,23.7,33.0
RUN0275,M017,PRD02,SHIFT_NIGHT,2,264,175,174,1,23.4,33.0
RUN0276,M017,PRD06,SHIFT_SWING,2,600,369,364,5,49.4,75.1
RUN0277,M017,PRD06,SHIFT_DAY,3,600,451,442,9,56.4,75.1
RUN0278,M017,PRD06,SHIFT_SWING,4,600,391,385,6,51.7,75.1
RUN0279,M017,PRD02,SHIFT_DAY,5,264,180,176,4,22.5,33.0
RUN0280,M017,PRD06,SHIFT_DAY,5,600,440,435,5,55.0,75.1
RUN0281,M017,PRD06,SHIFT_SWING,6,600,396,384,12,54.0,75.1
RUN0282,M017,PRD06,SHIFT_NIGHT,7,600,384,372,12,48.1,75.1
RUN0283,M017,PRD02,SHIFT_SWING,7,264,198,195,3,24.8,33.0
RUN0284,M017,PRD02,SHIFT_SWING,8,264,188,186,2,23.5,33.0
RUN0285,M017,PRD06,SHIFT_DAY,8,600,455,440,15,56.9,75.1
RUN0286,M017,PRD02,SHIFT_SWING,9,264,179,176,3,22.4,33.0
RUN0287,M017,PRD06,SHIFT_SWING,9,600,396,385,11,49.6,75.1
RUN0288,M017,PRD02,SHIFT_DAY,10,264,178,176,2,22.3,33.0
RUN0289,M017,PRD06,SHIFT_SWING,10,600,388,382,6,48.5,75.1
RUN0290,M017,PRD02,SHIFT_DAY,11,264,192,188,4,24.1,33.0
RUN0291,M017,PRD02,SHIFT_NIGHT,12,264,188,186,2,23.6,33.0
RUN0292,M018,PRD02,SHIFT_NIGHT,1,300,172,171,1,27.9,37.6
RUN0293,M018,PRD02,SHIFT_SWING,2,300,199,198,1,24.9,37.6
RUN0294,M018,PRD06,SHIFT_NIGHT,3,578,378,373,5,47.3,72.3
RUN0295,M018,PRD02,SHIFT_SWING,4,300,212,210,2,26.6,37.6
RUN0296,M018,PRD06,SHIFT_DAY,4,578,428,422,6,53.5,72.3
RUN0297,M018,PRD06,SHIFT_SWING,5,578,420,414,6,52.6,72.3
RUN0298,M018,PRD02,SHIFT_NIGHT,6,300,186,184,2,25.7,37.6
RUN0299,M018,PRD02,SHIFT_DAY,7,300,233,231,2,29.2,37.6
RUN0300,M018,PRD02,SHIFT_SWING,8,300,225,224,1,28.2,37.6
RUN0301,M018,PRD06,SHIFT_SWING,8,578,423,416,7,52.9,72.3
RUN0302,M018,PRD06,SHIFT_DAY,9,578,342,338,4,51.0,72.3
RUN0303,M018,PRD02,SHIFT_NIGHT,10,300,158,157,1,26.4,37.6
RUN0304,M018,PRD02,SHIFT_NIGHT,11,300,219,217,2,27.4,37.6
RUN0305,M018,PRD06,SHIFT_DAY,11,578,428,424,4,53.5,72.3
RUN0306,M018,PRD06,SHIFT_DAY,12,578,398,394,4,49.8,72.3
RUN0307,M019,PRD02,SHIFT_DAY,1,312,271,266,5,33.9,39.0
RUN0308,M019,PRD06,SHIFT_NIGHT,2,620,517,508,9,64.7,77.6
RUN0309,M019,PRD02,SHIFT_NIGHT,2,312,243,239,4,30.4,39.0
RUN0310,M019,PRD06,SHIFT_NIGHT,3,620,487,484,3,64.7,77.6
RUN0311,M019,PRD06,SHIFT_SWING,4,620,472,467,5,59.0,77.6
RUN0312,M019,PRD02,SHIFT_NIGHT,5,312,262,260,2,32.8,39.0
RUN0313,M019,PRD02,SHIFT_DAY,6,312,244,241,3,31.7,39.0
RUN0314,M019,PRD06,SHIFT_SWING,6,620,514,510,4,66.8,77.6
RUN0315,M019,PRD02,SHIFT_SWING,7,312,252,247,5,31.6,39.0
RUN0316,M019,PRD06,SHIFT_SWING,7,620,474,471,3,59.3,77.6
RUN0317,M019,PRD06,SHIFT_SWING,8,620,481,477,4,60.2,77.6
RUN0318,M019,PRD06,SHIFT_DAY,9,620,514,509,5,67.3,77.6
RUN0319,M019,PRD02,SHIFT_NIGHT,10,312,230,226,4,28.8,39.0
RUN0320,M019,PRD06,SHIFT_NIGHT,11,620,506,504,2,63.3,77.6
RUN0321,M019,PRD02,SHIFT_SWING,11,312,265,257,8,33.2,39.0
RUN0322,M019,PRD02,SHIFT_DAY,12,312,280,273,7,35.1,39.0
RUN0323,M020,PRD02,SHIFT_DAY,1,306,213,212,1,26.7,38.3
RUN0324,M020,PRD06,SHIFT_SWING,2,544,392,382,10,49.0,68.0
RUN0325,M020,PRD02,SHIFT_DAY,3,306,240,239,1,30.1,38.3
