UNIT_ID,LOT_ID
U-00038,SA-BATT-L05
U-00038,SA-DISP-L02
U-00038,SA-ENC-L04
U-00039,SA-PCBA-L05
U-00039,SA-BATT-L08
U-00039,SA-DISP-L02
U-00039,SA-ENC-L01
U-00040,SA-PCBA-L16
U-00040,SA-BATT-L08
U-00040,SA-DISP-L02
U-00040,SA-ENC-L01
U-00041,SA-PCBA-L20
U-00041,SA-BATT-L10
U-00041,SA-DISP-L04
U-00041,SA-ENC-L07
U-00042,SA-PCBA-L08
U-00042,SA-BATT-L04
U-00042,SA-DISP-L05
U-00042,SA-ENC-L02
U-00043,SA-PCBA-L02
U-00043,SA-BATT-L04
U-00043,SA-DISP-L05
U-00043,SA-ENC-L05
U-00044,SA-PCBA-L05
U-00044,SA-BATT-L05
U-00044,SA-DISP-L03
U-00044,SA-ENC-L02
U-00045,SA-PCBA-L17
U-00045,SA-BATT-L09
U-00045,SA-DISP-L08
U-00045,SA-ENC-L08
U-00046,SA-PCBA-L19
U-00046,SA-BATT-L01
U-00046,SA-DISP-L05
U-00046,SA-ENC-L01
U-00047,SA-PCBA-L16
U-00047,SA-BATT-L02
U-00047,SA-DISP-L08
U-00047,SA-ENC-L06
U-00048,SA-PCBA-L18
U-00048,SA-BATT-L01
U-00048,SA-DISP-L08
U-00048,SA-ENC-L02
U-00049,SA-PCBA-L02
U-00049,SA-BATT-L04
U-00049,SA-DISP-L09
U-00049,SA-ENC-L06
U-00050,SA-PCBA-L04
U-00050,SA-BATT-L01
U-00050,SA-DISP-L10
U-00050,SA-ENC-L04
U-00051,SA-PCBA-L18
U-00051,SA-BATT-L02
U-00051,SA-DISP-L03
U-00051,SA-ENC-L08
U-00052,SA-PCBA-L05
U-00052,SA-BATT-L07
U-00052,SA-DISP-L04
U-00052,SA-ENC-L03
U-00053,SA-PCBA-L10
U-00053,SA-BATT-L10
U-00053,SA-DISP-L10
U-00053,SA-ENC-L08
U-00054,SA-PCBA-L10
U-00054,SA-BATT-L10
U-00054,SA-DISP-L07
U-00054,SA-ENC-L04
U-00055,SA-PCBA-L05
U-00055,SA-BATT-L08
U-00055,SA-DISP-L01
U-00055,SA-ENC-L03
U-00056,SA-PCBA-L05
U-00056,SA-BATT-L02
U-00056,SA-DISP-L08
U-00056,SA-ENC-L05
U-00057,SA-PCBA-L18
U-00057,SA-BATT-L01
U-00057,SA-DISP-L10
U-00057,SA-ENC-L02
U-00058,SA-PCBA-L04
U-00058,SA-BATT-L08
U-00058,SA-DISP-L03
U-00058,SA-ENC-L05
U-00059,SA-PCBA-L14
U-00059,SA-BATT-L10
U-00059,SA-DISP-L03
U-00059,SA-ENC-L03
U-00060,SA-PCBA-L09
U-00060,SA-BATT-L08
U-00060,SA-DISP-L05
U-00060,SA-ENC-L01
U-00061,SA-PCBA-L14
U-00061,SA-BATT-L05
U-00061,SA-DISP-L08
U-00061,SA-ENC-L05
U-00062,SA-PCBA-L01
U-00062,SA-BATT-L07
U-00062,SA-DISP-L05
U-00062,SA-ENC-L01
U-00063,SA-PCBA-L20
U-00063,SA-BATT-L06
U-00063,SA-DISP-L04
U-00063,SA-ENC-L04
U-00064,SA-PCBA-L02
U-00064,SA-BATT-L10
U-00064,SA-DISP-L06
U-00064,SA-ENC-L03
U-00065,SA-PCBA-L17
U-00065,SA-BATT-L09
U-00065,SA-DISP-L05
U-00065,SA-ENC-L03
U-00066,SA-PCBA-L06
U-00066,SA-BATT-L04
U-00066,SA-DISP-L07
U-00066,SA-ENC-L06
U-00067,SA-PCBA-L19
U-00067,SA-BATT-L07
U-00067,SA-DISP-L06
U-00067,SA-ENC-L02
U-00068,SA-PCBA-L10
U-00068,SA-BATT-L07
U-00068,SA-DISP-L02
U-00068,SA-ENC-L03
U-00069,SA-PCBA-L15
U-00069,SA-BATT-L06
U-00069,SA-DISP-L09
U-00069,SA-ENC-L07
U-00070,SA-PCBA-L07
U-00070,SA-BATT-L08
U-00070,SA-DISP-L08
U-00070,SA-ENC-L04
U-00071,SA-PCBA-L18
U-00071,SA-BATT-L02
U-00071,SA-DISP-L04
U-00071,SA-ENC-L01
U-00072,SA-PCBA-L07
U-00072,SA-BATT-L04
U-00072,SA-DISP-L06
U-00072,SA-ENC-L03
U-00073,SA-PCBA-L01
U-00073,SA-BATT-L03
U-00073,SA-DISP-L01
U-00073,SA-ENC-L06
U-00074,SA-PCBA-L04
U-00074,SA-BATT-L02
U-00074,SA-DISP-L08
U-00074,SA-ENC-L08
U-00075,SA-PCBA-L10
U-00075,SA-BATT-L08
U-00075,SA-DISP-L01
U-00075,SA-ENC-L01
U-00076,SA-PCBA-L13
U-00076,SA-BATT-L10
U-00076,SA-DISP-L03
U-00076,SA-ENC-L02
U-00077,SA-PCBA-L17
U-00077,SA-BATT-L10
U-00077,SA-DISP-L07
U-00077,SA-ENC-L02
U-00078,SA-PCBA-L15
U-00078,SA-BATT-L07
U-00078,SA-DISP-L07
U-00078,SA-ENC-L02
U-00079,SA-PCBA-L14
U-00079,SA-BATT-L03
U-00079,SA-DISP-L09
U-00079,SA-ENC-L01
U-00080,SA-PCBA-L02
U-00080,SA-BATT-L05
U-00080,SA-DISP-L10
U-00080,SA-ENC-L05
U-00081,SA-PCBA-L12
U-00081,SA-BATT-L02
U-00081,SA-DISP-L05
U-00081,SA-ENC-L04
U-00082,SA-PCBA-L11
U-00082,SA-BATT-L06
U-00082,SA-DISP-L01
U-00082,SA-ENC-L03
U-00083,SA-PCBA-L14
U-00083,SA-BATT-L08
U-00083,SA-DISP-L06
U-00083,SA-ENC-L03
U-00084,SA-PCBA-L03
U-00084,SA-BATT-L05
U-00084,SA-DISP-L08
U-00084,SA-ENC-L07
U-00085,SA-PCBA-L16
U-00085,SA-BATT-L09
U-00085,SA-DISP-L05
U-00085,SA-ENC-L01
U-00086,SA-PCBA-L10
U-00086,SA-BATT-L06
U-00086,SA-DISP-L02
U-00086,SA-ENC-L01
U-00087,SA-PCBA-L18
U-00087,SA-BATT-L02
U-00087,SA-DISP-L06
U-00087,SA-ENC-L07
U-00088,SA-PCBA-L15
U-00088,SA-BATT-L06
U-00088,SA-DISP-L02
U-00088,SA-ENC-L07
U-00089,SA-PCBA-L03
U-00089,SA-BATT-L09
U-00089,SA-DISP-L02
U-00089,SA-ENC-L04
U-00090,SA-PCBA-L06
U-00090,SA-BATT-L02
U-00090,SA-DISP-L03
U-00090,SA-ENC-L08
U-00091,SA-PCBA-L10
U-00091,SA-BATT-L05
U-00091,SA-DISP-L10
U-00091,SA-ENC-L01
U-00092,SA-PCBA-L03
U-00092,SA-BATT-L10
U-00092,SA-DISP-L10
U-00092,SA-ENC-L07
U-00093,SA-PCBA-L16
U-00093,SA-BATT-L09
U-00093,SA-DISP-L03
U-00093,SA-ENC-L01
U-00094,SA-PCBA-L17
U-00094,SA-BATT-L10
U-00094,SA-DISP-L03
U-00094,SA-ENC-L06
U-00095,SA-PCBA-L13
U-00095,SA-BATT-L02
U-00095,SA-DISP-L09
U-00095,SA-ENC-L07
U-00096,SA-PCBA-L10
U-00096,SA-BATT-L07
U-00096,SA-DISP-L03
U-00096,SA-ENC-L02
U-00097,SA-PCBA-L01
U-00097,SA-BATT-L06
U-00097,SA-DISP-L05
U-00097,SA-ENC-L03
U-00098,SA-PCBA-L04
U-00098,SA-BATT-L09
U-00098,SA-DISP-L09
U-00098,SA-ENC-L01
U-00099,SA-PCBA-L06
U-00099,SA-BATT-L08
U-00099,SA-DISP-L01
U-00099,SA-ENC-L07
U-00100,SA-PCBA-L07
U-00100,SA-BATT-L06
U-00100,SA-DISP-L10
U-00100,SA-ENC-L08
U-00101,SA-PCBA-L02
U-00101,SA-BATT-L08
U-00101,SA-DISP-L06
U-00101,SA-ENC-L02
U-00102,SA-PCBA-L17
U-00102,SA-BATT-L02
U-00102,SA-DISP-L04
U-00102,SA-ENC-L08
U-00103,SA-PCBA-L08
U-00103,SA-BATT-L01
U-00103,SA-DISP-L06
U-00103,SA-ENC-L02
U-00104,SA-PCBA-L19
U-00104,SA-BATT-L08
U-00104,SA-DISP-L10
U-00104,SA-ENC-L01
U-00105,SA-PCBA-L04
U-00105,SA-BATT-L01
U-00105,SA-DISP-L04
U-00105,SA-ENC-L07
U-00106,SA-PCBA-L14
U-00106,SA-BATT-L01
U-00106,SA-DISP-L10
U-00106,SA-ENC-L06
U-00107,SA-PCBA-L17
U-00107,SA-BATT-L09
U-00107,SA-DISP-L01
U-00107,SA-ENC-L07
U-00108,SA-PCBA-L14
U-00108,SA-BATT-L04
U-00108,SA-DISP-L02
U-00108,SA-ENC-L06
U-00109,SA-PCBA-L06
U-00109,SA-BATT-L02
U-00109,SA-DISP-L08
U-00109,SA-ENC-L01
U-00110,SA-PCBA-L16
U-00110,SA-BATT-L05
U-00110,SA-DISP-L01
U-00110,SA-ENC-L04
U-00111,SA-PCBA-L15
U-00111,SA-BATT-L07
U-00111,SA-DISP-L06
U-00111,SA-ENC-L03
U-00112,SA-PCBA-L10
U-00112,SA-BATT-L06
U-00112,SA-DISP-L02
U-00112,SA-ENC-L02
U-00113,SA-PCBA-L14
U-00113,SA-BATT-L10
U-00113,SA-DISP-L07
U-00113,SA-ENC-L05
U-00114,SA-PCBA-L01
U-00114,SA-BATT-L03
U-00114,SA-DISP-L10
U-00114,SA-ENC-L08
U-00115,SA-PCBA-L05
U-00115,SA-BATT-L08
U-00115,SA-DISP-L06
U-00115,SA-ENC-L06
U-00116,SA-PCBA-L07
U-00116,SA-BATT-L08
U-00116,SA-DISP-L09
U-00116,SA-ENC-L07
U-00117,SA-PCBA-L07
U-00117,SA-BATT-L02
U-00117,SA-DISP-L03
U-00117,SA-ENC-L02
U-00118,SA-PCBA-L10
U-00118,SA-BATT-L03
U-00118,SA-DISP-L03
U-00118,SA-ENC-L06
U-00119,SA-PCBA-L15
U-00119,SA-BATT-L09
U-00119,SA-DISP-L03
U-00119,SA-ENC-L02
U-00120,SA-PCBA-L03
U-00120,SA-BATT-L08
U-00120,SA-DISP-L08
U-00120,SA-ENC-L06
U-00121,SA-PCBA-L04
U-00121,SA-BATT-L09
U-00121,SA-DISP-L03
U-00121,SA-ENC-L05
U-00122,SA-PCBA-L18
U-00122,SA-BATT-L05
U-00122,SA-DISP-L03
U-00122,SA-ENC-L05
U-00123,SA-PCBA-L02
U-00123,SA-BATT-L01
U-00123,SA-DISP-L02
U-00123,SA-ENC-L01
U-00124,SA-PCBA-L18
U-00124,SA-BATT-L05
U-00124,SA-DISP-L05
U-00124,SA-ENC-L08
U-00125,SA-PCBA-L16
U-00125,SA-BATT-L08
U-00125,SA-DISP-L04
U-00125,SA-ENC-L06
U-00126,SA-PCBA-L08
U-00126,SA-BATT-L08
U-00126,SA-DISP-L02
U-00126,SA-ENC-L05
U-00127,SA-PCBA-L19
U-00127,SA-BATT-L06
U-00127,SA-DISP-L04
U-00127,SA-ENC-L03
U-00128,SA-PCBA-L07
U-00128,SA-BATT-L10
U-00128,SA-DISP-L06
U-00128,SA-ENC-L01
U-00129,SA-PCBA-L05
U-00129,SA-BATT-L05
U-00129,SA-DISP-L06
U-00129,SA-ENC-L07
U-00130,SA-PCBA-L09
U-00130,SA-BATT-L10
U-00130,SA-DISP-L10
U-00130,SA-ENC-L02
U-00131,SA-PCBA-L02
U-00131,SA-BATT-L01
U-00131,SA-DISP-L01
U-00131,SA-ENC-L03
U-00132,SA-PCBA-L16
U-00132,SA-BATT-L10
U-00132,SA-DISP-L05
U-00132,SA-ENC-L06
U-00133,SA-PCBA-L17
U-00133,SA-BATT-L10
U-00133,SA-DISP-L05
U-00133,SA-ENC-L01
U-00134,SA-PCBA-L20
U-00134,SA-BATT-L07
U-00134,SA-DISP-L03
U-00134,SA-ENC-L04
U-00135,SA-PCBA-L17
U-00135,SA-BATT-L09
U-00135,SA-DISP-L10
U-00135,SA-ENC-L08
U-00136,SA-PCBA-L17
U-00136,SA-BATT-L07
U-00136,SA-DISP-L06
U-00136,SA-ENC-L03
U-00137,SA-PCBA-L10
U-00137,SA-BATT-L05
U-00137,SA-DISP-L04
U-00137,SA-ENC-L08
U-00138,SA-PCBA-L13
U-00138,SA-BATT-L06
U-00138,SA-DISP-L03
U-00138,SA-ENC-L05
U-00139,SA-PCBA-L09
U-00139,SA-BATT-L09
U-00139,SA-DISP-L05
U-00139,SA-ENC-L03
U-00140,SA-PCBA-L04
U-00140,SA-BATT-L03
U-00140,SA-DISP-L01
U-00140,SA-ENC-L03
U-00141,SA-PCBA-L03
U-00141,SA-BATT-L10
U-00141,SA-DISP-L04
U-00141,SA-ENC-L01
U-00142,SA-PCBA-L06
U-00142,SA-BATT-L05
U-00142,SA-DISP-L01
U-00142,SA-ENC-L01
U-00143,SA-PCBA-L16
U-00143,SA-BATT-L03
U-00143,SA-DISP-L09
U-00143,SA-ENC-L08
U-00144,SA-PCBA-L10
U-00144,SA-BATT-L10
U-00144,SA-DISP-L04
U-00144,SA-ENC-L03
U-00145,SA-PCBA-L19
U-00145,SA-BATT-L06
U-00145,SA-DISP-L04
U-00145,SA-ENC-L01
U-00146,SA-PCBA-L12
U-00146,SA-BATT-L04
U-00146,SA-DISP-L01
U-00146,SA-ENC-L02
U-00147,SA-PCBA-L08
U-00147,SA-BATT-L03
U-00147,SA-DISP-L08
U-00147,SA-ENC-L03
U-00148,SA-PCBA-L20
U-00148,SA-BATT-L08
U-00148,SA-DISP-L09
U-00148,SA-ENC-L06
U-00149,SA-PCBA-L04
U-00149,SA-BATT-L04
U-00149,SA-DISP-L10
U-00149,SA-ENC-L08
U-00150,SA-PCBA-L18
U-00150,SA-BATT-L05
U-00150,SA-DISP-L01
U-00150,SA-ENC-L07
U-00151,SA-PCBA-L02
U-00151,SA-BATT-L02
U-00151,SA-DISP-L08
U-00151,SA-ENC-L01
U-00152,SA-PCBA-L13
U-00152,SA-BATT-L02
U-00152,SA-DISP-L09
U-00152,SA-ENC-L03
U-00153,SA-PCBA-L01
U-00153,SA-BATT-L05
U-00153,SA-DISP-L08
U-00153,SA-ENC-L07
U-00154,SA-PCBA-L02
U-00154,SA-BATT-L07
U-00154,SA-DISP-L10
U-00154,SA-ENC-L01
U-00155,SA-PCBA-L08
U-00155,SA-BATT-L09
U-00155,SA-DISP-L04
U-00155,SA-ENC-L01
U-00156,SA-PCBA-L08
U-00156,SA-BATT-L07
U-00156,SA-DISP-L05
U-00156,SA-ENC-L05
U-00157,SA-PCBA-L13
U-00157,SA-BATT-L09
U-00157,SA-DISP-L06
U-00157,SA-ENC-L07
U-00158,SA-PCBA-L02
U-00158,SA-BATT-L09
U-00158,SA-DISP-L07
U-00158,SA-ENC-L07
U-00159,SA-PCBA-L08
U-00159,SA-BATT-L01
U-00159,SA-DISP-L05
U-00159,SA-ENC-L07
U-00160,SA-PCBA-L10
U-00160,SA-BATT-L01
U-00160,SA-DISP-L04
U-00160,SA-ENC-L04
U-00161,SA-PCBA-L08
U-00161,SA-BATT-L09
U-00161,SA-DISP-L06
U-00161,SA-ENC-L05
U-00162,SA-PCBA-L19
U-00162,SA-BATT-L06
U-00162,SA-DISP-L04
U-00162,SA-ENC-L06
U-00163,SA-PCBA-L14
U-00163,SA-BATT-L05
U-00163,SA-DISP-L03
U-00163,SA-ENC-L04
U-00164,SA-PCBA-L16
U-00164,SA-BATT-L08
U-00164,SA-DISP-L03
U-00164,SA-ENC-L06
U-00165,SA-PCBA-L01
U-00165,SA-BATT-L07
U-00165,SA-DISP-L03
U-00165,SA-ENC-L04
U-00166,SA-PCBA-L16
U-00166,SA-BATT-L08
U-00166,SA-DISP-L01
U-00166,SA-ENC-L01
U-00167,SA-PCBA-L04
U-00167,SA-BATT-L02
U-00167,SA-DISP-L09
U-00167,SA-ENC-L03
U-00168,SA-PCBA-L15
U-00168,SA-BATT-L10
U-00168,SA-DISP-L04
U-00168,SA-ENC-L04
U-00169,SA-PCBA-L01
U-00169,SA-BATT-L03
U-00169,SA-DISP-L02
U-00169,SA-ENC-L08
U-00170,SA-PCBA-L16
U-00170,SA-BATT-L05
U-00170,SA-DISP-L01
U-00170,SA-ENC-L02
U-00171,SA-PCBA-L06
U-00171,SA-BATT-L07
U-00171,SA-DISP-L02
U-00171,SA-ENC-L05
U-00172,SA-PCBA-L20
U-00172,SA-BATT-L06
U-00172,SA-DISP-L01
U-00172,SA-ENC-L02
U-00173,SA-PCBA-L16
U-00173,SA-BATT-L04
U-00173,SA-DISP-L06
U-00173,SA-ENC-L07
U-00174,SA-PCBA-L16
U-00174,SA-BATT-L03
U-00174,SA-DISP-L07
U-00174,SA-ENC-L06
U-00175,SA-PCBA-L07
U-00175,SA-BATT-L07
U-00175,SA-DISP-L08
U-00175,SA-ENC-L07
U-00176,SA-PCBA-L10
U-00176,SA-BATT-L10
U-00176,SA-DISP-L09
U-00176,SA-ENC-L03
U-00177,SA-PCBA-L14
U-00177,SA-BATT-L05
U-00177,SA-DISP-L08
U-00177,SA-ENC-L02
U-00178,SA-PCBA-L16
U-00178,SA-BATT-L06
U-00178,SA-DISP-L10
U-00178,SA-ENC-L07
U-00179,SA-PCBA-L19
U-00179,SA-BATT-L06
U-00179,SA-DISP-L03
U-00179,SA-ENC-L07
U-00180,SA-PCBA-L12
U-00180,SA-BATT-L02
U-00180,SA-DISP-L10
U-00180,SA-ENC-L04
U-00181,SA-PCBA-L17
U-00181,SA-BATT-L08
U-00181,SA-DISP-L03
U-00181,SA-ENC-L05
U-00182,SA-PCBA-L13
U-00182,SA-BATT-L09
U-00182,SA-DISP-L09
U-00182,SA-ENC-L07
U-00183,SA-PCBA-L20
U-00183,SA-BATT-L01
U-00183,SA-DISP-L10
U-00183,SA-ENC-L07
U-00184,SA-PCBA-L18
U-00184,SA-BATT-L10
U-00184,SA-DISP-L10
U-00184,SA-ENC-L04
U-00185,SA-PCBA-L04
U-00185,SA-BATT-L03
U-00185,SA-DISP-L06
U-00185,SA-ENC-L05
U-00186,SA-PCBA-L11
U-00186,SA-BATT-L02
U-00186,SA-DISP-L05
U-00186,SA-ENC-L01
U-00187,SA-PCBA-L06
U-00187,SA-BATT-L09
U-00187,SA-DISP-L03
U-00187,SA-ENC-L06
U-00188,SA-PCBA-L07
U-00188,SA-BATT-L08
U-00188,SA-DISP-L10
U-00188,SA-ENC-L07
U-00189,SA-PCBA-L11
U-00189,SA-BATT-L04
U-00189,SA-DISP-L08
U-00189,SA-ENC-L02
U-00190,SA-PCBA-L12
U-00190,SA-BATT-L08
U-00190,SA-DISP-L10
U-00190,SA-ENC-L03
U-00191,SA-PCBA-L07
U-00191,SA-BATT-L06
U-00191,SA-DISP-L03
U-00191,SA-ENC-L07
U-00192,SA-PCBA-L06
U-00192,SA-BATT-L09
U-00192,SA-DISP-L03
U-00192,SA-ENC-L08
U-00193,SA-PCBA-L16
U-00193,SA-BATT-L09
U-00193,SA-DISP-L09
U-00193,SA-ENC-L08
U-00194,SA-PCBA-L10
U-00194,SA-BATT-L01
U-00194,SA-DISP-L05
U-00194,SA-ENC-L04
U-00195,SA-PCBA-L18
U-00195,SA-BATT-L01
U-00195,SA-DISP-L08
U-00195,SA-ENC-L04
U-00196,SA-PCBA-L12
U-00196,SA-BATT-L02
U-00196,SA-DISP-L08
U-00196,SA-ENC-L02
U-00197,SA-PCBA-L08
U-00197,SA-BATT-L01
U-00197,SA-DISP-L10
U-00197,SA-ENC-L06
U-00198,SA-PCBA-L04
U-00198,SA-BATT-L03
U-00198,SA-DISP-L07
U-00198,SA-ENC-L01
U-00199,SA-PCBA-L13
U-00199,SA-BATT-L08
U-00199,SA-DISP-L03
U-00199,SA-ENC-L05
U-00200,SA-PCBA-L15
U-00200,SA-BATT-L08
U-00200,SA-DISP-L06
U-00200,SA-ENC-L01
U-00201,SA-PCBA-L07
U-00201,SA-BATT-L08
U-00201,SA-DISP-L05
U-00201,SA-ENC-L06
U-00202,SA-PCBA-L04
U-00202,SA-BATT-L08
U-00202,SA-DISP-L01
U-00202,SA-ENC-L02
U-00203,SA-PCBA-L10
U-00203,SA-BATT-L03
U-00203,SA-DISP-L05
U-00203,SA-ENC-L02
U-00204,SA-PCBA-L14
U-00204,SA-BATT-L02
U-00204,SA-DISP-L02
U-00204,SA-ENC-L01
U-00205,SA-PCBA-L05
U-00205,SA-BATT-L08
U-00205,SA-DISP-L02
U-00205,SA-ENC-L04
U-00206,SA-PCBA-L06
U-00206,SA-BATT-L02
U-00206,SA-DISP-L09
U-00206,SA-ENC-L01
U-00207,SA-PCBA-L07
U-00207,SA-BATT-L02
U-00207,SA-DISP-L02
U-00207,SA-ENC-L03
U-00208,SA-PCBA-L03
U-00208,SA-BATT-L04
U-00208,SA-DISP-L09
U-00208,SA-ENC-L05
U-00209,SA-PCBA-L10
U-00209,SA-BATT-L01
U-00209,SA-DISP-L04
U-00209,SA-ENC-L08
U-00210,SA-PCBA-L16
U-00210,SA-BATT-L10
U-00210,SA-DISP-L07
U-00210,SA-ENC-L06
U-00211,SA-PCBA-L02
U-00211,SA-BATT-L01
U-00211,SA-DISP-L07
U-00211,SA-ENC-L05
U-00212,SA-PCBA-L11
U-00212,SA-BATT-L02
U-00212,SA-DISP-L05
U-00212,SA-ENC-L02
U-00213,SA-PCBA-L03
U-00213,SA-BATT-L05
U-00213,SA-DISP-L07
U-00213,SA-ENC-L04
U-00214,SA-PCBA-L04
U-00214,SA-BATT-L01
U-00214,SA-DISP-L03
U-00214,SA-ENC-L01
U-00215,SA-PCBA-L04
U-00215,SA-BATT-L01
U-00215,SA-DISP-L06
U-00215,SA-ENC-L07
U-00216,SA-PCBA-L19
U-00216,SA-BATT-L03
U-00216,SA-DISP-L06
U-00216,SA-ENC-L03
U-00217,SA-PCBA-L10
U-00217,SA-BATT-L01
U-00217,SA-DISP-L08
U-00217,SA-ENC-L06
U-00218,SA-PCBA-L09
U-00218,SA-BATT-L02
U-00218,SA-DISP-L10
U-00218,SA-ENC-L06
U-00219,SA-PCBA-L10
U-00219,SA-BATT-L06
U-00219,SA-DISP-L02
U-00219,SA-ENC-L08
U-00220,SA-PCBA-L07
U-00220,SA-BATT-L09
U-00220,SA-DISP-L04
U-00220,SA-ENC-L03
U-00221,SA-PCBA-L10
U-00221,SA-BATT-L02
U-00221,SA-DISP-L04
U-00221,SA-ENC-L04
U-00222,SA-PCBA-L14
U-00222,SA-BATT-L06
U-00222,SA-DISP-L08
U-00222,SA-ENC-L02
U-00223,SA-PCBA-L10
U-00223,SA-BATT-L05
U-00223,SA-DISP-L05
U-00223,SA-ENC-L06
U-00224,SA-PCBA-L06
U-00224,SA-BATT-L10
U-00224,SA-DISP-L02
U-00224,SA-ENC-L03
U-00225,SA-PCBA-L15
U-00225,SA-BATT-L05
U-00225,SA-DISP-L02
U-00225,SA-ENC-L02
U-00226,SA-PCBA-L12
U-00226,SA-BATT-L07
U-00226,SA-DISP-L09
U-00226,SA-ENC-L01
U-00227,SA-PCBA-L08
U-00227,SA-BATT-L02
U-00227,SA-DISP-L08
U-00227,SA-ENC-L02
U-00228,SA-PCBA-L03
U-00228,SA-BATT-L10
U-00228,SA-DISP-L10
U-00228,SA-ENC-L05
U-00229,SA-PCBA-L04
U-00229,SA-BATT-L01
U-00229,SA-DISP-L08
U-00229,SA-ENC-L01
