transaction_id,step,step_ts,is_fraud
88640,10,2020-01-01 10:00:00,0
78501,10,2020-01-01 10:00:00,0
102055,10,2020-01-01 10:00:00,0
103844,10,2020-01-01 10:00:00,0
87687,10,2020-01-01 10:00:00,0
77746,10,2020-01-01 10:00:00,1
99101,10,2020-01-01 10:00:00,0
82590,10,2020-01-01 10:00:00,0
74932,10,2020-01-01 10:00:00,0
106730,10,2020-01-01 10:00:00,0
104200,10,2020-01-01 10:00:00,0
90711,10,2020-01-01 10:00:00,0
90637,10,2020-01-01 10:00:00,0
99373,10,2020-01-01 10:00:00,1
76961,10,2020-01-01 10:00:00,0
77414,10,2020-01-01 10:00:00,0
74994,10,2020-01-01 10:00:00,0
83590,10,2020-01-01 10:00:00,0
82092,10,2020-01-01 10:00:00,0
90072,10,2020-01-01 10:00:00,1
106036,10,2020-01-01 10:00:00,0
91833,10,2020-01-01 10:00:00,0
72932,10,2020-01-01 10:00:00,1
108409,10,2020-01-01 10:00:00,0
98219,10,2020-01-01 10:00:00,0
95182,10,2020-01-01 10:00:00,0
97589,10,2020-01-01 10:00:00,0
95338,10,2020-01-01 10:00:00,0
107836,10,2020-01-01 10:00:00,0
102181,10,2020-01-01 10:00:00,1
102608,10,2020-01-01 10:00:00,1
72931,10,2020-01-01 10:00:00,1
97098,10,2020-01-01 10:00:00,0
99372,10,2020-01-01 10:00:00,1
80830,10,2020-01-01 10:00:00,0
101427,10,2020-01-01 10:00:00,0
81345,10,2020-01-01 10:00:00,0
102609,10,2020-01-01 10:00:00,1
100445,10,2020-01-01 10:00:00,0
80531,10,2020-01-01 10:00:00,0
107547,10,2020-01-01 10:00:00,0
98272,10,2020-01-01 10:00:00,0
142088,11,2020-01-01 11:00:00,1
137637,11,2020-01-01 11:00:00,0
137065,11,2020-01-01 11:00:00,0
131894,11,2020-01-01 11:00:00,0
131035,11,2020-01-01 11:00:00,0
123805,11,2020-01-01 11:00:00,0
116563,11,2020-01-01 11:00:00,0
140784,11,2020-01-01 11:00:00,0
145508,11,2020-01-01 11:00:00,0
124550,11,2020-01-01 11:00:00,0
141560,11,2020-01-01 11:00:00,0
110915,11,2020-01-01 11:00:00,0
138445,11,2020-01-01 11:00:00,0
127053,11,2020-01-01 11:00:00,0
128527,11,2020-01-01 11:00:00,0
108878,11,2020-01-01 11:00:00,0
125835,11,2020-01-01 11:00:00,0
109680,11,2020-01-01 11:00:00,0
114408,11,2020-01-01 11:00:00,0
140514,11,2020-01-01 11:00:00,0
138560,11,2020-01-01 11:00:00,1
134610,11,2020-01-01 11:00:00,0
138226,11,2020-01-01 11:00:00,0
144126,11,2020-01-01 11:00:00,0
133721,11,2020-01-01 11:00:00,0
129720,11,2020-01-01 11:00:00,0
142089,11,2020-01-01 11:00:00,1
111501,11,2020-01-01 11:00:00,0
124921,11,2020-01-01 11:00:00,0
118960,11,2020-01-01 11:00:00,0
136420,11,2020-01-01 11:00:00,1
132653,11,2020-01-01 11:00:00,0
116113,11,2020-01-01 11:00:00,0
130995,11,2020-01-01 11:00:00,0
134129,11,2020-01-01 11:00:00,0
115018,11,2020-01-01 11:00:00,0
141635,11,2020-01-01 11:00:00,1
115100,11,2020-01-01 11:00:00,0
130018,11,2020-01-01 11:00:00,0
123478,11,2020-01-01 11:00:00,0
145288,11,2020-01-01 11:00:00,0
127548,11,2020-01-01 11:00:00,0
111024,11,2020-01-01 11:00:00,0
135164,11,2020-01-01 11:00:00,0
143352,11,2020-01-01 11:00:00,0
110143,11,2020-01-01 11:00:00,0
121919,11,2020-01-01 11:00:00,0
126525,11,2020-01-01 11:00:00,0
141636,11,2020-01-01 11:00:00,1
115926,11,2020-01-01 11:00:00,0
144966,11,2020-01-01 11:00:00,0
112199,11,2020-01-01 11:00:00,0
118703,11,2020-01-01 11:00:00,0
111123,11,2020-01-01 11:00:00,0
133871,11,2020-01-01 11:00:00,0
131162,11,2020-01-01 11:00:00,0
136421,11,2020-01-01 11:00:00,1
173814,12,2020-01-01 12:00:00,0
172610,12,2020-01-01 12:00:00,0
161832,12,2020-01-01 12:00:00,0
170674,12,2020-01-01 12:00:00,0
156870,12,2020-01-01 12:00:00,0
168406,12,2020-01-01 12:00:00,0
178862,12,2020-01-01 12:00:00,0
169764,12,2020-01-01 12:00:00,0
173991,12,2020-01-01 12:00:00,0
149541,12,2020-01-01 12:00:00,0
151659,12,2020-01-01 12:00:00,1
154265,12,2020-01-01 12:00:00,0
168990,12,2020-01-01 12:00:00,0
172649,12,2020-01-01 12:00:00,0
161953,12,2020-01-01 12:00:00,0
148883,12,2020-01-01 12:00:00,0
172454,12,2020-01-01 12:00:00,0
164924,12,2020-01-01 12:00:00,0
168337,12,2020-01-01 12:00:00,0
174586,12,2020-01-01 12:00:00,1
178669,12,2020-01-01 12:00:00,1
161712,12,2020-01-01 12:00:00,0
175572,12,2020-01-01 12:00:00,0
151925,12,2020-01-01 12:00:00,1
162397,12,2020-01-01 12:00:00,0
181901,12,2020-01-01 12:00:00,1
181902,12,2020-01-01 12:00:00,1
153320,12,2020-01-01 12:00:00,0
176945,12,2020-01-01 12:00:00,0
167558,12,2020-01-01 12:00:00,1
174585,12,2020-01-01 12:00:00,1
147023,12,2020-01-01 12:00:00,0
150370,12,2020-01-01 12:00:00,0
146629,12,2020-01-01 12:00:00,1
151807,12,2020-01-01 12:00:00,0
158554,12,2020-01-01 12:00:00,0
174296,12,2020-01-01 12:00:00,0
162869,12,2020-01-01 12:00:00,0
155459,12,2020-01-01 12:00:00,0
161509,12,2020-01-01 12:00:00,0
151658,12,2020-01-01 12:00:00,1
178467,12,2020-01-01 12:00:00,0
153474,12,2020-01-01 12:00:00,0
149352,12,2020-01-01 12:00:00,0
164218,12,2020-01-01 12:00:00,0
162904,12,2020-01-01 12:00:00,0
149778,12,2020-01-01 12:00:00,0
148547,12,2020-01-01 12:00:00,0
162343,12,2020-01-01 12:00:00,0
169134,12,2020-01-01 12:00:00,0
178656,12,2020-01-01 12:00:00,0
157220,12,2020-01-01 12:00:00,0
151926,12,2020-01-01 12:00:00,1
149955,12,2020-01-01 12:00:00,0
167557,12,2020-01-01 12:00:00,1
151685,12,2020-01-01 12:00:00,0
156747,12,2020-01-01 12:00:00,0
146628,12,2020-01-01 12:00:00,1
167799,12,2020-01-01 12:00:00,0
169999,12,2020-01-01 12:00:00,1
149311,12,2020-01-01 12:00:00,0
150034,12,2020-01-01 12:00:00,0
149342,12,2020-01-01 12:00:00,0
169450,12,2020-01-01 12:00:00,0
176530,12,2020-01-01 12:00:00,0
169541,12,2020-01-01 12:00:00,0
163253,12,2020-01-01 12:00:00,0
156471,12,2020-01-01 12:00:00,0
175874,12,2020-01-01 12:00:00,0
167089,12,2020-01-01 12:00:00,0
204560,13,2020-01-01 13:00:00,0
216809,13,2020-01-01 13:00:00,0
185256,13,2020-01-01 13:00:00,0
197288,13,2020-01-01 13:00:00,0
196801,13,2020-01-01 13:00:00,0
204741,13,2020-01-01 13:00:00,0
184219,13,2020-01-01 13:00:00,0
194125,13,2020-01-01 13:00:00,0
218600,13,2020-01-01 13:00:00,0
195868,13,2020-01-01 13:00:00,0
204216,13,2020-01-01 13:00:00,1
184931,13,2020-01-01 13:00:00,0
204217,13,2020-01-01 13:00:00,1
217252,13,2020-01-01 13:00:00,0
182862,13,2020-01-01 13:00:00,1
192909,13,2020-01-01 13:00:00,0
217321,13,2020-01-01 13:00:00,1
203414,13,2020-01-01 13:00:00,0
188058,13,2020-01-01 13:00:00,0
182863,13,2020-01-01 13:00:00,1
204791,13,2020-01-01 13:00:00,0
199721,13,2020-01-01 13:00:00,0
186501,13,2020-01-01 13:00:00,0
194993,13,2020-01-01 13:00:00,0
218751,13,2020-01-01 13:00:00,0
212176,13,2020-01-01 13:00:00,0
185366,13,2020-01-01 13:00:00,0
189619,13,2020-01-01 13:00:00,0
187677,13,2020-01-01 13:00:00,0
209915,13,2020-01-01 13:00:00,0
197922,13,2020-01-01 13:00:00,0
193766,13,2020-01-01 13:00:00,1
216280,13,2020-01-01 13:00:00,0
185232,13,2020-01-01 13:00:00,0
199482,13,2020-01-01 13:00:00,0
207608,13,2020-01-01 13:00:00,0
202362,13,2020-01-01 13:00:00,1
207534,13,2020-01-01 13:00:00,0
217979,13,2020-01-01 13:00:00,1
210782,13,2020-01-01 13:00:00,0
195593,13,2020-01-01 13:00:00,0
196777,13,2020-01-01 13:00:00,1
193767,13,2020-01-01 13:00:00,1
202363,13,2020-01-01 13:00:00,1
202899,13,2020-01-01 13:00:00,0
198116,13,2020-01-01 13:00:00,0
217322,13,2020-01-01 13:00:00,1
186940,13,2020-01-01 13:00:00,0
196473,13,2020-01-01 13:00:00,0
212060,13,2020-01-01 13:00:00,0
212936,13,2020-01-01 13:00:00,0
200846,13,2020-01-01 13:00:00,1
211163,13,2020-01-01 13:00:00,0
211970,13,2020-01-01 13:00:00,0
183175,13,2020-01-01 13:00:00,0
182250,13,2020-01-01 13:00:00,0
192645,13,2020-01-01 13:00:00,0
187965,13,2020-01-01 13:00:00,0
206571,13,2020-01-01 13:00:00,0
196776,13,2020-01-01 13:00:00,1
224224,14,2020-01-01 14:00:00,0
258921,14,2020-01-01 14:00:00,0
260068,14,2020-01-01 14:00:00,0
245811,14,2020-01-01 14:00:00,0
238110,14,2020-01-01 14:00:00,0
248773,14,2020-01-01 14:00:00,1
256772,14,2020-01-01 14:00:00,0
248772,14,2020-01-01 14:00:00,1
243394,14,2020-01-01 14:00:00,0
228563,14,2020-01-01 14:00:00,0
222923,14,2020-01-01 14:00:00,0
235505,14,2020-01-01 14:00:00,0
222998,14,2020-01-01 14:00:00,1
251926,14,2020-01-01 14:00:00,0
253528,14,2020-01-01 14:00:00,0
240706,14,2020-01-01 14:00:00,0
235449,14,2020-01-01 14:00:00,0
233463,14,2020-01-01 14:00:00,0
235362,14,2020-01-01 14:00:00,0
222999,14,2020-01-01 14:00:00,1
254636,14,2020-01-01 14:00:00,0
245737,14,2020-01-01 14:00:00,0
233704,14,2020-01-01 14:00:00,0
254658,14,2020-01-01 14:00:00,0
233648,14,2020-01-01 14:00:00,0
230918,14,2020-01-01 14:00:00,0
224287,14,2020-01-01 14:00:00,0
259845,14,2020-01-01 14:00:00,1
220791,14,2020-01-01 14:00:00,0
253065,14,2020-01-01 14:00:00,0
235295,14,2020-01-01 14:00:00,0
255702,14,2020-01-01 14:00:00,1
236459,14,2020-01-01 14:00:00,0
259898,14,2020-01-01 14:00:00,0
238128,14,2020-01-01 14:00:00,0
233177,14,2020-01-01 14:00:00,0
241948,14,2020-01-01 14:00:00,1
242569,14,2020-01-01 14:00:00,0
246607,14,2020-01-01 14:00:00,0
241949,14,2020-01-01 14:00:00,1
221031,14,2020-01-01 14:00:00,0
240795,14,2020-01-01 14:00:00,0
260399,14,2020-01-01 14:00:00,0
238145,14,2020-01-01 14:00:00,0
240956,14,2020-01-01 14:00:00,0
230898,14,2020-01-01 14:00:00,0
237335,14,2020-01-01 14:00:00,0
253586,14,2020-01-01 14:00:00,0
242904,14,2020-01-01 14:00:00,0
232552,14,2020-01-01 14:00:00,0
228180,14,2020-01-01 14:00:00,0
228697,14,2020-01-01 14:00:00,0
255703,14,2020-01-01 14:00:00,1
228360,14,2020-01-01 14:00:00,0
242983,14,2020-01-01 14:00:00,1
239021,14,2020-01-01 14:00:00,0
247787,14,2020-01-01 14:00:00,0
223213,14,2020-01-01 14:00:00,0
258664,14,2020-01-01 14:00:00,0
235398,14,2020-01-01 14:00:00,0
220159,14,2020-01-01 14:00:00,0
259846,14,2020-01-01 14:00:00,1
246820,14,2020-01-01 14:00:00,0
242984,14,2020-01-01 14:00:00,1
259618,14,2020-01-01 14:00:00,0
248961,14,2020-01-01 14:00:00,0
237449,14,2020-01-01 14:00:00,0
239922,14,2020-01-01 14:00:00,0
296687,15,2020-01-01 15:00:00,1
302333,15,2020-01-01 15:00:00,1
285020,15,2020-01-01 15:00:00,1
303120,15,2020-01-01 15:00:00,0
285021,15,2020-01-01 15:00:00,1
301802,15,2020-01-01 15:00:00,1
274880,15,2020-01-01 15:00:00,0
263304,15,2020-01-01 15:00:00,0
290446,15,2020-01-01 15:00:00,0
284098,15,2020-01-01 15:00:00,0
304767,15,2020-01-01 15:00:00,0
288182,15,2020-01-01 15:00:00,0
285909,15,2020-01-01 15:00:00,0
270269,15,2020-01-01 15:00:00,0
286186,15,2020-01-01 15:00:00,1
300223,15,2020-01-01 15:00:00,0
288377,15,2020-01-01 15:00:00,1
280230,15,2020-01-01 15:00:00,0
276061,15,2020-01-01 15:00:00,0
291124,15,2020-01-01 15:00:00,0
303660,15,2020-01-01 15:00:00,1
277146,15,2020-01-01 15:00:00,0
262724,15,2020-01-01 15:00:00,0
266322,15,2020-01-01 15:00:00,0
268641,15,2020-01-01 15:00:00,0
287394,15,2020-01-01 15:00:00,0
293421,15,2020-01-01 15:00:00,0
304256,15,2020-01-01 15:00:00,0
271118,15,2020-01-01 15:00:00,1
267809,15,2020-01-01 15:00:00,0
305507,15,2020-01-01 15:00:00,0
287744,15,2020-01-01 15:00:00,0
263785,15,2020-01-01 15:00:00,0
271117,15,2020-01-01 15:00:00,1
277991,15,2020-01-01 15:00:00,1
288378,15,2020-01-01 15:00:00,1
277660,15,2020-01-01 15:00:00,0
263627,15,2020-01-01 15:00:00,0
297545,15,2020-01-01 15:00:00,0
264373,15,2020-01-01 15:00:00,0
294808,15,2020-01-01 15:00:00,0
292906,15,2020-01-01 15:00:00,0
299810,15,2020-01-01 15:00:00,0
291007,15,2020-01-01 15:00:00,0
286187,15,2020-01-01 15:00:00,1
289644,15,2020-01-01 15:00:00,0
265499,15,2020-01-01 15:00:00,0
302332,15,2020-01-01 15:00:00,1
280763,15,2020-01-01 15:00:00,0
277267,15,2020-01-01 15:00:00,1
268954,15,2020-01-01 15:00:00,0
299862,15,2020-01-01 15:00:00,0
282857,15,2020-01-01 15:00:00,0
303947,15,2020-01-01 15:00:00,0
292018,15,2020-01-01 15:00:00,0
266034,15,2020-01-01 15:00:00,0
274832,15,2020-01-01 15:00:00,0
303661,15,2020-01-01 15:00:00,1
286137,15,2020-01-01 15:00:00,0
291460,15,2020-01-01 15:00:00,1
273403,15,2020-01-01 15:00:00,0
301435,15,2020-01-01 15:00:00,0
268522,15,2020-01-01 15:00:00,0
301803,15,2020-01-01 15:00:00,1
299789,15,2020-01-01 15:00:00,0
262243,15,2020-01-01 15:00:00,0
277992,15,2020-01-01 15:00:00,1
277266,15,2020-01-01 15:00:00,1
272655,15,2020-01-01 15:00:00,0
276100,15,2020-01-01 15:00:00,0
302020,15,2020-01-01 15:00:00,0
264698,15,2020-01-01 15:00:00,0
312926,16,2020-01-01 16:00:00,0
324702,16,2020-01-01 16:00:00,0
347735,16,2020-01-01 16:00:00,1
315245,16,2020-01-01 16:00:00,0
343301,16,2020-01-01 16:00:00,1
347736,16,2020-01-01 16:00:00,1
306107,16,2020-01-01 16:00:00,0
317581,16,2020-01-01 16:00:00,0
308889,16,2020-01-01 16:00:00,0
340186,16,2020-01-01 16:00:00,0
318375,16,2020-01-01 16:00:00,1
340544,16,2020-01-01 16:00:00,0
336401,16,2020-01-01 16:00:00,0
340359,16,2020-01-01 16:00:00,0
343994,16,2020-01-01 16:00:00,0
320317,16,2020-01-01 16:00:00,0
333678,16,2020-01-01 16:00:00,0
333474,16,2020-01-01 16:00:00,0
321494,16,2020-01-01 16:00:00,0
321577,16,2020-01-01 16:00:00,0
316913,16,2020-01-01 16:00:00,0
331225,16,2020-01-01 16:00:00,0
329531,16,2020-01-01 16:00:00,0
309917,16,2020-01-01 16:00:00,0
313666,16,2020-01-01 16:00:00,0
340047,16,2020-01-01 16:00:00,0
330609,16,2020-01-01 16:00:00,0
312891,16,2020-01-01 16:00:00,0
331402,16,2020-01-01 16:00:00,0
343302,16,2020-01-01 16:00:00,1
313734,16,2020-01-01 16:00:00,0
321824,16,2020-01-01 16:00:00,0
345438,16,2020-01-01 16:00:00,0
309908,16,2020-01-01 16:00:00,0
337196,16,2020-01-01 16:00:00,0
338303,16,2020-01-01 16:00:00,0
339312,16,2020-01-01 16:00:00,0
335870,16,2020-01-01 16:00:00,0
306207,16,2020-01-01 16:00:00,0
345530,16,2020-01-01 16:00:00,0
310890,16,2020-01-01 16:00:00,0
327763,16,2020-01-01 16:00:00,1
311662,16,2020-01-01 16:00:00,0
308059,16,2020-01-01 16:00:00,0
308113,16,2020-01-01 16:00:00,0
343076,16,2020-01-01 16:00:00,0
324145,16,2020-01-01 16:00:00,0
317191,16,2020-01-01 16:00:00,0
310366,16,2020-01-01 16:00:00,0
315140,16,2020-01-01 16:00:00,0
327762,16,2020-01-01 16:00:00,1
318374,16,2020-01-01 16:00:00,1
308808,16,2020-01-01 16:00:00,0
331029,16,2020-01-01 16:00:00,0
324648,16,2020-01-01 16:00:00,0
328149,16,2020-01-01 16:00:00,0
333356,16,2020-01-01 16:00:00,0
345930,16,2020-01-01 16:00:00,0
323793,16,2020-01-01 16:00:00,0
309673,16,2020-01-01 16:00:00,0
335529,16,2020-01-01 16:00:00,0
333583,16,2020-01-01 16:00:00,0
338009,16,2020-01-01 16:00:00,1
335806,16,2020-01-01 16:00:00,0
314957,16,2020-01-01 16:00:00,0
331261,16,2020-01-01 16:00:00,0
307861,16,2020-01-01 16:00:00,0
314181,16,2020-01-01 16:00:00,0
308084,16,2020-01-01 16:00:00,0
338008,16,2020-01-01 16:00:00,1
347145,16,2020-01-01 16:00:00,0
309663,16,2020-01-01 16:00:00,0
390934,17,2020-01-01 17:00:00,0
383949,17,2020-01-01 17:00:00,0
365396,17,2020-01-01 17:00:00,0
349466,17,2020-01-01 17:00:00,0
353608,17,2020-01-01 17:00:00,0
354886,17,2020-01-01 17:00:00,0
380379,17,2020-01-01 17:00:00,0
369527,17,2020-01-01 17:00:00,1
390589,17,2020-01-01 17:00:00,0
380039,17,2020-01-01 17:00:00,0
374629,17,2020-01-01 17:00:00,0
374601,17,2020-01-01 17:00:00,0
362789,17,2020-01-01 17:00:00,0
366938,17,2020-01-01 17:00:00,0
354429,17,2020-01-01 17:00:00,0
387108,17,2020-01-01 17:00:00,0
378280,17,2020-01-01 17:00:00,0
377152,17,2020-01-01 17:00:00,1
366498,17,2020-01-01 17:00:00,0
377773,17,2020-01-01 17:00:00,0
366994,17,2020-01-01 17:00:00,0
381866,17,2020-01-01 17:00:00,0
373319,17,2020-01-01 17:00:00,0
358707,17,2020-01-01 17:00:00,0
352262,17,2020-01-01 17:00:00,0
379390,17,2020-01-01 17:00:00,0
373216,17,2020-01-01 17:00:00,0
352491,17,2020-01-01 17:00:00,0
385913,17,2020-01-01 17:00:00,0
364439,17,2020-01-01 17:00:00,0
359292,17,2020-01-01 17:00:00,0
369179,17,2020-01-01 17:00:00,0
381615,17,2020-01-01 17:00:00,0
349848,17,2020-01-01 17:00:00,0
359586,17,2020-01-01 17:00:00,0
369528,17,2020-01-01 17:00:00,1
385113,17,2020-01-01 17:00:00,0
378046,17,2020-01-01 17:00:00,0
376842,17,2020-01-01 17:00:00,1
352583,17,2020-01-01 17:00:00,0
360412,17,2020-01-01 17:00:00,0
370496,17,2020-01-01 17:00:00,0
355443,17,2020-01-01 17:00:00,0
371721,17,2020-01-01 17:00:00,0
362142,17,2020-01-01 17:00:00,0
368259,17,2020-01-01 17:00:00,1
368260,17,2020-01-01 17:00:00,1
382231,17,2020-01-01 17:00:00,0
369540,17,2020-01-01 17:00:00,0
350984,17,2020-01-01 17:00:00,0
361295,17,2020-01-01 17:00:00,0
