CONTRACT_ID,SUB_ID,PLAN_TYPE,MONTHLY_RATE_USD,DATA_LIMIT_GB,CONTRACT_START_DATE,CONTRACT_END_DATE,TERM_MONTHS,AUTO_RENEW,EARLY_TERMINATION_FEE_USD,STATUS
CTR-BA5C543E,SUB-ENT-0010,ENTERPRISE,2287.32,1000,2024-04-03,2026-04-03,24,False,240,ACTIVE
CTR-051EE74A,SUB-ENT-0011,ENTERPRISE,533.07,1000,2022-01-07,2027-01-07,60,False,600,ACTIVE
CTR-7DCC0C66,SUB-ENT-0012,ENTERPRISE,3302.56,1000,2022-08-09,2025-08-09,36,False,360,ACTIVE
CTR-901F2323,SUB-ENT-0013,ENTERPRISE,2184.35,1000,2023-07-10,2026-07-10,36,True,360,ACTIVE
CTR-2E427C4B,SUB-ENT-0014,ENTERPRISE,4256.7,1000,2024-11-20,2029-11-20,60,True,600,ACTIVE
CTR-351DE11B,SUB-ENT-0015,ENTERPRISE,2005.19,1000,2024-11-17,2027-11-17,36,True,360,ACTIVE
CTR-9C569701,SUB-ENT-0016,ENTERPRISE,2266.85,1000,2023-03-03,2028-03-03,60,True,600,ACTIVE
CTR-6F580D82,SUB-ENT-0017,ENTERPRISE,2532.42,1000,2024-01-03,2027-01-03,36,False,360,ACTIVE
CTR-04C60509,SUB-ENT-0018,ENTERPRISE,4854.81,1000,2024-09-16,2029-09-16,60,False,600,ACTIVE
CTR-ED25625C,SUB-ENT-0019,ENTERPRISE,3965.07,1000,2022-02-21,2024-02-21,24,True,240,ACTIVE
CTR-E8C9EC24,SUB-ENT-0020,ENTERPRISE,1007.12,1000,2024-05-24,2027-05-24,36,True,360,ACTIVE
CTR-C812FEAE,SUB-ENT-0021,ENTERPRISE,3842.66,1000,2023-11-08,2025-11-08,24,True,240,ACTIVE
CTR-B518C9E1,SUB-ENT-0022,ENTERPRISE,3918.92,1000,2021-03-09,2026-03-09,60,False,600,ACTIVE
CTR-3AB51E50,SUB-ENT-0023,ENTERPRISE,1843.74,1000,2021-08-25,2026-08-25,60,False,600,ACTIVE
CTR-0BA9E532,SUB-ENT-0024,ENTERPRISE,1464.54,1000,2023-05-09,2028-05-09,60,True,600,ACTIVE
CTR-BFD80514,SUB-ENT-0025,ENTERPRISE,2124.22,1000,2022-01-05,2024-01-05,24,False,240,ACTIVE
CTR-2D8DFA8E,SUB-ENT-0026,ENTERPRISE,3317.53,1000,2021-07-05,2026-07-05,60,True,600,ACTIVE
CTR-127535E1,SUB-ENT-0027,ENTERPRISE,1475.63,1000,2024-11-19,2026-11-19,24,True,240,ACTIVE
CTR-897CB965,SUB-ENT-0028,ENTERPRISE,555.62,1000,2024-03-29,2026-03-29,24,True,240,ACTIVE
CTR-54C5237B,SUB-ENT-0029,ENTERPRISE,1428.59,1000,2022-08-27,2027-08-27,60,True,600,ACTIVE
CTR-4CF83B40,SUB-ENT-0030,ENTERPRISE,3739.86,1000,2022-08-07,2025-08-07,36,True,360,ACTIVE
CTR-214B286F,SUB-ENT-0031,ENTERPRISE,3208.16,1000,2021-01-29,2023-01-29,24,True,240,ACTIVE
CTR-DCB96C70,SUB-ENT-0032,ENTERPRISE,2660.79,1000,2024-10-15,2029-10-15,60,True,600,ACTIVE
CTR-89F67BDF,SUB-ENT-0033,ENTERPRISE,4077.51,1000,2024-07-27,2029-07-27,60,True,600,ACTIVE
CTR-FFBDEFDC,SUB-ENT-0034,ENTERPRISE,849.53,1000,2024-04-01,2026-04-01,24,True,240,ACTIVE
CTR-2C2459BF,SUB-ENT-0035,ENTERPRISE,4337.07,1000,2022-09-02,2027-09-02,60,True,600,ACTIVE
CTR-D4B744C7,SUB-ENT-0036,ENTERPRISE,4357.25,1000,2021-03-27,2024-03-27,36,True,360,ACTIVE
CTR-CA2246D5,SUB-ENT-0037,ENTERPRISE,1865.51,1000,2024-03-08,2027-03-08,36,False,360,ACTIVE
CTR-C2B619F5,SUB-ENT-0038,ENTERPRISE,3056.5,1000,2023-03-19,2025-03-19,24,True,240,ACTIVE
CTR-A5965343,SUB-ENT-0039,ENTERPRISE,740.92,1000,2022-10-09,2024-10-09,24,False,240,ACTIVE
CTR-C23CD879,SUB-ENT-0040,ENTERPRISE,1358.53,1000,2021-11-19,2024-11-19,36,False,360,ACTIVE
CTR-8F2D7A0C,SUB-ENT-0041,ENTERPRISE,4444.0,1000,2022-07-15,2024-07-15,24,True,240,ACTIVE
CTR-62A71FD7,SUB-ENT-0042,ENTERPRISE,2378.69,1000,2023-01-20,2025-01-20,24,True,240,ACTIVE
CTR-59CDA20B,SUB-ENT-0043,ENTERPRISE,3967.0,1000,2023-02-28,2025-02-28,24,True,240,ACTIVE
CTR-D7039652,SUB-ENT-0044,ENTERPRISE,1138.27,1000,2022-11-07,2025-11-07,36,True,360,ACTIVE
CTR-1457E890,SUB-ENT-0045,ENTERPRISE,1041.46,1000,2021-11-10,2026-11-10,60,False,600,ACTIVE
CTR-707452AE,SUB-ENT-0046,ENTERPRISE,4785.91,1000,2022-01-21,2024-01-21,24,True,240,ACTIVE
CTR-99E0859C,SUB-ENT-0047,ENTERPRISE,1285.62,1000,2024-04-19,2026-04-19,24,True,240,ACTIVE
CTR-CE779A9D,SUB-ENT-0048,ENTERPRISE,3761.64,1000,2024-10-22,2027-10-22,36,False,360,ACTIVE
CTR-006484A9,SUB-ENT-0049,ENTERPRISE,3627.13,1000,2024-05-21,2027-05-21,36,True,360,ACTIVE
CTR-EBB06B15,SUB-ENT-0050,ENTERPRISE,601.52,1000,2022-09-08,2027-09-08,60,True,600,ACTIVE
CTR-25BDF494,SUB-CON-00001,BASIC,29.99,10,2022-01-28,2023-01-28,12,True,120,ACTIVE
CTR-B546E571,SUB-CON-00002,BASIC,29.99,10,2023-02-27,2025-02-27,24,False,240,ACTIVE
CTR-8630B789,SUB-CON-00003,STANDARD,59.99,50,2023-06-30,2024-06-30,12,True,120,ACTIVE
CTR-0C7C5D57,SUB-CON-00004,STANDARD,59.99,50,2025-01-29,2027-01-29,24,True,240,ACTIVE
CTR-53DA2DE8,SUB-CON-00005,STANDARD,59.99,50,2025-07-18,2026-07-18,12,True,120,ACTIVE
CTR-F202C05A,SUB-CON-00006,PREMIUM,99.99,100,2024-08-06,2025-08-06,12,False,120,ACTIVE
CTR-3733A7C5,SUB-CON-00007,BASIC,29.99,10,2022-09-22,2024-09-22,24,False,240,ACTIVE
CTR-48009596,SUB-CON-00008,STANDARD,59.99,50,2022-11-06,2024-11-06,24,True,240,ACTIVE
CTR-4217199A,SUB-CON-00009,STANDARD,59.99,50,2025-04-21,2026-04-21,12,False,120,ACTIVE
CTR-99061AAC,SUB-CON-00010,STANDARD,59.99,50,2023-11-11,2024-11-11,12,True,120,ACTIVE
CTR-B7FEBE51,SUB-CON-00011,PREMIUM,99.99,100,2025-12-27,2027-12-27,24,True,240,ACTIVE
CTR-89870D1B,SUB-CON-00012,PREMIUM,99.99,100,2022-10-31,2023-10-31,12,False,120,ACTIVE
CTR-2689BCEC,SUB-CON-00013,STANDARD,59.99,50,2021-07-03,2023-07-03,24,True,240,ACTIVE
CTR-7093172E,SUB-CON-00014,PREMIUM,99.99,100,2021-11-12,2022-11-12,12,True,120,ACTIVE
CTR-7A0E1BFE,SUB-CON-00015,STANDARD,59.99,50,2021-05-02,2022-05-02,12,False,120,ACTIVE
CTR-E6F507A9,SUB-CON-00016,STANDARD,59.99,50,2024-08-04,2026-08-04,24,True,240,ACTIVE
CTR-38477D4D,SUB-CON-00017,PREMIUM,99.99,100,2022-01-18,2023-01-18,12,True,120,ACTIVE
CTR-724DDD1E,SUB-CON-00018,PREMIUM,99.99,100,2026-01-06,2028-01-06,24,False,240,ACTIVE
CTR-5B79D9C0,SUB-CON-00019,PREMIUM,99.99,100,2024-10-09,2025-10-09,12,True,120,ACTIVE
CTR-6D91E8B9,SUB-CON-00020,PREMIUM,99.99,100,2024-06-05,2026-06-05,24,True,240,ACTIVE
CTR-E3E3A2B2,SUB-CON-00021,BASIC,29.99,10,2022-04-20,2024-04-20,24,True,240,ACTIVE
CTR-F1759E25,SUB-CON-00022,STANDARD,59.99,50,2024-05-07,2026-05-07,24,True,240,ACTIVE
CTR-502B5DC0,SUB-CON-00023,BASIC,29.99,10,2021-10-03,2023-10-03,24,False,240,ACTIVE
CTR-9D3FB2BF,SUB-CON-00024,PREMIUM,99.99,100,2025-01-23,2027-01-23,24,True,240,ACTIVE
CTR-EA324E73,SUB-CON-00025,STANDARD,59.99,50,2021-04-22,2022-04-22,12,False,120,ACTIVE
CTR-D04FC75A,SUB-CON-00026,STANDARD,59.99,50,2023-01-31,2024-01-31,12,True,120,ACTIVE
CTR-7EEC7024,SUB-CON-00027,STANDARD,59.99,50,2021-07-10,2023-07-10,24,True,240,ACTIVE
CTR-5FD456A6,SUB-CON-00028,PREMIUM,99.99,100,2024-09-30,2025-09-30,12,True,120,ACTIVE
CTR-496F48E1,SUB-CON-00029,STANDARD,59.99,50,2021-03-06,2022-03-06,12,False,120,ACTIVE
CTR-4906C7EE,SUB-CON-00030,STANDARD,59.99,50,2024-04-10,2025-04-10,12,False,120,ACTIVE
CTR-5593862C,SUB-CON-00031,BASIC,29.99,10,2021-08-02,2022-08-02,12,False,120,ACTIVE
CTR-D93378C0,SUB-CON-00032,STANDARD,59.99,50,2021-05-16,2022-05-16,12,True,120,ACTIVE
CTR-75AE9FB5,SUB-CON-00033,BASIC,29.99,10,2021-09-02,2022-09-02,12,False,120,ACTIVE
CTR-D3696A0F,SUB-CON-00034,BASIC,29.99,10,2022-09-13,2023-09-13,12,True,120,ACTIVE
CTR-C0D42AF4,SUB-CON-00035,PREMIUM,99.99,100,2025-08-13,2026-08-13,12,False,120,ACTIVE
CTR-63A8BB64,SUB-CON-00036,BASIC,29.99,10,2021-05-22,2023-05-22,24,True,240,ACTIVE
CTR-79AE8EE7,SUB-CON-00037,BASIC,29.99,10,2021-12-24,2023-12-24,24,False,240,ACTIVE
CTR-DF433659,SUB-CON-00038,STANDARD,59.99,50,2023-05-28,2025-05-28,24,False,240,ACTIVE
CTR-DDD7F32D,SUB-CON-00039,PREMIUM,99.99,100,2022-08-08,2024-08-08,24,True,240,ACTIVE
CTR-5ACD0FB5,SUB-CON-00040,PREMIUM,99.99,100,2021-10-28,2023-10-28,24,False,240,ACTIVE
CTR-71F57DEF,SUB-CON-00041,STANDARD,59.99,50,2021-07-11,2022-07-11,12,True,120,ACTIVE
CTR-1698A88D,SUB-CON-00042,PREMIUM,99.99,100,2021-12-18,2023-12-18,24,True,240,ACTIVE
CTR-789F8CFE,SUB-CON-00043,PREMIUM,99.99,100,2022-01-05,2023-01-05,12,False,120,ACTIVE
CTR-C6E6921D,SUB-CON-00044,BASIC,29.99,10,2024-05-15,2025-05-15,12,True,120,ACTIVE
CTR-969ECC23,SUB-CON-00045,BASIC,29.99,10,2022-07-09,2023-07-09,12,False,120,ACTIVE
CTR-A4B2914A,SUB-CON-00046,STANDARD,59.99,50,2026-01-02,2027-01-02,12,True,120,ACTIVE
CTR-D9E211E3,SUB-CON-00047,STANDARD,59.99,50,2025-04-15,2026-04-15,12,False,120,ACTIVE
CTR-CBDAE3EF,SUB-CON-00048,PREMIUM,99.99,100,2024-12-11,2025-12-11,12,True,120,ACTIVE
CTR-5B68D4A9,SUB-CON-00049,BASIC,29.99,10,2023-12-06,2024-12-06,12,True,120,ACTIVE
CTR-3DFEBB6E,SUB-CON-00050,STANDARD,59.99,50,2025-02-22,2026-02-22,12,True,120,ACTIVE
CTR-436DA10D,SUB-CON-00051,BASIC,29.99,10,2025-08-07,2026-08-07,12,True,120,ACTIVE
CTR-FBB266F4,SUB-CON-00052,STANDARD,59.99,50,2022-10-24,2024-10-24,24,True,240,ACTIVE
CTR-A79A08D9,SUB-CON-00053,STANDARD,59.99,50,2025-03-18,2027-03-18,24,False,240,ACTIVE
CTR-3EF9F977,SUB-CON-00054,STANDARD,59.99,50,2022-08-17,2023-08-17,12,False,120,ACTIVE
CTR-E9EE045E,SUB-CON-00055,PREMIUM,99.99,100,2022-05-02,2024-05-02,24,True,240,ACTIVE
CTR-215070D4,SUB-CON-00056,STANDARD,59.99,50,2023-12-16,2025-12-16,24,True,240,ACTIVE
CTR-FBDDCFFC,SUB-CON-00057,STANDARD,59.99,50,2023-06-10,2025-06-10,24,False,240,ACTIVE
CTR-EA591204,SUB-CON-00058,PREMIUM,99.99,100,2021-03-06,2023-03-06,24,False,240,ACTIVE
CTR-0373580A,SUB-CON-00059,PREMIUM,99.99,100,2025-02-10,2026-02-10,12,False,120,ACTIVE
CTR-429E5407,SUB-CON-00060,STANDARD,59.99,50,2024-04-28,2025-04-28,12,True,120,ACTIVE
CTR-FFE1D65A,SUB-CON-00061,STANDARD,59.99,50,2021-04-26,2023-04-26,24,True,240,ACTIVE
CTR-11F4AAF7,SUB-CON-00062,STANDARD,59.99,50,2026-01-09,2028-01-09,24,True,240,ACTIVE
CTR-D09F6EC0,SUB-CON-00063,PREMIUM,99.99,100,2023-08-21,2024-08-21,12,True,120,ACTIVE
CTR-C0E309AC,SUB-CON-00064,PREMIUM,99.99,100,2022-05-23,2024-05-23,24,False,240,ACTIVE
CTR-6BE1DE7D,SUB-CON-00065,STANDARD,59.99,50,2023-09-01,2024-09-01,12,True,120,ACTIVE
CTR-B07ECDCA,SUB-CON-00066,BASIC,29.99,10,2024-09-28,2026-09-28,24,True,240,ACTIVE
CTR-915490F6,SUB-CON-00067,STANDARD,59.99,50,2021-04-28,2023-04-28,24,False,240,ACTIVE
CTR-D563680D,SUB-CON-00068,BASIC,29.99,10,2022-11-23,2023-11-23,12,True,120,ACTIVE
CTR-1636244E,SUB-CON-00069,PREMIUM,99.99,100,2022-01-05,2023-01-05,12,True,120,ACTIVE
CTR-E300D545,SUB-CON-00070,STANDARD,59.99,50,2025-02-13,2027-02-13,24,True,240,ACTIVE
CTR-BFB65261,SUB-CON-00071,PREMIUM,99.99,100,2022-10-12,2024-10-12,24,True,240,ACTIVE
CTR-EDDCB5CE,SUB-CON-00072,STANDARD,59.99,50,2021-12-29,2023-12-29,24,False,240,ACTIVE
CTR-13958E2F,SUB-CON-00073,PREMIUM,99.99,100,2025-07-01,2027-07-01,24,True,240,ACTIVE
CTR-786B1336,SUB-CON-00074,PREMIUM,99.99,100,2024-12-26,2026-12-26,24,True,240,ACTIVE
CTR-17CF76E2,SUB-CON-00075,BASIC,29.99,10,2025-11-09,2026-11-09,12,False,120,ACTIVE
CTR-A5DD6A5C,SUB-CON-00076,PREMIUM,99.99,100,2024-04-24,2025-04-24,12,False,120,ACTIVE
CTR-AB3EF81D,SUB-CON-00077,STANDARD,59.99,50,2021-05-24,2022-05-24,12,False,120,ACTIVE
CTR-7628AEDE,SUB-CON-00078,BASIC,29.99,10,2022-10-29,2024-10-29,24,True,240,ACTIVE
CTR-665F8993,SUB-CON-00079,PREMIUM,99.99,100,2021-11-09,2023-11-09,24,False,240,ACTIVE
CTR-C82F68DB,SUB-CON-00080,PREMIUM,99.99,100,2021-03-26,2022-03-26,12,True,120,ACTIVE
CTR-E2AC12F2,SUB-CON-00081,PREMIUM,99.99,100,2023-08-18,2024-08-18,12,False,120,ACTIVE
CTR-040CF50A,SUB-CON-00082,PREMIUM,99.99,100,2025-11-02,2027-11-02,24,True,240,ACTIVE
CTR-22173F70,SUB-CON-00083,STANDARD,59.99,50,2024-03-02,2026-03-02,24,True,240,ACTIVE
CTR-FA5AFB37,SUB-CON-00084,BASIC,29.99,10,2023-02-06,2025-02-06,24,False,240,ACTIVE
CTR-044B6C42,SUB-CON-00085,STANDARD,59.99,50,2025-08-12,2027-08-12,24,True,240,ACTIVE
CTR-115B4D5E,SUB-CON-00086,PREMIUM,99.99,100,2025-10-11,2026-10-11,12,True,120,ACTIVE
CTR-B38DE0CB,SUB-CON-00087,BASIC,29.99,10,2021-05-13,2023-05-13,24,True,240,ACTIVE
CTR-00EC8333,SUB-CON-00088,BASIC,29.99,10,2021-07-08,2022-07-08,12,True,120,ACTIVE
CTR-B451B3F2,SUB-CON-00089,PREMIUM,99.99,100,2025-02-22,2026-02-22,12,True,120,ACTIVE
CTR-E88442C0,SUB-CON-00090,BASIC,29.99,10,2025-10-29,2027-10-29,24,True,240,ACTIVE
CTR-50C79B16,SUB-CON-00091,BASIC,29.99,10,2025-11-25,2027-11-25,24,False,240,ACTIVE
CTR-AE2F4A94,SUB-CON-00092,PREMIUM,99.99,100,2022-09-08,2024-09-08,24,True,240,ACTIVE
CTR-6C1DE2FA,SUB-CON-00093,PREMIUM,99.99,100,2024-09-04,2026-09-04,24,False,240,ACTIVE
CTR-112C8124,SUB-CON-00094,BASIC,29.99,10,2026-01-05,2027-01-05,12,True,120,ACTIVE
CTR-113629DA,SUB-CON-00095,BASIC,29.99,10,2023-06-20,2024-06-20,12,False,120,ACTIVE
CTR-882CD5AF,SUB-CON-00096,PREMIUM,99.99,100,2025-01-28,2026-01-28,12,True,120,ACTIVE
CTR-4EEE8480,SUB-CON-00097,STANDARD,59.99,50,2022-07-04,2024-07-04,24,False,240,ACTIVE
CTR-DE1C01F3,SUB-CON-00098,STANDARD,59.99,50,2022-05-20,2023-05-20,12,False,120,ACTIVE
CTR-973D68A5,SUB-CON-00099,PREMIUM,99.99,100,2021-11-11,2023-11-11,24,False,240,ACTIVE
CTR-742B1E85,SUB-CON-00100,PREMIUM,99.99,100,2025-03-29,2026-03-29,12,True,120,ACTIVE
CTR-56EEFD68,SUB-CON-00101,STANDARD,59.99,50,2023-07-20,2024-07-20,12,True,120,ACTIVE
CTR-4C9A7C98,SUB-CON-00102,STANDARD,59.99,50,2021-11-17,2023-11-17,24,True,240,ACTIVE
CTR-20D1DD51,SUB-CON-00103,BASIC,29.99,10,2026-01-26,2027-01-26,12,True,120,ACTIVE
CTR-9B0FA7C1,SUB-CON-00104,PREMIUM,99.99,100,2024-06-08,2026-06-08,24,True,240,ACTIVE
CTR-04459990,SUB-CON-00105,STANDARD,59.99,50,2021-03-18,2022-03-18,12,True,120,ACTIVE
CTR-DFAED25C,SUB-CON-00106,BASIC,29.99,10,2022-01-24,2023-01-24,12,True,120,ACTIVE
CTR-B8D573FC,SUB-CON-00107,BASIC,29.99,10,2025-12-30,2026-12-30,12,False,120,ACTIVE
CTR-7B190A51,SUB-CON-00108,BASIC,29.99,10,2023-05-10,2025-05-10,24,False,240,ACTIVE
CTR-5B7B35A1,SUB-CON-00109,PREMIUM,99.99,100,2025-01-22,2027-01-22,24,False,240,ACTIVE
CTR-EA705729,SUB-CON-00110,STANDARD,59.99,50,2024-08-12,2026-08-12,24,True,240,ACTIVE
CTR-C13967C6,SUB-CON-00111,PREMIUM,99.99,100,2025-11-09,2026-11-09,12,False,120,ACTIVE
CTR-4F624E9B,SUB-CON-00112,STANDARD,59.99,50,2025-05-23,2026-05-23,12,False,120,ACTIVE
CTR-7F34E05A,SUB-CON-00113,BASIC,29.99,10,2023-03-01,2024-03-01,12,True,120,ACTIVE
CTR-342B6225,SUB-CON-00114,BASIC,29.99,10,2021-04-30,2023-04-30,24,True,240,ACTIVE
CTR-EB2E2B86,SUB-CON-00115,PREMIUM,99.99,100,2023-06-16,2025-06-16,24,True,240,ACTIVE
CTR-AC9FF95F,SUB-CON-00116,STANDARD,59.99,50,2024-05-23,2025-05-23,12,False,120,ACTIVE
CTR-5AF7A91C,SUB-CON-00117,BASIC,29.99,10,2023-08-30,2024-08-30,12,False,120,ACTIVE
CTR-447D38EC,SUB-CON-00118,PREMIUM,99.99,100,2023-08-15,2025-08-15,24,False,240,ACTIVE
CTR-6B1CCB2C,SUB-CON-00119,PREMIUM,99.99,100,2021-10-09,2022-10-09,12,True,120,ACTIVE
CTR-D0912596,SUB-CON-00120,BASIC,29.99,10,2025-05-18,2027-05-18,24,True,240,ACTIVE
CTR-F36BF8BF,SUB-CON-00121,STANDARD,59.99,50,2022-02-07,2023-02-07,12,True,120,ACTIVE
CTR-C69C270F,SUB-CON-00122,PREMIUM,99.99,100,2022-02-12,2024-02-12,24,True,240,ACTIVE
CTR-2AF41FAA,SUB-CON-00123,STANDARD,59.99,50,2024-07-23,2025-07-23,12,True,120,ACTIVE
CTR-8CE58787,SUB-CON-00124,BASIC,29.99,10,2025-12-04,2027-12-04,24,False,240,ACTIVE
CTR-E0778F89,SUB-CON-00125,PREMIUM,99.99,100,2021-06-16,2022-06-16,12,True,120,ACTIVE
CTR-0ED19B4B,SUB-CON-00126,PREMIUM,99.99,100,2022-07-07,2023-07-07,12,False,120,ACTIVE
CTR-4DB7FAD7,SUB-CON-00127,BASIC,29.99,10,2026-01-22,2027-01-22,12,True,120,ACTIVE
CTR-CB2CDA3E,SUB-CON-00128,PREMIUM,99.99,100,2023-09-01,2024-09-01,12,False,120,ACTIVE
CTR-2BBA25B5,SUB-CON-00129,BASIC,29.99,10,2021-01-29,2022-01-29,12,False,120,ACTIVE
CTR-FAAD409B,SUB-CON-00130,STANDARD,59.99,50,2024-06-09,2026-06-09,24,True,240,ACTIVE
CTR-CEC23863,SUB-CON-00131,STANDARD,59.99,50,2021-02-10,2023-02-10,24,True,240,ACTIVE
CTR-F9169CAF,SUB-CON-00132,STANDARD,59.99,50,2021-02-23,2022-02-23,12,True,120,ACTIVE
CTR-75F17430,SUB-CON-00133,STANDARD,59.99,50,2022-09-29,2023-09-29,12,True,120,ACTIVE
CTR-2D8540B4,SUB-CON-00134,PREMIUM,99.99,100,2022-02-27,2024-02-27,24,True,240,ACTIVE
CTR-F14552C8,SUB-CON-00135,STANDARD,59.99,50,2024-10-02,2025-10-02,12,False,120,ACTIVE
CTR-3868272E,SUB-CON-00136,BASIC,29.99,10,2024-09-05,2026-09-05,24,False,240,ACTIVE
CTR-F4604426,SUB-CON-00137,PREMIUM,99.99,100,2023-11-30,2025-11-30,24,False,240,ACTIVE
CTR-E43B37EB,SUB-CON-00138,PREMIUM,99.99,100,2024-09-30,2025-09-30,12,True,120,ACTIVE
CTR-BB7A9B9F,SUB-CON-00139,PREMIUM,99.99,100,2021-04-18,2023-04-18,24,True,240,ACTIVE
CTR-F5E476C6,SUB-CON-00140,BASIC,29.99,10,2022-08-28,2024-08-28,24,False,240,ACTIVE
CTR-421974C2,SUB-CON-00141,BASIC,29.99,10,2021-07-25,2023-07-25,24,True,240,ACTIVE
CTR-42556846,SUB-CON-00142,PREMIUM,99.99,100,2023-11-14,2024-11-14,12,False,120,ACTIVE
CTR-FB664ABF,SUB-CON-00143,BASIC,29.99,10,2022-08-23,2023-08-23,12,True,120,ACTIVE
CTR-EA2B9B89,SUB-CON-00144,STANDARD,59.99,50,2022-07-23,2024-07-23,24,True,240,ACTIVE
CTR-9BB754CF,SUB-CON-00145,STANDARD,59.99,50,2023-09-02,2025-09-02,24,True,240,ACTIVE
CTR-769B80AB,SUB-CON-00146,PREMIUM,99.99,100,2021-06-20,2023-06-20,24,True,240,ACTIVE
CTR-FA631E09,SUB-CON-00147,STANDARD,59.99,50,2025-04-26,2027-04-26,24,True,240,ACTIVE
CTR-D72588E3,SUB-CON-00148,PREMIUM,99.99,100,2024-04-13,2025-04-13,12,True,120,ACTIVE
CTR-1A02C693,SUB-CON-00149,STANDARD,59.99,50,2024-07-21,2025-07-21,12,False,120,ACTIVE
CTR-507C2D8D,SUB-CON-00150,STANDARD,59.99,50,2024-02-21,2026-02-21,24,False,240,ACTIVE
CTR-31750735,SUB-CON-00151,PREMIUM,99.99,100,2025-06-08,2026-06-08,12,True,120,ACTIVE
CTR-164FDB8C,SUB-CON-00152,PREMIUM,99.99,100,2022-09-03,2024-09-03,24,True,240,ACTIVE
CTR-168F1A46,SUB-CON-00153,STANDARD,59.99,50,2024-08-22,2025-08-22,12,True,120,ACTIVE
CTR-55143E7E,SUB-CON-00154,STANDARD,59.99,50,2021-08-13,2022-08-13,12,False,120,ACTIVE
CTR-5CC91412,SUB-CON-00155,BASIC,29.99,10,2022-10-29,2024-10-29,24,True,240,ACTIVE
CTR-F3C7F5F2,SUB-CON-00156,BASIC,29.99,10,2024-05-20,2026-05-20,24,False,240,ACTIVE
CTR-09FB57F0,SUB-CON-00157,PREMIUM,99.99,100,2024-06-21,2026-06-21,24,True,240,ACTIVE
CTR-4EABFD0D,SUB-CON-00158,STANDARD,59.99,50,2023-03-13,2025-03-13,24,False,240,ACTIVE
CTR-70E22B70,SUB-CON-00159,PREMIUM,99.99,100,2025-10-11,2026-10-11,12,False,120,ACTIVE
CTR-B65365BF,SUB-CON-00160,BASIC,29.99,10,2024-06-13,2026-06-13,24,True,240,ACTIVE
